key,cost,relative_cost,scaled,relative_scaled,average_duration,fastest,direct_cost,cheapest
530330092001,5.170856888769943,1.9001835554366087,0.8380620376538399,0.5209212694297546,15.509581497797358,11.577333333333335,1.5261052367875634,0.55
530330030004,7.225876987978364,0.5562744635498019,0.6058246062359334,0.14454256667624935,23.116074249605056,22.92430555555556,1.793599539321176,1.282390718873006
530330043012,7.852398647510589,1.4801919808439226,0.5350215123910147,0.40329732822204717,22.2984243697479,21.030666666666665,2.6122689206198326,1.43
530330027001,7.219187790455955,1.7803355157511684,0.6065805511784913,0.48735631330535933,22.11777269260107,18.394000000000002,2.0215112076947035,1.1162622747047857
530330052003,6.738053745536361,1.1808655292529555,0.6609534182871266,0.3194671776339246,20.16599718111346,18.416,1.999044407974698,1.2294282162834058
530330075003,5.616497361360063,2.3218720702890043,0.7877002924183278,0.6390204601743954,16.378099838969405,10.557333333333334,1.767643899202253,0.8136519577377254
530330017011,7.2649286307476295,1.7274819640809644,0.601411387497646,0.47255400909174794,23.33098184818482,18.414666666666665,1.7821478964241981,1.21
530330091001,5.510995919638831,2.052792586305498,0.7996229903255953,0.563661354613835,16.36936274509804,12.375333333333334,1.6641956745407922,0.55
530330064002,6.348112990264852,2.3807518632708584,0.7050205490389361,0.6555104893249473,18.77053445850914,14.261333333333335,1.9370373925152031,0.6159477936606588
530330119002,10.052460757597489,1.864278768266641,0.286392910849234,0.5108656806259761,30.10144927536232,27.715833333333336,2.978620177887344,1.674961155997514
530330087002,6.559239841933683,2.607998822667057,0.6811611435986655,0.7191538684036147,20.66793981481481,14.32,1.7022739854522015,0.5860410192666252
530330059004,7.667549316805928,1.0458479279170403,0.555911300173969,0.28165379431321563,23.75696296296296,22.326388888888886,2.084663020509633,1.375
530330087003,6.476688094828037,2.7120850018096005,0.6904903008727283,0.7483045165514279,20.27710843373494,13.220666666666666,1.7115676129003272,0.6577464263517713
530330070001,6.675938222498447,1.3029014315309713,0.6679730817576015,0.3536448722905374,20.673707865168538,18.488666666666667,1.8176168741838394,1.0282001243008079
530330020002,7.600942941502673,2.1819105487121213,0.5634384740066938,0.5998224695926404,23.222595806218365,18.287999999999997,2.1436329270413577,1.121352392790553
530330078002,6.976412928073466,1.9247521613791776,0.6340164923034772,0.5278020176060643,21.498498845265587,18.181944444444444,1.9242656994360534,0.7789038222498447
530330028002,7.3430356963170595,1.8745677059331092,0.5925845228404967,0.5137472274768722,22.626757369614513,18.71736111111111,2.02574771445765,1.0698881292728402
530330042001,9.056629451636441,1.6222905895067528,0.3989316177509409,0.44309383701454724,26.76029285099052,25.554166666666664,2.7679606316536667,1.4291096954630202
530330113001,9.71739028543638,1.5796676856579612,0.3242591613198037,0.4311567548450438,31.869976359338057,28.45,2.227945840991938,1.4519725997784203
530330119004,9.564006777115544,0.7125516527284149,0.34159300248662205,0.1883099658910503,25.796604110813227,24.50763888888889,3.5018048110744355,3.0921599854982396
530330012001,7.340646764357682,0.8514279105784026,0.5928544955878639,0.2272040146688989,22.395591647331788,22.786666666666665,2.077682727234711,1.2262548166563083
