key,ratio,scaled
530330001001,0.9947619047619047,0.8964218455743875
530330001002,0.9888571428571429,0.7796610169491531
530330001003,0.9878095238095238,0.7589453860640302
530330001004,0.9909523809523809,0.8210922787193968
530330001005,0.9868571428571429,0.740112994350283
530330002001,0.9932380952380953,0.8662900188323921
530330002002,0.9883809523809524,0.7702448210922784
530330002003,0.9923809523809524,0.8493408662900186
530330002004,0.99,0.8022598870056497
530330002005,0.9966666666666667,0.934086629001884
530330002006,0.9884761904761905,0.7721280602636542
530330003001,0.9902857142857143,0.8079096045197749
530330003002,0.9888571428571429,0.7796610169491531
530330004011,0.9922857142857143,0.8474576271186449
530330004012,0.9922857142857143,0.8474576271186449
530330004013,0.9920952380952381,0.8436911487758956
530330004021,0.9927619047619047,0.8568738229755174
530330004022,0.9877142857142858,0.7570621468926565
530330004023,0.9945714285714286,0.8926553672316381
530330004024,0.9932380952380953,0.8662900188323921
530330005001,0.9947619047619047,0.8964218455743875
530330005002,0.9921904761904762,0.8455743879472691
530330005003,0.9930476190476191,0.8625235404896426
530330006001,0.9846666666666667,0.6967984934086635
530330006002,0.9968571428571429,0.9378531073446333
530330006003,0.9994285714285714,0.9887005649717517
530330006004,0.9972380952380953,0.9453860640301323
530330006005,0.9941904761904762,0.8851224105461393
530330006006,0.9966666666666667,0.934086629001884
530330007001,0.9868571428571429,0.740112994350283
530330007002,0.9970476190476191,0.9416195856873828
530330007003,0.9952380952380953,0.9058380414312621
530330007004,0.9934285714285714,0.8700564971751416
530330008001,0.9926666666666667,0.8549905838041438
530330008002,0.9928571428571429,0.8587570621468933
530330009001,0.9933333333333333,0.8681732580037657
530330009002,0.9932380952380953,0.8662900188323921
530330010001,0.9869523809523809,0.7419962335216567
530330010002,0.9883809523809524,0.7702448210922784
530330011001,0.9938095238095238,0.8775894538606404
530330011002,0.9930476190476191,0.8625235404896426
530330012001,0.9956190476190476,0.913370998116761
530330012002,0.9983809523809524,0.9679849340866288
530330012003,0.9979047619047619,0.9585687382297541
530330012004,0.9883809523809524,0.7702448210922784
530330012005,0.9892380952380952,0.7871939736346519
530330013001,0.9928571428571429,0.8587570621468933
530330013002,0.9996190476190476,0.9924670433145012
530330013003,0.9980952380952381,0.9623352165725058
530330014001,0.9947619047619047,0.8964218455743875
530330014002,0.9942857142857143,0.887005649717515
530330014003,0.9954285714285714,0.9096045197740116
530330014004,0.9941904761904762,0.8851224105461393
530330015001,0.9934285714285714,0.8700564971751416
530330015002,0.9948571428571429,0.8983050847457633
530330016001,0.9928571428571429,0.8587570621468933
530330016002,0.9933333333333333,0.8681732580037657
530330016003,0.9952380952380953,0.9058380414312621
530330017011,0.9894285714285714,0.7909604519774014
530330017012,0.9964761904761905,0.9303201506591345
530330017013,0.9982857142857143,0.9661016949152552
530330017021,0.9938095238095238,0.8775894538606404
530330017022,0.9954285714285714,0.9096045197740116
530330017023,0.9964761904761905,0.9303201506591345
530330017024,0.9946666666666667,0.8945386064030139
530330018001,0.9844761904761905,0.6930320150659142
530330018002,0.9982857142857143,0.9661016949152552
530330018003,0.9983809523809524,0.9679849340866288
530330019001,0.9977142857142857,0.9548022598870047
530330019002,0.9964761904761905,0.9303201506591345
530330019003,0.9994285714285714,0.9887005649717517
530330020001,0.9854285714285714,0.7118644067796612
530330020002,0.9951428571428571,0.9039548022598863
530330020003,0.9882857142857143,0.7683615819209049
530330021001,0.9892380952380952,0.7871939736346519
530330021002,0.9940952380952381,0.8832391713747656
530330021003,0.9884761904761905,0.7721280602636542
530330022001,0.9897142857142858,0.7966101694915266
530330022002,0.9893333333333333,0.7890772128060256
530330022003,0.9907619047619047,0.8173258003766474
530330022004,0.9898095238095238,0.7984934086629002
530330024001,0.9934285714285714,0.8700564971751416
530330024002,0.9844761904761905,0.6930320150659142
530330024003,0.9810476190476191,0.6252354048964223
530330025001,0.9831428571428571,0.666666666666666
530330025002,0.9860952380952381,0.7250470809792853
530330026001,0.9742857142857143,0.49152542372881436
530330026002,0.9651428571428572,0.3107344632768375
530330026003,0.9768571428571429,0.5423728813559326
530330026004,0.9591428571428572,0.1920903954802273
530330027001,0.978,0.5649717514124293
