,block_group,driving,bicycling,transit,walking,mode_index
0,530330020003,1.0,0.48,0.6628571428571428,0.6,0.6857142857142857
1,530330028001,1.0,0.44,0.6257142857142857,0.56,0.6564285714285715
2,530330103001,0.8771428571428571,0.44,0.4542857142857143,0.48,0.5628571428571428
3,530330104023,1.0,0.4,0.6971428571428572,0.48,0.6442857142857142
4,530330080012,1.0,0.56,0.7485714285714286,0.8,0.7771428571428571
5,530330022001,0.92,0.16,0.44285714285714284,0.56,0.5207142857142857
6,530330056001,0.68,0.2,0.3514285714285714,0.44,0.41785714285714287
7,530330080021,1.0,0.6,0.7114285714285714,0.8,0.7778571428571428
8,530330042002,0.92,0.24,0.6114285714285714,0.52,0.572857142857143
9,530330069004,0.96,0.44,0.54,0.64,0.645
10,530330049004,0.96,0.4,0.6457142857142857,0.56,0.6414285714285713
11,530330082002,1.0,0.68,0.5342857142857143,0.8,0.7535714285714286
12,530330058013,0.7342857142857143,0.16,0.6,0.48,0.49357142857142855
13,530330004011,0.8485714285714285,0.32,0.46285714285714286,0.56,0.5478571428571428
14,530330084003,1.0,0.68,0.8114285714285714,0.8,0.822857142857143
15,530330087002,0.9942857142857143,0.48,0.6,0.8,0.7185714285714286
16,530330077002,0.96,0.32,0.7657142857142857,0.8,0.7114285714285715
17,530330032007,0.5828571428571429,0.4,0.43142857142857144,0.48,0.4735714285714286
18,530330044002,0.9971428571428571,0.52,0.7342857142857143,0.6,0.7128571428571429
19,530330041003,0.96,0.16,0.56,0.52,0.55
20,530330072001,1.0,0.44,0.7485714285714286,0.8,0.7471428571428571
21,530330105004,0.8942857142857142,0.44,0.5057142857142857,0.52,0.59
22,530330005003,0.7771428571428571,0.12,0.3914285714285714,0.56,0.46214285714285713
23,530330060003,0.96,0.4,0.7428571428571429,0.68,0.6957142857142857
24,530330053023,1.0,0.24,0.6457142857142857,0.52,0.6014285714285714
25,530330011001,0.96,0.48,0.6457142857142857,0.56,0.6614285714285714
26,530330046003,1.0,0.44,0.6885714285714286,0.6,0.6821428571428572
27,530330044004,0.9971428571428571,0.52,0.6685714285714286,0.64,0.7064285714285715
