,BLOCKGROUP,pair,distance,class,start_lat,start_lon,end_lat,end_lon,rank
288504,530330089001,530330089001-Northgate-Transit-Center,17309,citywide,47.59673,-122.28898999999998,47.702358,-122.32721,12.0
288505,530330089001,530330089001-Bellevue-Square,17983,citywide,47.59673,-122.28898999999998,47.615523,-122.199049,13.0
288507,530330089001,530330089001-SODO,5462,citywide,47.59673,-122.28898999999998,47.583574,-122.333555,7.0
288509,530330089001,530330089001-Downtown-Pioneer-Square,4539,citywide,47.59673,-122.28898999999998,47.601651,-122.334226,3.0
288510,530330089001,530330089001-Downtown-Commercial-Core,4722,citywide,47.59673,-122.28898999999998,47.608001,-122.334658,4.0
288511,530330089001,530330089001-University-of-Washington,9273,citywide,47.59673,-122.28898999999998,47.655614,-122.305211,9.0
289505,530330089002,530330089002-First-Hill,3575,citywide,47.595040000000004,-122.29458999999999,47.609422,-122.32512,1.0
289517,530330089002,530330089002-South-Lake-Union,5529,citywide,47.595040000000004,-122.29458999999999,47.622933,-122.337105,8.0
289534,530330089002,530330089002-Seattle-Central-College,4591,citywide,47.595040000000004,-122.29458999999999,47.616587,-122.321611,5.0
289535,530330089002,530330089002-North-Seattle-College,14347,citywide,47.595040000000004,-122.29458999999999,47.699252,-122.33352,11.0
289536,530330089002,530330089002-South-Seattle-College,10966,citywide,47.595040000000004,-122.29458999999999,47.54841,-122.352194,10.0
289537,530330089002,530330089002-King-Street-Station,4134,citywide,47.595040000000004,-122.29458999999999,47.598939,-122.329158,2.0
289538,530330089002,530330089002-Westlake-Center,4857,citywide,47.595040000000004,-122.29458999999999,47.611603,-122.33691,6.0
289539,530330089002,530330089002-Northgate-Transit-Center,15342,citywide,47.595040000000004,-122.29458999999999,47.702358,-122.32721,12.0
289540,530330089002,530330089002-Bellevue-Square,17188,citywide,47.595040000000004,-122.29458999999999,47.615523,-122.199049,13.0
289542,530330089002,530330089002-SODO,4919,citywide,47.595040000000004,-122.29458999999999,47.583574,-122.333555,7.0
289544,530330089002,530330089002-Downtown-Pioneer-Square,4216,citywide,47.595040000000004,-122.29458999999999,47.601651,-122.334226,3.0
289545,530330089002,530330089002-Downtown-Commercial-Core,4399,citywide,47.595040000000004,-122.29458999999999,47.608001,-122.334658,4.0
289546,530330089002,530330089002-University-of-Washington,8825,citywide,47.595040000000004,-122.29458999999999,47.655614,-122.305211,9.0
290547,530330089003,530330089003-First-Hill,2807,citywide,47.59984,-122.2974,47.609422,-122.32512,1.0
290558,530330089003,530330089003-South-Lake-Union,4761,citywide,47.59984,-122.2974,47.622933,-122.337105,7.0
290575,530330089003,530330089003-Seattle-Central-College,3822,citywide,47.59984,-122.2974,47.616587,-122.321611,5.0
290576,530330089003,530330089003-North-Seattle-College,13579,citywide,47.59984,-122.2974,47.699252,-122.33352,11.0
290577,530330089003,530330089003-South-Seattle-College,11241,citywide,47.59984,-122.2974,47.54841,-122.352194,10.0
290578,530330089003,530330089003-King-Street-Station,3119,citywide,47.59984,-122.2974,47.598939,-122.329158,2.0
290579,530330089003,530330089003-Westlake-Center,4089,citywide,47.59984,-122.2974,47.611603,-122.33691,6.0
290580,530330089003,530330089003-Northgate-Transit-Center,14574,citywide,47.59984,-122.2974,47.702358,-122.32721,12.0
290581,530330089003,530330089003-Bellevue-Square,17463,citywide,47.59984,-122.2974,47.615523,-122.199049,13.0
290583,530330089003,530330089003-SODO,5194,citywide,47.59984,-122.2974,47.583574,-122.333555,8.0
290585,530330089003,530330089003-Downtown-Pioneer-Square,3448,citywide,47.59984,-122.2974,47.601651,-122.334226,3.0
290586,530330089003,530330089003-Downtown-Commercial-Core,3630,citywide,47.59984,-122.2974,47.608001,-122.334658,4.0
290587,530330089003,530330089003-University-of-Washington,8057,citywide,47.59984,-122.2974,47.655614,-122.305211,9.0
291588,530330089004,530330089004-First-Hill,3077,citywide,47.59505,-122.29997,47.609422,-122.32512,1.0
291600,530330089004,530330089004-South-Lake-Union,5031,citywide,47.59505,-122.29997,47.622933,-122.337105,8.0
291618,530330089004,530330089004-Seattle-Central-College,4007,citywide,47.59505,-122.29997,47.616587,-122.321611,5.0
291619,530330089004,530330089004-North-Seattle-College,13773,citywide,47.59505,-122.29997,47.699252,-122.33352,11.0
291620,530330089004,530330089004-South-Seattle-College,11010,citywide,47.59505,-122.29997,47.54841,-122.352194,10.0
291621,530330089004,530330089004-King-Street-Station,3224,citywide,47.59505,-122.29997,47.598939,-122.329158,2.0
291622,530330089004,530330089004-Westlake-Center,4359,citywide,47.59505,-122.29997,47.611603,-122.33691,6.0
291623,530330089004,530330089004-Northgate-Transit-Center,14768,citywide,47.59505,-122.29997,47.702358,-122.32721,12.0
291624,530330089004,530330089004-Bellevue-Square,17232,citywide,47.59505,-122.29997,47.615523,-122.199049,13.0
291626,530330089004,530330089004-SODO,4963,citywide,47.59505,-122.29997,47.583574,-122.333555,7.0
291628,530330089004,530330089004-Downtown-Pioneer-Square,3717,citywide,47.59505,-122.29997,47.601651,-122.334226,3.0
291629,530330089004,530330089004-Downtown-Commercial-Core,3900,citywide,47.59505,-122.29997,47.608001,-122.334658,4.0
291630,530330089004,530330089004-University-of-Washington,8251,citywide,47.59505,-122.29997,47.655614,-122.305211,9.0
292631,530330090001,530330090001-First-Hill,2349,citywide,47.5974,-122.30426999999999,47.609422,-122.32512,2.0
292642,530330090001,530330090001-South-Lake-Union,4303,citywide,47.5974,-122.30426999999999,47.622933,-122.337105,8.0
292659,530330090001,530330090001-Seattle-Central-College,3455,citywide,47.5974,-122.30426999999999,47.616587,-122.321611,5.0
292660,530330090001,530330090001-North-Seattle-College,14470,citywide,47.5974,-122.30426999999999,47.699252,-122.33352,11.0
292661,530330090001,530330090001-South-Seattle-College,10934,citywide,47.5974,-122.30426999999999,47.54841,-122.352194,9.0
292662,530330090001,530330090001-King-Street-Station,2330,citywide,47.5974,-122.30426999999999,47.598939,-122.329158,1.0
292663,530330090001,530330090001-Westlake-Center,3631,citywide,47.5974,-122.30426999999999,47.611603,-122.33691,6.0
292664,530330090001,530330090001-Northgate-Transit-Center,15465,citywide,47.5974,-122.30426999999999,47.702358,-122.32721,12.0
292665,530330090001,530330090001-Bellevue-Square,17055,citywide,47.5974,-122.30426999999999,47.615523,-122.199049,13.0
292667,530330090001,530330090001-SODO,3823,citywide,47.5974,-122.30426999999999,47.583574,-122.333555,7.0
292669,530330090001,530330090001-Downtown-Pioneer-Square,3133,citywide,47.5974,-122.30426999999999,47.601651,-122.334226,3.0
292670,530330090001,530330090001-Downtown-Commercial-Core,3315,citywide,47.5974,-122.30426999999999,47.608001,-122.334658,4.0
292671,530330090001,530330090001-University-of-Washington,11010,citywide,47.5974,-122.30426999999999,47.655614,-122.305211,10.0
293666,530330090002,530330090002-First-Hill,1822,citywide,47.59875,-122.31177,47.609422,-122.32512,1.0
293677,530330090002,530330090002-South-Lake-Union,3777,citywide,47.59875,-122.31177,47.622933,-122.337105,8.0
293695,530330090002,530330090002-Seattle-Central-College,2786,citywide,47.59875,-122.31177,47.616587,-122.321611,5.0
293696,530330090002,530330090002-North-Seattle-College,14198,citywide,47.59875,-122.31177,47.699252,-122.33352,11.0
293697,530330090002,530330090002-South-Seattle-College,10555,citywide,47.59875,-122.31177,47.54841,-122.352194,9.0
293698,530330090002,530330090002-King-Street-Station,2059,citywide,47.59875,-122.31177,47.598939,-122.329158,2.0
293699,530330090002,530330090002-Westlake-Center,3105,citywide,47.59875,-122.31177,47.611603,-122.33691,6.0
293700,530330090002,530330090002-Northgate-Transit-Center,15193,citywide,47.59875,-122.31177,47.702358,-122.32721,12.0
293701,530330090002,530330090002-Bellevue-Square,16932,citywide,47.59875,-122.31177,47.615523,-122.199049,13.0
293703,530330090002,530330090002-SODO,3552,citywide,47.59875,-122.31177,47.583574,-122.333555,7.0
293705,530330090002,530330090002-Downtown-Pioneer-Square,2463,citywide,47.59875,-122.31177,47.601651,-122.334226,3.0
293706,530330090002,530330090002-Downtown-Commercial-Core,2646,citywide,47.59875,-122.31177,47.608001,-122.334658,4.0
293707,530330090002,530330090002-University-of-Washington,10739,citywide,47.59875,-122.31177,47.655614,-122.305211,10.0
294705,530330091001,530330091001-First-Hill,1588,citywide,47.59875,-122.32033999999999,47.609422,-122.32512,2.0
294717,530330091001,530330091001-South-Lake-Union,3542,citywide,47.59875,-122.32033999999999,47.622933,-122.337105,8.0
294735,530330091001,530330091001-Seattle-Central-College,2599,citywide,47.59875,-122.32033999999999,47.616587,-122.321611,6.0
294736,530330091001,530330091001-North-Seattle-College,14052,citywide,47.59875,-122.32033999999999,47.699252,-122.33352,11.0
294737,530330091001,530330091001-South-Seattle-College,11065,citywide,47.59875,-122.32033999999999,47.54841,-122.352194,10.0
294738,530330091001,530330091001-King-Street-Station,1402,citywide,47.59875,-122.32033999999999,47.598939,-122.329158,1.0
294739,530330091001,530330091001-Westlake-Center,2548,citywide,47.59875,-122.32033999999999,47.611603,-122.33691,5.0
294740,530330091001,530330091001-Northgate-Transit-Center,15047,citywide,47.59875,-122.32033999999999,47.702358,-122.32721,12.0
294741,530330091001,530330091001-Bellevue-Square,17350,citywide,47.59875,-122.32033999999999,47.615523,-122.199049,13.0
294743,530330091001,530330091001-SODO,2895,citywide,47.59875,-122.32033999999999,47.583574,-122.333555,7.0
294745,530330091001,530330091001-Downtown-Pioneer-Square,1621,citywide,47.59875,-122.32033999999999,47.601651,-122.334226,3.0
294746,530330091001,530330091001-Downtown-Commercial-Core,1803,citywide,47.59875,-122.32033999999999,47.608001,-122.334658,4.0
294747,530330091001,530330091001-University-of-Washington,9424,citywide,47.59875,-122.32033999999999,47.655614,-122.305211,9.0
295751,530330091002,530330091002-First-Hill,1887,citywide,47.59751,-122.32571999999999,47.609422,-122.32512,4.0
295763,530330091002,530330091002-South-Lake-Union,4632,citywide,47.59751,-122.32571999999999,47.622933,-122.337105,8.0
295781,530330091002,530330091002-Seattle-Central-College,2891,citywide,47.59751,-122.32571999999999,47.616587,-122.321611,7.0
295782,530330091002,530330091002-North-Seattle-College,13901,citywide,47.59751,-122.32571999999999,47.699252,-122.33352,11.0
295783,530330091002,530330091002-South-Seattle-College,10344,citywide,47.59751,-122.32571999999999,47.54841,-122.352194,9.0
295784,530330091002,530330091002-King-Street-Station,681,citywide,47.59751,-122.32571999999999,47.598939,-122.329158,1.0
295785,530330091002,530330091002-Westlake-Center,2285,citywide,47.59751,-122.32571999999999,47.611603,-122.33691,6.0
295786,530330091002,530330091002-Northgate-Transit-Center,14896,citywide,47.59751,-122.32571999999999,47.702358,-122.32721,12.0
295787,530330091002,530330091002-Bellevue-Square,17722,citywide,47.59751,-122.32571999999999,47.615523,-122.199049,13.0
295789,530330091002,530330091002-SODO,2175,citywide,47.59751,-122.32571999999999,47.583574,-122.333555,5.0
295791,530330091002,530330091002-Downtown-Pioneer-Square,1358,citywide,47.59751,-122.32571999999999,47.601651,-122.334226,2.0
295792,530330091002,530330091002-Downtown-Commercial-Core,1540,citywide,47.59751,-122.32571999999999,47.608001,-122.334658,3.0
295793,530330091002,530330091002-University-of-Washington,10442,citywide,47.59751,-122.32571999999999,47.655614,-122.305211,10.0
296802,530330092001,530330092001-First-Hill,1523,citywide,47.60035,-122.32593999999999,47.609422,-122.32512,4.0
296814,530330092001,530330092001-South-Lake-Union,4259,citywide,47.60035,-122.32593999999999,47.622933,-122.337105,8.0
296832,530330092001,530330092001-Seattle-Central-College,2851,citywide,47.60035,-122.32593999999999,47.616587,-122.321611,7.0
296833,530330092001,530330092001-North-Seattle-College,12526,citywide,47.60035,-122.32593999999999,47.699252,-122.33352,11.0
296834,530330092001,530330092001-South-Seattle-College,10592,citywide,47.60035,-122.32593999999999,47.54841,-122.352194,10.0
296835,530330092001,530330092001-King-Street-Station,949,citywide,47.60035,-122.32593999999999,47.598939,-122.329158,1.0
296836,530330092001,530330092001-Westlake-Center,1912,citywide,47.60035,-122.32593999999999,47.611603,-122.33691,5.0
296837,530330092001,530330092001-Northgate-Transit-Center,13521,citywide,47.60035,-122.32593999999999,47.702358,-122.32721,12.0
296838,530330092001,530330092001-Bellevue-Square,18592,citywide,47.60035,-122.32593999999999,47.615523,-122.199049,13.0
296840,530330092001,530330092001-SODO,2615,citywide,47.60035,-122.32593999999999,47.583574,-122.333555,6.0
296842,530330092001,530330092001-Downtown-Pioneer-Square,1171,citywide,47.60035,-122.32593999999999,47.601651,-122.334226,3.0
296843,530330092001,530330092001-Downtown-Commercial-Core,1167,citywide,47.60035,-122.32593999999999,47.608001,-122.334658,2.0
296844,530330092001,530330092001-University-of-Washington,9067,citywide,47.60035,-122.32593999999999,47.655614,-122.305211,9.0
297857,530330092002,530330092002-First-Hill,2084,citywide,47.60041,-122.33338,47.609422,-122.32512,6.0
297869,530330092002,530330092002-South-Lake-Union,5314,citywide,47.60041,-122.33338,47.622933,-122.337105,8.0
297887,530330092002,530330092002-Seattle-Central-College,3015,citywide,47.60041,-122.33338,47.616587,-122.321611,7.0
297888,530330092002,530330092002-North-Seattle-College,12690,citywide,47.60041,-122.33338,47.699252,-122.33352,11.0
297889,530330092002,530330092002-South-Seattle-College,8467,citywide,47.60041,-122.33338,47.54841,-122.352194,9.0
297890,530330092002,530330092002-King-Street-Station,670,citywide,47.60041,-122.33338,47.598939,-122.329158,2.0
297891,530330092002,530330092002-Westlake-Center,2076,citywide,47.60041,-122.33338,47.611603,-122.33691,5.0
297892,530330092002,530330092002-Northgate-Transit-Center,13685,citywide,47.60041,-122.33338,47.702358,-122.32721,12.0
297893,530330092002,530330092002-Bellevue-Square,18756,citywide,47.60041,-122.33338,47.615523,-122.199049,13.0
297895,530330092002,530330092002-SODO,1959,citywide,47.60041,-122.33338,47.583574,-122.333555,4.0
297897,530330092002,530330092002-Downtown-Pioneer-Square,665,citywide,47.60041,-122.33338,47.601651,-122.334226,1.0
297898,530330092002,530330092002-Downtown-Commercial-Core,1331,citywide,47.60041,-122.33338,47.608001,-122.334658,3.0
297899,530330092002,530330092002-University-of-Washington,9231,citywide,47.60041,-122.33338,47.655614,-122.305211,10.0
298875,530330093001,530330093001-First-Hill,7089,citywide,47.59066,-122.32143,47.609422,-122.32512,5.0
298886,530330093001,530330093001-South-Lake-Union,9789,citywide,47.59066,-122.32143,47.622933,-122.337105,9.0
298905,530330093001,530330093001-Seattle-Central-College,8923,citywide,47.59066,-122.32143,47.616587,-122.321611,8.0
298906,530330093001,530330093001-North-Seattle-College,18598,citywide,47.59066,-122.32143,47.699252,-122.33352,12.0
298907,530330093001,530330093001-South-Seattle-College,8357,citywide,47.59066,-122.32143,47.54841,-122.352194,7.0
298908,530330093001,530330093001-King-Street-Station,4472,citywide,47.59066,-122.32143,47.598939,-122.329158,2.0
298909,530330093001,530330093001-Westlake-Center,8089,citywide,47.59066,-122.32143,47.611603,-122.33691,6.0
298910,530330093001,530330093001-Northgate-Transit-Center,19593,citywide,47.59066,-122.32143,47.702358,-122.32721,13.0
298912,530330093001,530330093001-Tukwila,17422,citywide,47.59066,-122.32143,47.455556,-122.254492,11.0
298913,530330093001,530330093001-SODO,4450,citywide,47.59066,-122.32143,47.583574,-122.333555,1.0
298915,530330093001,530330093001-Downtown-Pioneer-Square,6572,citywide,47.59066,-122.32143,47.601651,-122.334226,4.0
298916,530330093001,530330093001-Downtown-Commercial-Core,5600,citywide,47.59066,-122.32143,47.608001,-122.334658,3.0
298917,530330093001,530330093001-University-of-Washington,15139,citywide,47.59066,-122.32143,47.655614,-122.305211,10.0
299875,530330093002,530330093002-First-Hill,3526,citywide,47.589459999999995,-122.33533999999999,47.609422,-122.32512,6.0
299886,530330093002,530330093002-South-Lake-Union,4818,citywide,47.589459999999995,-122.33533999999999,47.622933,-122.337105,8.0
299906,530330093002,530330093002-Seattle-Central-College,4791,citywide,47.589459999999995,-122.33533999999999,47.616587,-122.321611,7.0
299907,530330093002,530330093002-North-Seattle-College,13774,citywide,47.589459999999995,-122.33533999999999,47.699252,-122.33352,11.0
299908,530330093002,530330093002-South-Seattle-College,7302,citywide,47.589459999999995,-122.33533999999999,47.54841,-122.352194,9.0
299909,530330093002,530330093002-King-Street-Station,1516,citywide,47.589459999999995,-122.33533999999999,47.598939,-122.329158,2.0
299910,530330093002,530330093002-Westlake-Center,3306,citywide,47.589459999999995,-122.33533999999999,47.611603,-122.33691,5.0
299911,530330093002,530330093002-Northgate-Transit-Center,15461,citywide,47.589459999999995,-122.33533999999999,47.702358,-122.32721,12.0
299912,530330093002,530330093002-Bellevue-Square,16657,citywide,47.589459999999995,-122.33533999999999,47.615523,-122.199049,13.0
299914,530330093002,530330093002-SODO,794,citywide,47.589459999999995,-122.33533999999999,47.583574,-122.333555,1.0
299916,530330093002,530330093002-Downtown-Pioneer-Square,1601,citywide,47.589459999999995,-122.33533999999999,47.601651,-122.334226,3.0
299917,530330093002,530330093002-Downtown-Commercial-Core,2644,citywide,47.589459999999995,-122.33533999999999,47.608001,-122.334658,4.0
299918,530330093002,530330093002-University-of-Washington,11006,citywide,47.589459999999995,-122.33533999999999,47.655614,-122.305211,10.0
300829,530330093003,530330093003-First-Hill,5277,citywide,47.569559999999996,-122.32926,47.609422,-122.32512,5.0
300840,530330093003,530330093003-South-Lake-Union,8168,citywide,47.569559999999996,-122.32926,47.622933,-122.337105,9.0
300857,530330093003,530330093003-Seattle-Central-College,6759,citywide,47.569559999999996,-122.32926,47.616587,-122.321611,8.0
300858,530330093003,530330093003-North-Seattle-College,16434,citywide,47.569559999999996,-122.32926,47.699252,-122.33352,12.0
300859,530330093003,530330093003-South-Seattle-College,6745,citywide,47.569559999999996,-122.32926,47.54841,-122.352194,7.0
300860,530330093003,530330093003-King-Street-Station,3276,citywide,47.569559999999996,-122.32926,47.598939,-122.329158,2.0
300861,530330093003,530330093003-Westlake-Center,5925,citywide,47.569559999999996,-122.32926,47.611603,-122.33691,6.0
300862,530330093003,530330093003-Northgate-Transit-Center,17429,citywide,47.569559999999996,-122.32926,47.702358,-122.32721,13.0
300864,530330093003,530330093003-Tukwila,16042,citywide,47.569559999999996,-122.32926,47.455556,-122.254492,11.0
300865,530330093003,530330093003-SODO,1869,citywide,47.569559999999996,-122.32926,47.583574,-122.333555,1.0
300867,530330093003,530330093003-Downtown-Pioneer-Square,4142,citywide,47.569559999999996,-122.32926,47.601651,-122.334226,3.0
300868,530330093003,530330093003-Downtown-Commercial-Core,4404,citywide,47.569559999999996,-122.32926,47.608001,-122.334658,4.0
300869,530330093003,530330093003-University-of-Washington,12975,citywide,47.569559999999996,-122.32926,47.655614,-122.305211,10.0
301816,530330094001,530330094001-First-Hill,2706,citywide,47.58798,-122.31546999999999,47.609422,-122.32512,3.0
301828,530330094001,530330094001-South-Lake-Union,4661,citywide,47.58798,-122.31546999999999,47.622933,-122.337105,8.0
301846,530330094001,530330094001-Seattle-Central-College,3710,citywide,47.58798,-122.31546999999999,47.616587,-122.321611,6.0
301847,530330094001,530330094001-North-Seattle-College,15475,citywide,47.58798,-122.31546999999999,47.699252,-122.33352,11.0
301848,530330094001,530330094001-South-Seattle-College,8866,citywide,47.58798,-122.31546999999999,47.54841,-122.352194,9.0
301849,530330094001,530330094001-King-Street-Station,2595,citywide,47.58798,-122.31546999999999,47.598939,-122.329158,1.0
301850,530330094001,530330094001-Westlake-Center,3989,citywide,47.58798,-122.31546999999999,47.611603,-122.33691,7.0
301851,530330094001,530330094001-Northgate-Transit-Center,16470,citywide,47.58798,-122.31546999999999,47.702358,-122.32721,13.0
301852,530330094001,530330094001-Bellevue-Square,16035,citywide,47.58798,-122.31546999999999,47.615523,-122.199049,12.0
301854,530330094001,530330094001-SODO,2631,citywide,47.58798,-122.31546999999999,47.583574,-122.333555,2.0
301856,530330094001,530330094001-Downtown-Pioneer-Square,3347,citywide,47.58798,-122.31546999999999,47.601651,-122.334226,4.0
301857,530330094001,530330094001-Downtown-Commercial-Core,3373,citywide,47.58798,-122.31546999999999,47.608001,-122.334658,5.0
301858,530330094001,530330094001-University-of-Washington,12016,citywide,47.58798,-122.31546999999999,47.655614,-122.305211,10.0
302829,530330094002,530330094002-First-Hill,2413,citywide,47.591409999999996,-122.30775,47.609422,-122.32512,2.0
302841,530330094002,530330094002-South-Lake-Union,6050,citywide,47.591409999999996,-122.30775,47.622933,-122.337105,8.0
302859,530330094002,530330094002-Seattle-Central-College,3526,citywide,47.591409999999996,-122.30775,47.616587,-122.321611,5.0
302860,530330094002,530330094002-North-Seattle-College,14317,citywide,47.591409999999996,-122.30775,47.699252,-122.33352,11.0
302861,530330094002,530330094002-South-Seattle-College,10679,citywide,47.591409999999996,-122.30775,47.54841,-122.352194,9.0
302862,530330094002,530330094002-King-Street-Station,2178,citywide,47.591409999999996,-122.30775,47.598939,-122.329158,1.0
302863,530330094002,530330094002-Westlake-Center,3899,citywide,47.591409999999996,-122.30775,47.611603,-122.33691,7.0
302864,530330094002,530330094002-Northgate-Transit-Center,15312,citywide,47.591409999999996,-122.30775,47.702358,-122.32721,13.0
302865,530330094002,530330094002-Bellevue-Square,15263,citywide,47.591409999999996,-122.30775,47.615523,-122.199049,12.0
302867,530330094002,530330094002-SODO,3671,citywide,47.591409999999996,-122.30775,47.583574,-122.333555,6.0
302869,530330094002,530330094002-Downtown-Pioneer-Square,3088,citywide,47.591409999999996,-122.30775,47.601651,-122.334226,3.0
302870,530330094002,530330094002-Downtown-Commercial-Core,3305,citywide,47.591409999999996,-122.30775,47.608001,-122.334658,4.0
302871,530330094002,530330094002-University-of-Washington,10858,citywide,47.591409999999996,-122.30775,47.655614,-122.305211,10.0
303795,530330094003,530330094003-First-Hill,3698,citywide,47.58339,-122.3073,47.609422,-122.32512,3.0
303806,530330094003,530330094003-South-Lake-Union,7242,citywide,47.58339,-122.3073,47.622933,-122.337105,8.0
303824,530330094003,530330094003-Seattle-Central-College,5834,citywide,47.58339,-122.3073,47.616587,-122.321611,7.0
303825,530330094003,530330094003-North-Seattle-College,15509,citywide,47.58339,-122.3073,47.699252,-122.33352,12.0
303826,530330094003,530330094003-South-Seattle-College,8752,citywide,47.58339,-122.3073,47.54841,-122.352194,9.0
303827,530330094003,530330094003-King-Street-Station,3466,citywide,47.58339,-122.3073,47.598939,-122.329158,2.0
303828,530330094003,530330094003-Westlake-Center,4981,citywide,47.58339,-122.3073,47.611603,-122.33691,6.0
303829,530330094003,530330094003-Northgate-Transit-Center,16504,citywide,47.58339,-122.3073,47.702358,-122.32721,13.0
303830,530330094003,530330094003-Bellevue-Square,14880,citywide,47.58339,-122.3073,47.615523,-122.199049,11.0
303832,530330094003,530330094003-SODO,2649,citywide,47.58339,-122.3073,47.583574,-122.333555,1.0
303834,530330094003,530330094003-Downtown-Pioneer-Square,4333,citywide,47.58339,-122.3073,47.601651,-122.334226,4.0
303835,530330094003,530330094003-Downtown-Commercial-Core,4594,citywide,47.58339,-122.3073,47.608001,-122.334658,5.0
303836,530330094003,530330094003-University-of-Washington,12050,citywide,47.58339,-122.3073,47.655614,-122.305211,10.0
304773,530330094004,530330094004-First-Hill,3069,citywide,47.58419,-122.31459,47.609422,-122.32512,3.0
304785,530330094004,530330094004-South-Lake-Union,5023,citywide,47.58419,-122.31459,47.622933,-122.337105,8.0
304803,530330094004,530330094004-Seattle-Central-College,4073,citywide,47.58419,-122.31459,47.616587,-122.321611,5.0
304804,530330094004,530330094004-North-Seattle-College,15955,citywide,47.58419,-122.31459,47.699252,-122.33352,12.0
304805,530330094004,530330094004-South-Seattle-College,8432,citywide,47.58419,-122.31459,47.54841,-122.352194,9.0
304806,530330094004,530330094004-King-Street-Station,3014,citywide,47.58419,-122.31459,47.598939,-122.329158,2.0
304807,530330094004,530330094004-Westlake-Center,4351,citywide,47.58419,-122.31459,47.611603,-122.33691,7.0
304808,530330094004,530330094004-Northgate-Transit-Center,16950,citywide,47.58419,-122.31459,47.702358,-122.32721,13.0
304809,530330094004,530330094004-Bellevue-Square,15601,citywide,47.58419,-122.31459,47.615523,-122.199049,11.0
304811,530330094004,530330094004-SODO,2197,citywide,47.58419,-122.31459,47.583574,-122.333555,1.0
304813,530330094004,530330094004-Downtown-Pioneer-Square,3881,citywide,47.58419,-122.31459,47.601651,-122.334226,4.0
304814,530330094004,530330094004-Downtown-Commercial-Core,4142,citywide,47.58419,-122.31459,47.608001,-122.334658,6.0
304815,530330094004,530330094004-University-of-Washington,12496,citywide,47.58419,-122.31459,47.655614,-122.305211,10.0
305776,530330094005,530330094005-First-Hill,2716,citywide,47.59034000000001,-122.31326999999999,47.609422,-122.32512,2.0
305788,530330094005,530330094005-South-Lake-Union,4671,citywide,47.59034000000001,-122.31326999999999,47.622933,-122.337105,8.0
305806,530330094005,530330094005-Seattle-Central-College,3721,citywide,47.59034000000001,-122.31326999999999,47.616587,-122.321611,6.0
305807,530330094005,530330094005-North-Seattle-College,15485,citywide,47.59034000000001,-122.31326999999999,47.699252,-122.33352,12.0
305808,530330094005,530330094005-South-Seattle-College,9468,citywide,47.59034000000001,-122.31326999999999,47.54841,-122.352194,9.0
305809,530330094005,530330094005-King-Street-Station,2605,citywide,47.59034000000001,-122.31326999999999,47.598939,-122.329158,1.0
305810,530330094005,530330094005-Westlake-Center,3999,citywide,47.59034000000001,-122.31326999999999,47.611603,-122.33691,7.0
305811,530330094005,530330094005-Northgate-Transit-Center,16481,citywide,47.59034000000001,-122.31326999999999,47.702358,-122.32721,13.0
305812,530330094005,530330094005-Bellevue-Square,15002,citywide,47.59034000000001,-122.31326999999999,47.615523,-122.199049,11.0
305814,530330094005,530330094005-SODO,3365,citywide,47.59034000000001,-122.31326999999999,47.583574,-122.333555,4.0
305816,530330094005,530330094005-Downtown-Pioneer-Square,3357,citywide,47.59034000000001,-122.31326999999999,47.601651,-122.334226,3.0
305817,530330094005,530330094005-Downtown-Commercial-Core,3383,citywide,47.59034000000001,-122.31326999999999,47.608001,-122.334658,5.0
305818,530330094005,530330094005-University-of-Washington,12026,citywide,47.59034000000001,-122.31326999999999,47.655614,-122.305211,10.0
306737,530330095001,530330095001-First-Hill,4973,citywide,47.58592,-122.29026999999999,47.609422,-122.32512,2.0
306747,530330095001,530330095001-South-Lake-Union,6927,citywide,47.58592,-122.29026999999999,47.622933,-122.337105,8.0
306763,530330095001,530330095001-Seattle-Central-College,5989,citywide,47.58592,-122.29026999999999,47.616587,-122.321611,6.0
306764,530330095001,530330095001-North-Seattle-College,16301,citywide,47.58592,-122.29026999999999,47.699252,-122.33352,12.0
306765,530330095001,530330095001-South-Seattle-College,10958,citywide,47.58592,-122.29026999999999,47.54841,-122.352194,10.0
306766,530330095001,530330095001-King-Street-Station,4416,citywide,47.58592,-122.29026999999999,47.598939,-122.329158,1.0
306767,530330095001,530330095001-Westlake-Center,6255,citywide,47.58592,-122.29026999999999,47.611603,-122.33691,7.0
306768,530330095001,530330095001-Northgate-Transit-Center,17296,citywide,47.58592,-122.29026999999999,47.702358,-122.32721,13.0
306769,530330095001,530330095001-Bellevue-Square,15927,citywide,47.58592,-122.29026999999999,47.615523,-122.199049,11.0
306771,530330095001,530330095001-SODO,5728,citywide,47.58592,-122.29026999999999,47.583574,-122.333555,4.0
306773,530330095001,530330095001-Downtown-Pioneer-Square,5614,citywide,47.58592,-122.29026999999999,47.601651,-122.334226,3.0
306774,530330095001,530330095001-Downtown-Commercial-Core,5796,citywide,47.58592,-122.29026999999999,47.608001,-122.334658,5.0
306775,530330095001,530330095001-University-of-Washington,10774,citywide,47.58592,-122.29026999999999,47.655614,-122.305211,9.0
307706,530330095002,530330095002-First-Hill,4265,citywide,47.58679,-122.29805,47.609422,-122.32512,4.0
307716,530330095002,530330095002-South-Lake-Union,6219,citywide,47.58679,-122.29805,47.622933,-122.337105,8.0
307732,530330095002,530330095002-Seattle-Central-College,5281,citywide,47.58679,-122.29805,47.616587,-122.321611,6.0
