,BLOCKGROUP,pair,distance,class,start_lat,start_lon,end_lat,end_lon,rank
330,530330001001,530330001001-Lake-City,1754,urban village,47.72683,-122.28469,47.71746596,-122.2949054,1.0
682,530330001002,530330001002-Lake-City,1638,urban village,47.72932,-122.29247,47.71746596,-122.2949054,1.0
1079,530330001003,530330001003-Lake-City,1003,urban village,47.722809999999996,-122.28945,47.71746596,-122.2949054,1.0
1413,530330001004,530330001004-Lake-City,2083,urban village,47.73194,-122.29445,47.71746596,-122.2949054,1.0
1817,530330001005,530330001005-Lake-City,1136,urban village,47.72293,-122.29444,47.71746596,-122.2949054,1.0
2193,530330002001,530330002001-Lake-City,2150,urban village,47.72909,-122.29892,47.71746596,-122.2949054,1.0
2619,530330002002,530330002002-Lake-City,1323,urban village,47.72179000000001,-122.30283,47.71746596,-122.2949054,1.0
3038,530330002003,530330002003-Lake-City,2977,urban village,47.72793,-122.31903,47.71746596,-122.2949054,1.0
3438,530330002004,530330002004-Lake-City,2840,urban village,47.72866,-122.31018,47.71746596,-122.2949054,1.0
3898,530330002005,530330002005-Lake-City,2251,urban village,47.72274,-122.31391,47.71746596,-122.2949054,1.0
4289,530330002006,530330002006-Lake-City,2563,urban village,47.72922,-122.30468,47.71746596,-122.2949054,1.0
4703,530330003001,530330003001-Bitter-Lake-Village,1948,urban village,47.73007,-122.3289,47.72856031,-122.3506528,1.0
5104,530330003002,530330003002-Bitter-Lake-Village,1324,urban village,47.73138,-122.34043,47.72856031,-122.3506528,1.0
5508,530330004011,530330004011-Bitter-Lake-Village,889,urban village,47.73015,-122.34948999999999,47.72856031,-122.3506528,1.0
5898,530330004012,530330004012-Bitter-Lake-Village,648,urban village,47.72959,-122.35825,47.72856031,-122.3506528,1.0
6338,530330004013,530330004013-Bitter-Lake-Village,871,urban village,47.7258,-122.35186999999999,47.72856031,-122.3506528,1.0
6806,530330004021,530330004021-Bitter-Lake-Village,1060,urban village,47.72234,-122.35564,47.72856031,-122.3506528,1.0
7323,530330004022,530330004022-Aurora-Licton-Springs,2347,urban village,47.71487,-122.34755,47.69685401,-122.3459766,1.0
7841,530330004023,530330004023-Bitter-Lake-Village,1972,urban village,47.71416,-122.35556000000001,47.72856031,-122.3506528,1.0
8339,530330004024,530330004024-Bitter-Lake-Village,1519,urban village,47.71835,-122.35615,47.72856031,-122.3506528,1.0
8746,530330005001,530330005001-Bitter-Lake-Village,1869,urban village,47.72437,-122.36979,47.72856031,-122.3506528,1.0
9211,530330005002,530330005002-Bitter-Lake-Village,2076,urban village,47.7206,-122.36365,47.72856031,-122.3506528,1.0
9703,530330005003,530330005003-Bitter-Lake-Village,2663,urban village,47.71526,-122.36628999999999,47.72856031,-122.3506528,1.0
10182,530330006001,530330006001-Bitter-Lake-Village,1661,urban village,47.725120000000004,-122.33652,47.72856031,-122.3506528,1.0
10702,530330006002,530330006002-Northgate,1797,urban village,47.7149,-122.31526000000001,47.70609738,-122.3266853,1.0
11221,530330006003,530330006003-Northgate,2282,urban village,47.71872000000001,-122.33811000000001,47.70609738,-122.3266853,1.0
11748,530330006004,530330006004-Northgate,1403,urban village,47.71208,-122.33713,47.70609738,-122.3266853,1.0
12268,530330006005,530330006005-Northgate,1775,urban village,47.71775,-122.32558999999999,47.70609738,-122.3266853,1.0
12786,530330006006,530330006006-Northgate,1744,urban village,47.71607,-122.31905,47.70609738,-122.3266853,1.0
13220,530330007001,530330007001-Lake-City,23,urban village,47.71744,-122.2946,47.71746596,-122.2949054,1.0
13673,530330007002,530330007002-Lake-City,495,urban village,47.71478,-122.29738,47.71746596,-122.2949054,1.0
14159,530330007003,530330007003-Lake-City,1555,urban village,47.71756,-122.30723,47.71746596,-122.2949054,1.0
14667,530330007004,530330007004-Lake-City,1166,urban village,47.71393,-122.30713999999999,47.71746596,-122.2949054,1.0
15093,530330008001,530330008001-Lake-City,787,urban village,47.71539,-122.28715,47.71746596,-122.2949054,1.0
15540,530330008002,530330008002-Lake-City,1697,urban village,47.70817,-122.28528999999999,47.71746596,-122.2949054,1.0
15954,530330009001,530330009001-Lake-City,1543,urban village,47.7128,-122.27963000000001,47.71746596,-122.2949054,1.0
16394,530330009002,530330009002-Lake-City,2923,urban village,47.70142,-122.27525,47.71746596,-122.2949054,1.0
16894,530330010001,530330010001-Lake-City,1105,urban village,47.70961,-122.29631,47.71746596,-122.2949054,1.0
17413,530330010002,530330010002-Lake-City,2135,urban village,47.704370000000004,-122.29591,47.71746596,-122.2949054,1.0
17940,530330011001,530330011001-Lake-City,1543,urban village,47.70928,-122.30572,47.71746596,-122.2949054,1.0
18478,530330011002,530330011002-Lake-City,2116,urban village,47.70407,-122.30779,47.71746596,-122.2949054,1.0
19017,530330012001,530330012001-Northgate,1376,urban village,47.70674,-122.31511,47.70609738,-122.3266853,1.0
19572,530330012002,530330012002-Northgate,1326,urban village,47.70433,-122.32002,47.70609738,-122.3266853,1.0
20108,530330012003,530330012003-Northgate,846,urban village,47.70919,-122.32103000000001,47.70609738,-122.3266853,1.0
20654,530330012004,530330012004-Northgate,389,urban village,47.70752,-122.32643999999999,47.70609738,-122.3266853,1.0
21203,530330012005,530330012005-Northgate,864,urban village,47.7076,-122.33162,47.70609738,-122.3266853,1.0
21765,530330013001,530330013001-Aurora-Licton-Springs,1366,urban village,47.70284,-122.33786,47.69685401,-122.3459766,1.0
22327,530330013002,530330013002-Aurora-Licton-Springs,1322,urban village,47.70482,-122.34603,47.69685401,-122.3459766,1.0
22902,530330013003,530330013003-Aurora-Licton-Springs,551,urban village,47.70017,-122.34504,47.69685401,-122.3459766,1.0
23444,530330014001,530330014001-Greenwood-Phinney-Ridge,2178,urban village,47.71053,-122.3555,47.69147943,-122.3558872,1.0
23997,530330014002,530330014002-Greenwood-Phinney-Ridge,1995,urban village,47.70709,-122.35855,47.69147943,-122.3558872,1.0
24555,530330014003,530330014003-Crown-Hill,1993,urban village,47.702870000000004,-122.36431,47.69012456,-122.377021,1.0
25097,530330014004,530330014004-Crown-Hill,1917,urban village,47.705859999999994,-122.37207,47.69012456,-122.377021,1.0
25628,530330015001,530330015001-Crown-Hill,2260,urban village,47.6962,-122.39053999999999,47.69012456,-122.377021,1.0
26110,530330015002,530330015002-Crown-Hill,2095,urban village,47.69534,-122.39705,47.69012456,-122.377021,1.0
26643,530330016001,530330016001-Crown-Hill,1619,urban village,47.70374,-122.37971999999999,47.69012456,-122.377021,1.0
27195,530330016002,530330016002-Crown-Hill,1254,urban village,47.6964,-122.3833,47.69012456,-122.377021,1.0
27788,530330016003,530330016003-Crown-Hill,439,urban village,47.693329999999996,-122.37795,47.69012456,-122.377021,1.0
28437,530330017011,530330017011-Greenwood-Phinney-Ridge,332,urban village,47.692190000000004,-122.35763,47.69147943,-122.3558872,1.0
29032,530330017012,530330017012-Aurora-Licton-Springs,643,urban village,47.695840000000004,-122.35253,47.69685401,-122.3459766,1.0
29608,530330017013,530330017013-Aurora-Licton-Springs,1356,urban village,47.70208,-122.35288999999999,47.69685401,-122.3459766,1.0
30189,530330017021,530330017021-Greenwood-Phinney-Ridge,1113,urban village,47.69928,-122.35744,47.69147943,-122.3558872,1.0
30799,530330017022,530330017022-Crown-Hill,892,urban village,47.69245,-122.36872,47.69012456,-122.377021,1.0
31386,530330017023,530330017023-Crown-Hill,1402,urban village,47.69638,-122.36841000000001,47.69012456,-122.377021,1.0
31966,530330017024,530330017024-Greenwood-Phinney-Ridge,1255,urban village,47.69784,-122.36197,47.69147943,-122.3558872,1.0
32597,530330018001,530330018001-Aurora-Licton-Springs,867,urban village,47.6942,-122.33757,47.69685401,-122.3459766,1.0
33265,530330018002,530330018002-Aurora-Licton-Springs,569,urban village,47.69222,-122.34438,47.69685401,-122.3459766,1.0
33881,530330018003,530330018003-Aurora-Licton-Springs,230,urban village,47.695409999999995,-122.34656000000001,47.69685401,-122.3459766,1.0
34471,530330019001,530330019001-Northgate,1021,urban village,47.699490000000004,-122.32803999999999,47.70609738,-122.3266853,1.0
35081,530330019002,530330019002-Northgate,2113,urban village,47.69495,-122.32033,47.70609738,-122.3266853,1.0
35741,530330019003,530330019003-Northgate,1703,urban village,47.69321,-122.32836999999999,47.70609738,-122.3266853,1.0
36353,530330020001,530330020001-Roosevelt,2478,urban village,47.69393,-122.30993000000001,47.67705298,-122.3140814,1.0
36918,530330020002,530330020002-Northgate,2569,urban village,47.69899,-122.31356000000001,47.70609738,-122.3266853,1.0
37529,530330020003,530330020003-Roosevelt,2548,urban village,47.69465,-122.31395,47.67705298,-122.3140814,1.0
38066,530330021001,530330021001-Lake-City,2839,urban village,47.696259999999995,-122.29393,47.71746596,-122.2949054,1.0
38623,530330021002,530330021002-Lake-City,2809,urban village,47.69753,-122.30073,47.71746596,-122.2949054,1.0
39224,530330021003,530330021003-Roosevelt,3008,urban village,47.69249,-122.30116000000001,47.67705298,-122.3140814,1.0
39702,530330022001,530330022001-Lake-City,2562,urban village,47.70178,-122.28346,47.71746596,-122.2949054,1.0
40215,530330022002,530330022002-Lake-City,2981,urban village,47.69625,-122.28617,47.71746596,-122.2949054,1.0
40700,530330022003,530330022003-Lake-City,3778,urban village,47.69300000000001,-122.2795,47.71746596,-122.2949054,1.0
41194,530330022004,530330022004-Roosevelt,4427,urban village,47.68734,-122.27278999999999,47.67705298,-122.3140814,1.0
41778,530330024001,530330024001-Roosevelt,3725,urban village,47.687979999999996,-122.28459,47.67705298,-122.3140814,1.0
42411,530330024002,530330024002-Roosevelt,3259,urban village,47.68444,-122.28483999999999,47.67705298,-122.3140814,1.0
43064,530330024003,530330024003-Roosevelt,2912,urban village,47.68633,-122.29266000000001,47.67705298,-122.3140814,1.0
43755,530330025001,530330025001-Roosevelt,2198,urban village,47.68651,-122.30147,47.67705298,-122.3140814,1.0
44650,530330025002,530330025002-Roosevelt,1312,urban village,47.67941,-122.30366000000001,47.67705298,-122.3140814,1.0
45366,530330026001,530330026001-Roosevelt,1801,urban village,47.68759,-122.30949,47.67705298,-122.3140814,1.0
46226,530330026002,530330026002-Roosevelt,950,urban village,47.681779999999996,-122.31151000000001,47.67705298,-122.3140814,1.0
47219,530330026003,530330026003-Roosevelt,481,urban village,47.67762000000001,-122.31200000000001,47.67705298,-122.3140814,1.0
47995,530330026004,530330026004-Green-Lake,1495,urban village,47.68604000000001,-122.31471,47.67949638,-122.3250026,1.0
48756,530330027001,530330027001-Green-Lake,1271,urban village,47.68709000000001,-122.32065,47.67949638,-122.3250026,1.0
49531,530330027002,530330027002-Green-Lake,1065,urban village,47.68671,-122.32789,47.67949638,-122.3250026,1.0
50292,530330027003,530330027003-Green-Lake,1506,urban village,47.687129999999996,-122.33448999999999,47.67949638,-122.3250026,1.0
51043,530330027004,530330027004-Aurora-Licton-Springs,1282,urban village,47.68667,-122.34151000000001,47.69685401,-122.3459766,1.0
51833,530330028001,530330028001-Greenwood-Phinney-Ridge,1105,urban village,47.68548,-122.3499,47.69147943,-122.3558872,1.0
52672,530330028002,530330028002-Greenwood-Phinney-Ridge,1475,urban village,47.68291,-122.34986,47.69147943,-122.3558872,1.0
53565,530330028003,530330028003-Greenwood-Phinney-Ridge,1636,urban village,47.68073,-122.35003,47.69147943,-122.3558872,1.0
54280,530330028004,530330028004-Greenwood-Phinney-Ridge,743,urban village,47.688759999999995,-122.34991000000001,47.69147943,-122.3558872,1.0
54969,530330029001,530330029001-Greenwood-Phinney-Ridge,761,urban village,47.68858,-122.3604,47.69147943,-122.3558872,1.0
55772,530330029002,530330029002-Greenwood-Phinney-Ridge,1258,urban village,47.68266,-122.35835,47.69147943,-122.3558872,1.0
56538,530330029003,530330029003-Greenwood-Phinney-Ridge,1579,urban village,47.68354,-122.36352,47.69147943,-122.3558872,1.0
57248,530330030001,530330030001-Crown-Hill,1348,urban village,47.6851,-122.36818999999998,47.69012456,-122.377021,1.0
57888,530330030002,530330030002-Crown-Hill,192,urban village,47.68875,-122.37629,47.69012456,-122.377021,1.0
58613,530330030003,530330030003-Crown-Hill,1005,urban village,47.68323,-122.3736,47.69012456,-122.377021,1.0
59307,530330030004,530330030004-Crown-Hill,965,urban village,47.68323,-122.37943999999999,47.69012456,-122.377021,1.0
59905,530330031001,530330031001-Crown-Hill,1113,urban village,47.68778,-122.38543999999999,47.69012456,-122.377021,1.0
60485,530330031002,530330031002-Crown-Hill,1474,urban village,47.68659,-122.39125,47.69012456,-122.377021,1.0
61144,530330031003,530330031003-Crown-Hill,1510,urban village,47.68228,-122.38545,47.69012456,-122.377021,1.0
61758,530330031004,530330031004-Ballard,2130,urban village,47.68123,-122.39506000000002,47.67059299,-122.3826035,1.0
62280,530330031005,530330031005-Crown-Hill,2080,urban village,47.68772,-122.39998,47.69012456,-122.377021,1.0
62965,530330032001,530330032001-Ballard,1403,urban village,47.67737,-122.39026000000001,47.67059299,-122.3826035,1.0
63715,530330032002,530330032002-Ballard,875,urban village,47.6731,-122.39026000000001,47.67059299,-122.3826035,1.0
64515,530330032003,530330032003-Ballard,1084,urban village,47.66834,-122.39327,47.67059299,-122.3826035,1.0
65213,530330032004,530330032004-Ballard,1702,urban village,47.66967,-122.40015,47.67059299,-122.3826035,1.0
65921,530330032005,530330032005-Ballard,1928,urban village,47.67305,-122.39565,47.67059299,-122.3826035,1.0
66513,530330032006,530330032006-Ballard,2246,urban village,47.67545,-122.40377,47.67059299,-122.3826035,1.0
67135,530330032007,530330032007-Ballard,2032,urban village,47.67749,-122.39759,47.67059299,-122.3826035,1.0
67973,530330033001,530330033001-Ballard,1679,urban village,47.67777,-122.37135,47.67059299,-122.3826035,1.0
68919,530330033002,530330033002-Ballard,1285,urban village,47.67418,-122.36979,47.67059299,-122.3826035,1.0
69781,530330033003,530330033003-Ballard,685,urban village,47.67418,-122.3778,47.67059299,-122.3826035,1.0
70561,530330033004,530330033004-Ballard,662,urban village,47.67476,-122.38508999999999,47.67059299,-122.3826035,1.0
71315,530330033005,530330033005-Ballard,838,urban village,47.67796,-122.38151,47.67059299,-122.3826035,1.0
72295,530330034001,530330034001-Ballard,1925,urban village,47.674170000000004,-122.36176999999999,47.67059299,-122.3826035,1.0
73224,530330034002,530330034002-Greenwood-Phinney-Ridge,2050,urban village,47.67778,-122.3617,47.69147943,-122.3558872,1.0
74253,530330034003,530330034003-Ballard,1601,urban village,47.67048,-122.36176,47.67059299,-122.3826035,1.0
75225,530330035001,530330035001-Greenwood-Phinney-Ridge,1838,urban village,47.67785,-122.35161000000001,47.69147943,-122.3558872,1.0
76254,530330035002,530330035002-Greenwood-Phinney-Ridge,2199,urban village,47.67408,-122.35205,47.69147943,-122.3558872,1.0
77341,530330035003,530330035003-Wallingford,2185,urban village,47.668620000000004,-122.35238000000001,47.66116735,-122.3394145,1.0
78341,530330036001,530330036001-Green-Lake,655,urban village,47.67712,-122.31976,47.67949638,-122.3250026,1.0
79254,530330036002,530330036002-Green-Lake,537,urban village,47.68127,-122.32383999999999,47.67949638,-122.3250026,1.0
80311,530330036003,530330036003-Green-Lake,995,urban village,47.6741,-122.32845,47.67949638,-122.3250026,1.0
81328,530330036004,530330036004-Green-Lake,322,urban village,47.67734,-122.32611999999999,47.67949638,-122.3250026,1.0
82143,530330038001,530330038001-Roosevelt,2091,urban village,47.679320000000004,-122.29323000000001,47.67705298,-122.3140814,1.0
82984,530330038002,530330038002-Roosevelt,1709,urban village,47.679520000000004,-122.29836999999999,47.67705298,-122.3140814,1.0
83717,530330039001,530330039001-Roosevelt,2663,urban village,47.67967,-122.28558999999998,47.67705298,-122.3140814,1.0
84385,530330039002,530330039002-Roosevelt,3191,urban village,47.67905,-122.27776999999999,47.67705298,-122.3140814,1.0
84803,530330040001,530330040001-Ravenna,4973,urban village,47.68107,-122.25787,47.66520562,-122.3038576,1.0
85379,530330040002,530330040002-Roosevelt,3725,urban village,47.67925,-122.27174,47.67705298,-122.3140814,1.0
85931,530330041001,530330041001-Ravenna,3842,urban village,47.67242,-122.26100000000001,47.66520562,-122.3038576,1.0
86673,530330041002,530330041002-Ravenna,3461,urban village,47.66695,-122.26626999999999,47.66520562,-122.3038576,1.0
87717,530330041003,530330041003-Ravenna,2755,urban village,47.65904000000001,-122.27578999999999,47.66520562,-122.3038576,1.0
88729,530330041004,530330041004-Ravenna,2654,urban village,47.664390000000004,-122.27873999999998,47.66520562,-122.3038576,1.0
89795,530330041005,530330041005-Ravenna,2009,urban village,47.65915,-122.28563,47.66520562,-122.3038576,1.0
90853,530330041006,530330041006-Ravenna,3046,urban village,47.6536,-122.27807,47.66520562,-122.3038576,1.0
91565,530330042001,530330042001-Ravenna,2984,urban village,47.672709999999995,-122.27322,47.66520562,-122.3038576,1.0
92485,530330042002,530330042002-Ravenna,2170,urban village,47.67084000000001,-122.28221,47.66520562,-122.3038576,1.0
93570,530330042003,530330042003-Ravenna,1736,urban village,47.66471,-122.29037,47.66520562,-122.3038576,1.0
94569,530330042004,530330042004-Ravenna,1763,urban village,47.67107,-122.28772,47.66520562,-122.3038576,1.0
95588,530330042005,530330042005-Ravenna,1485,urban village,47.67218,-122.29328000000001,47.66520562,-122.3038576,1.0
96684,530330043011,530330043011-Ravenna,734,urban village,47.664559999999994,-122.29786999999999,47.66520562,-122.3038576,1.0
97721,530330043012,530330043012-Ravenna,1101,urban village,47.672109999999996,-122.29848,47.66520562,-122.3038576,1.0
98781,530330043013,530330043013-Ravenna,1102,urban village,47.67196,-122.30361,47.66520562,-122.3038576,1.0
99889,530330043021,530330043021-Ravenna,815,urban village,47.66493,-122.30515,47.66520562,-122.3038576,1.0
100996,530330043022,530330043022-Ravenna,623,urban village,47.664590000000004,-122.30233999999999,47.66520562,-122.3038576,1.0
102063,530330044001,530330044001-Ravenna,1156,urban village,47.67217,-122.3092,47.66520562,-122.3038576,1.0
103134,530330044002,530330044002-Roosevelt,661,urban village,47.67217,-122.31463000000001,47.67705298,-122.3140814,1.0
104244,530330044003,530330044003-Ravenna,1033,urban village,47.6667,-122.3092,47.66520562,-122.3038576,1.0
105360,530330044004,530330044004-University-District-Northwest,698,urban village,47.66673,-122.31465,47.66148179,-122.3154694,1.0
106472,530330045001,530330045001-University-District-Northwest,1104,urban village,47.66854,-122.31952,47.66148179,-122.3154694,1.0
107570,530330045002,530330045002-Green-Lake,1404,urban village,47.66861,-122.32505,47.67949638,-122.3250026,1.0
108653,530330046001,530330046001-Wallingford,1291,urban village,47.6725,-122.33968999999999,47.66116735,-122.3394145,1.0
109750,530330046002,530330046002-Wallingford,1516,urban village,47.67001,-122.33226,47.66116735,-122.3394145,1.0
110860,530330046003,530330046003-Wallingford,1083,urban village,47.66637,-122.3326,47.66116735,-122.3394145,1.0
111833,530330047001,530330047001-Ballard,967,urban village,47.670120000000004,-122.36984,47.67059299,-122.3826035,1.0
112881,530330047002,530330047002-Ballard-Interbay-Northend,487,urban village,47.66363,-122.37167,47.65972606,-122.3720196,1.0
113831,530330047003,530330047003-Ballard,384,urban village,47.67026,-122.37762,47.67059299,-122.3826035,1.0
114786,530330047004,530330047004-Ballard,516,urban village,47.667120000000004,-122.38297,47.67059299,-122.3826035,1.0
115861,530330048001,530330048001-Ballard-Interbay-Northend,1693,urban village,47.66588,-122.35949,47.65972606,-122.3720196,1.0
116943,530330048002,530330048002-Ballard-Interbay-Northend,1307,urban village,47.65967,-122.35819,47.65972606,-122.3720196,1.0
118031,530330048003,530330048003-Ballard-Interbay-Northend,1303,urban village,47.65596,-122.36089,47.65972606,-122.3720196,1.0
119105,530330048004,530330048004-Ballard-Interbay-Northend,978,urban village,47.66405,-122.36384,47.65972606,-122.3720196,1.0
120225,530330049001,530330049001-Wallingford,1129,urban village,47.66359,-122.35136000000001,47.66116735,-122.3394145,1.0
121307,530330049002,530330049002-Fremont,463,urban village,47.65202,-122.34965,47.6518068,-122.3475812,1.0
122400,530330049003,530330049003-Fremont,556,urban village,47.653620000000004,-122.35257,47.6518068,-122.3475812,1.0
123493,530330049004,530330049004-Fremont,925,urban village,47.65781,-122.35271999999999,47.6518068,-122.3475812,1.0
124592,530330049005,530330049005-Fremont,1031,urban village,47.66052,-122.35053,47.6518068,-122.3475812,1.0
125713,530330050001,530330050001-Wallingford,402,urban village,47.66271,-122.34083000000001,47.66116735,-122.3394145,1.0
126815,530330050002,530330050002-Wallingford,625,urban village,47.65791,-122.34163000000001,47.66116735,-122.3394145,1.0
127914,530330050003,530330050003-Wallingford,543,urban village,47.66055,-122.34411000000001,47.66116735,-122.3394145,1.0
129021,530330051001,530330051001-Wallingford,675,urban village,47.66267,-122.33231,47.66116735,-122.3394145,1.0
130126,530330051002,530330051002-Wallingford,884,urban village,47.65791,-122.33215,47.66116735,-122.3394145,1.0
131233,530330051003,530330051003-Wallingford,1307,urban village,47.65384,-122.33228999999999,47.66116735,-122.3394145,1.0
132338,530330052001,530330052001-University-District-Northwest,645,urban village,47.6593,-122.32096999999999,47.66148179,-122.3154694,1.0
133449,530330052002,530330052002-University-District-Northwest,882,urban village,47.65651,-122.31988,47.66148179,-122.3154694,1.0
134561,530330052003,530330052003-University-District-Northwest,1387,urban village,47.65656,-122.32493000000001,47.66148179,-122.3154694,1.0
135666,530330052004,530330052004-University-District-Northwest,1062,urban village,47.66211,-122.32524,47.66148179,-122.3154694,1.0
136771,530330052005,530330052005-University-District-Northwest,564,urban village,47.6626,-122.31946,47.66148179,-122.3154694,1.0
137880,530330053011,530330053011-University-District-Northwest,675,urban village,47.663059999999994,-122.30868000000001,47.66148179,-122.3154694,1.0
138988,530330053012,530330053012-University-District-Northwest,266,urban village,47.663090000000004,-122.31414,47.66148179,-122.3154694,1.0
140094,530330053013,530330053013-University-District-Northwest,228,urban village,47.65981,-122.31486000000001,47.66148179,-122.3154694,1.0
141202,530330053014,530330053014-University-District-Northwest,474,urban village,47.65759,-122.31492,47.66148179,-122.3154694,1.0
142311,530330053021,530330053021-University-Campus,527,urban village,47.6559,-122.31522,47.65444945,-122.3095013,1.0
143427,530330053022,530330053022-University-Campus,915,urban village,47.65133,-122.31173000000001,47.65444945,-122.3095013,1.0
144522,530330053023,530330053023-Ravenna,1661,urban village,47.65576,-122.30146,47.66520562,-122.3038576,1.0
145631,530330054001,530330054001-Wallingford,867,urban village,47.65381,-122.33843999999999,47.66116735,-122.3394145,1.0
146750,530330054002,530330054002-Wallingford,1688,urban village,47.64883,-122.33471000000002,47.66116735,-122.3394145,1.0
147842,530330054003,530330054003-Fremont,1063,urban village,47.65027,-122.34248999999998,47.6518068,-122.3475812,1.0
148941,530330054004,530330054004-Fremont,551,urban village,47.65465,-122.34395,47.6518068,-122.3475812,1.0
149840,530330056001,530330056001-Ballard-Interbay-Northend,5173,urban village,47.64979,-122.40683999999999,47.65972606,-122.3720196,1.0
150615,530330056002,530330056002-Ballard-Interbay-Northend,6354,urban village,47.64942,-122.41436999999999,47.65972606,-122.3720196,1.0
151603,530330056003,530330056003-Uptown,4962,urban village,47.63771,-122.40535,47.62371752,-122.3565409,1.0
152550,530330056004,530330056004-Uptown,5085,urban village,47.64259000000001,-122.40503000000001,47.62371752,-122.3565409,1.0
153587,530330056005,530330056005-Uptown,3833,urban village,47.63628,-122.39461999999999,47.62371752,-122.3565409,1.0
154150,530330057001,530330057001-Ballard-Interbay-Northend,5898,urban village,47.66164000000001,-122.4159,47.65972606,-122.3720196,1.0
155142,530330057002,530330057002-Ballard-Interbay-Northend,3751,urban village,47.64828,-122.39411000000001,47.65972606,-122.3720196,1.0
156149,530330057003,530330057003-Ballard-Interbay-Northend,4548,urban village,47.64281,-122.39719,47.65972606,-122.3720196,1.0
157099,530330057004,530330057004-Ballard-Interbay-Northend,5327,urban village,47.65044,-122.40025,47.65972606,-122.3720196,1.0
157915,530330057005,530330057005-Ballard-Interbay-Northend,4205,urban village,47.66269000000001,-122.39963999999999,47.65972606,-122.3720196,1.0
158820,530330057006,530330057006-Ballard-Interbay-Northend,4513,urban village,47.65676,-122.39952,47.65972606,-122.3720196,1.0
159862,530330058011,530330058011-Ballard-Interbay-Northend,3625,urban village,47.650929999999995,-122.38503999999999,47.65972606,-122.3720196,1.0
160876,530330058012,530330058012-Ballard-Interbay-Northend,3640,urban village,47.65092,-122.38999,47.65972606,-122.3720196,1.0
161860,530330058013,530330058013-Ballard-Interbay-Northend,3616,urban village,47.655359999999995,-122.39121000000002,47.65972606,-122.3720196,1.0
162889,530330058014,530330058014-Ballard-Interbay-Northend,2654,urban village,47.65593,-122.38422,47.65972606,-122.3720196,1.0
163936,530330058021,530330058021-Ballard-Interbay-Northend,3589,urban village,47.64568,-122.38649,47.65972606,-122.3720196,1.0
165048,530330058022,530330058022-Upper-Queen-Anne,2515,urban village,47.6375,-122.37541,47.63125611,-122.358828,1.0
166135,530330058023,530330058023-Uptown,3186,urban village,47.634859999999996,-122.38203999999999,47.62371752,-122.3565409,1.0
167188,530330059001,530330059001-Ballard-Interbay-Northend,2326,urban village,47.65383,-122.36968999999999,47.65972606,-122.3720196,1.0
168276,530330059002,530330059002-Ballard-Interbay-Northend,2765,urban village,47.64905,-122.37148,47.65972606,-122.3720196,1.0
169396,530330059003,530330059003-Upper-Queen-Anne,2309,urban village,47.64857,-122.36426000000002,47.63125611,-122.358828,1.0
170500,530330059004,530330059004-Upper-Queen-Anne,2229,urban village,47.64331,-122.37111999999999,47.63125611,-122.358828,1.0
171615,530330059005,530330059005-Upper-Queen-Anne,1803,urban village,47.643029999999996,-122.36451000000001,47.63125611,-122.358828,1.0
172731,530330060001,530330060001-Fremont,1752,urban village,47.64102000000001,-122.34426,47.6518068,-122.3475812,1.0
173874,530330060002,530330060002-Upper-Queen-Anne,1880,urban village,47.64325,-122.35083,47.63125611,-122.358828,1.0
174997,530330060003,530330060003-Upper-Queen-Anne,1569,urban village,47.64327,-122.35772,47.63125611,-122.358828,1.0
176086,530330060004,530330060004-Fremont,1763,urban village,47.64869,-122.35700000000001,47.6518068,-122.3475812,1.0
177207,530330061001,530330061001-Eastlake,1235,urban village,47.64816,-122.31997,47.64085403,-122.3256253,1.0
178329,530330061002,530330061002-Eastlake,1150,urban village,47.64222,-122.31785,47.64085403,-122.3256253,1.0
179455,530330061003,530330061003-Eastlake,691,urban village,47.6465,-122.32453000000001,47.64085403,-122.3256253,1.0
180584,530330061004,530330061004-Eastlake,57,urban village,47.64137,-122.32600000000001,47.64085403,-122.3256253,1.0
181704,530330062001,530330062001-University-Campus,2932,urban village,47.63789000000001,-122.29691000000001,47.65444945,-122.3095013,1.0
182800,530330062002,530330062002-Eastlake,2175,urban village,47.64129000000001,-122.30592,47.64085403,-122.3256253,1.0
183908,530330062003,530330062003-Madison-Miller,2079,urban village,47.63588,-122.30904,47.61973216,-122.3072317,1.0
184944,530330063001,530330063001-Madison-Miller,3361,urban village,47.63893,-122.27863,47.61973216,-122.3072317,1.0
185975,530330063002,530330063002-Madison-Miller,2653,urban village,47.63007,-122.28164,47.61973216,-122.3072317,1.0
187024,530330063003,530330063003-Madison-Miller,3255,urban village,47.63775,-122.28268999999999,47.61973216,-122.3072317,1.0
188086,530330063004,530330063004-Madison-Miller,2754,urban village,47.634029999999996,-122.28946,47.61973216,-122.3072317,1.0
189171,530330064001,530330064001-Madison-Miller,1502,urban village,47.62808,-122.29956000000001,47.61973216,-122.3072317,1.0
190281,530330064002,530330064002-Madison-Miller,1269,urban village,47.62879,-122.31058,47.61973216,-122.3072317,1.0
191385,530330064003,530330064003-Madison-Miller,1162,urban village,47.62876,-122.30548,47.61973216,-122.3072317,1.0
192497,530330065001,530330065001-Madison-Miller,2456,urban village,47.63388,-122.31687,47.61973216,-122.3072317,1.0
193604,530330065002,530330065002-Capitol-Hill,1017,urban village,47.627309999999994,-122.32263,47.62031626,-122.3198659,1.0
194721,530330065003,530330065003-Capitol-Hill,963,urban village,47.62624,-122.31657,47.62031626,-122.3198659,1.0
