key,cost,scaled
530330089004,6.830650034361165,0.6504891292595953
530330051002,7.049009068504673,0.6258124162503567
530330098005,6.47694296723927,0.6904614977899037
530330049002,6.570381975088046,0.6799019732454011
530330093002,7.65128967384278,0.5577487993395431
530330096001,6.992075797192227,0.6322464344368037
530330121001,10.874550301833397,0.19348872746805656
530330005002,7.790522742585775,0.5420140966640019
530330113001,9.71739028543638,0.3242591613198037
530330074022,5.355936892295003,0.8171461815792285
530330029002,7.153680667298577,0.6139834987348223
530330016002,7.502498848537785,0.5745636222703228
530330036002,7.37813341088136,0.5886181367782913
530330056003,9.557044272065022,0.34237983386106463
530330053022,6.697856876605241,0.6654960588166288
530330017012,7.476800577143064,0.5774677790437233
530330059003,8.05496796205446,0.51212919259722
530330095003,8.09608809311999,0.5074822143891214
530330031005,7.829915774949753,0.5375622975524036
530330106004,7.740502495105006,0.5476668753391576
530330027001,7.219187790455955,0.6065805511784913
530330012001,7.340646764357682,0.5928544955878639
530330118003,8.070340465342584,0.5103919489179625
530330090002,6.1823146738120265,0.723757385316717
530330036004,7.250092039905402,0.6030880678130963
530330094001,6.550979822296369,0.6820946068503243
530330006005,8.2473646049207,0.4903864844991851
530330031004,8.052035264225026,0.5124606162223686
530330033005,7.686923928616134,0.5537217789701352
530330071001,6.916675282727931,0.6407674322672006
530330043013,8.22020425599299,0.49345587037712135
530330029001,7.455048073234918,0.579926025382278
530330024003,8.823776410940855,0.42524629569001426
530330103005,7.339718850339091,0.5929593589750088
530330017013,7.375437456779209,0.5889228060397479
530330001003,7.309674969672312,0.596354612227552
530330075002,5.770214072711264,0.7703287960402818
530330085003,5.544593632280454,0.7958261191960073
530330104013,8.368899209845646,0.4766518818609765
530330013003,7.041626262355667,0.6266467457721759
530330006001,8.141999246567332,0.5022938036508755
530330058022,8.643673944048887,0.44559964129433727
530330084002,5.513941624221036,0.7992900968097845
530330062003,8.000662989288125,0.5182661872637593
530330087001,6.493827440900955,0.6885533866256657
530330052005,6.572630380564068,0.6796478813692495
