,block_group,driving,bicycling,transit,walking,mode_index
0,530330020003,0.8828571428571429,0.96,0.6457142857142857,0.52,0.7521428571428571
1,530330028001,0.9228571428571428,0.92,0.6057142857142858,0.48,0.7321428571428572
2,530330103001,0.8885714285714286,0.92,0.44,0.44,0.6721428571428572
3,530330104023,0.92,0.92,0.6885714285714286,0.4,0.7321428571428571
4,530330080012,0.9914285714285714,0.96,0.7257142857142858,0.6,0.8192857142857143
5,530330022001,0.8142857142857143,0.68,0.43142857142857144,0.16,0.5214285714285715
6,530330056001,0.7428571428571429,0.92,0.3057142857142857,0.24,0.552142857142857
7,530330080021,0.9971428571428571,0.96,0.7085714285714285,0.68,0.8364285714285714
8,530330042002,0.8,0.96,0.5857142857142857,0.24,0.6464285714285714
9,530330069004,0.9457142857142857,0.96,0.5114285714285715,0.44,0.7142857142857143
10,530330049004,0.9542857142857143,0.96,0.6114285714285714,0.48,0.7514285714285714
11,530330082002,1.0,0.96,0.5228571428571429,0.76,0.8107142857142857
12,530330058013,0.8285714285714286,0.92,0.5657142857142857,0.2,0.6285714285714287
13,530330004011,0.7428571428571429,0.76,0.42857142857142855,0.4,0.5828571428571429
14,530330084003,1.0,1.0,0.8057142857142857,0.72,0.8814285714285715
15,530330087002,0.9771428571428571,0.96,0.5971428571428572,0.52,0.7635714285714286
16,530330077002,0.9857142857142858,1.0,0.7542857142857143,0.48,0.805
17,530330032007,0.7371428571428571,0.92,0.4057142857142857,0.44,0.6257142857142857
18,530330044002,0.9142857142857143,0.96,0.7085714285714285,0.52,0.7757142857142857
19,530330041003,0.8657142857142858,0.92,0.5028571428571429,0.16,0.6121428571428572
20,530330072001,0.9971428571428571,0.96,0.7371428571428571,0.56,0.8135714285714285
21,530330105004,0.8885714285714286,0.84,0.49142857142857144,0.44,0.665
22,530330005003,0.7342857142857143,0.8,0.3657142857142857,0.28,0.5449999999999999
23,530330060003,0.9571428571428572,0.96,0.6942857142857143,0.4,0.7528571428571429
24,530330053023,0.9685714285714285,0.96,0.6257142857142857,0.44,0.7485714285714286
25,530330011001,0.8342857142857143,0.88,0.6171428571428571,0.44,0.6928571428571428
26,530330046003,0.9542857142857143,0.96,0.6628571428571428,0.48,0.7642857142857142
27,530330044004,0.94,0.96,0.66,0.52,0.77
28,530330046001,0.9285714285714286,0.92,0.5257142857142857,0.44,0.7035714285714286
29,530330078004,0.9685714285714285,1.0,0.7657142857142857,0.36,0.7735714285714285
30,530330078003,0.98,1.0,0.7257142857142858,0.48,0.7964285714285714
31,530330109001,0.9142857142857143,0.88,0.74,0.2,0.6835714285714286
32,530330031005,0.7114285714285714,0.84,0.44285714285714284,0.2,0.5485714285714286
33,530330017022,0.8371428571428572,0.92,0.43142857142857144,0.44,0.6571428571428571
34,530330051001,0.9628571428571429,0.96,0.6542857142857142,0.44,0.7542857142857142
35,530330114023,0.7771428571428571,0.88,0.3914285714285714,0.4,0.6121428571428571
36,530330100012,0.9971428571428571,0.92,0.5857142857142857,0.36,0.7157142857142857
37,530330052002,0.9685714285714285,0.96,0.68,0.48,0.7721428571428571
38,530330075005,1.0,1.0,0.5457142857142857,0.68,0.8064285714285715
39,530330083002,1.0,0.96,0.7857142857142857,0.76,0.8764285714285713
40,530330010002,0.84,0.76,0.5457142857142857,0.36,0.6264285714285714
41,530330113003,0.8285714285714286,0.88,0.4742857142857143,0.44,0.6557142857142857
42,530330098001,0.8942857142857142,0.84,0.25142857142857145,0.48,0.6164285714285714
43,530330104012,0.94,0.92,0.4514285714285714,0.44,0.6878571428571428
44,530330117001,0.8485714285714285,0.88,0.5114285714285715,0.44,0.67
45,530330054004,0.9714285714285714,0.96,0.7285714285714285,0.4,0.765
46,530330057005,0.7657142857142857,0.92,0.5,0.16,0.5864285714285715
47,530330047004,0.8742857142857143,0.92,0.5959302325581395,0.44,0.7075539867109635
48,530330034002,0.9,0.92,0.56,0.44,0.705
49,530330081003,0.9942857142857143,0.96,0.6457142857142857,0.68,0.82
50,530330001004,0.7771428571428571,0.68,0.6628571428571428,0.4,0.63
51,530330097014,0.8228571428571428,0.84,0.25142857142857145,0.44,0.5885714285714285
52,530330045001,0.96,0.96,0.68,0.52,0.78
53,530330014002,0.7914285714285715,0.92,0.4,0.4,0.6278571428571429
54,530330100021,1.0,0.92,0.74,0.44,0.775
55,530330264004,0.8371428571428572,0.8,0.2257142857142857,0.2,0.5157142857142858
56,530330058022,0.9285714285714286,0.96,0.5542857142857143,0.36,0.7007142857142857
57,530330074023,1.0,1.0,0.6857142857142857,0.68,0.8414285714285715
58,530330024001,0.8171428571428572,0.92,0.4742857142857143,0.2,0.6028571428571429
59,530330102003,0.8628571428571429,0.92,0.5085714285714286,0.48,0.6928571428571428
60,530330113001,0.8142857142857143,0.88,0.38285714285714284,0.2,0.5692857142857144
61,530330025002,0.8771428571428571,0.96,0.6628571428571428,0.48,0.745
62,530330068002,0.94,0.96,0.3942857142857143,0.48,0.6935714285714285
63,530330105003,0.8285714285714286,0.84,0.43142857142857144,0.4,0.625
64,530330075002,1.0,1.0,0.5228571428571429,0.68,0.8007142857142858
65,530330070004,0.9542857142857143,0.96,0.4257142857142857,0.48,0.705
66,530330056005,0.8885714285714286,0.96,0.6857142857142857,0.16,0.6735714285714286
67,530330118005,0.8314285714285714,0.88,0.5,0.4,0.6528571428571428
68,530330085003,1.0,0.96,0.7142857142857143,0.72,0.8485714285714285
69,530330043022,0.9028571428571428,0.96,0.6314285714285715,0.44,0.7335714285714285
70,530330027002,0.9057142857142857,0.96,0.3914285714285714,0.44,0.6742857142857143
