,NEIGHBORHO,geometry,index_right
0,University District,"POLYGON ((-122.3189590288485 47.67250069730471, -122.3130262021603 47.67106269364881, -122.3130067722413 47.67124610349848, -122.3119200857267 47.6721253677144, -122.3119151924224 47.67170314892017, -122.3066556361763 47.67077764651057, -122.3041286506226 47.67010986234042, -122.303882972421 47.66995014156976, -122.3039201297041 47.66955871993034, -122.304036055872 47.669394330917, -122.3038763625102 47.6680118064147, -122.300620192712 47.66798863733377, -122.3006095668433 47.6659037529419, -122.3006490441737 47.66559374852464, -122.3008889143168 47.66469475086318, -122.3009247101659 47.66425448026803, -122.3008739416981 47.66331035847358, -122.3009124326291 47.6612574189616, -122.2973683684465 47.66127045036227, -122.2966916490977 47.66121398970028, -122.2928647332083 47.66122359323482, -122.2901951044403 47.6611557756827, -122.2902373921645 47.6584557131414, -122.2867281225202 47.65845074230845, -122.286665934565 47.65526784043436, -122.2867821091538 47.65547967871448, -122.2867989807275 47.65554548124533, -122.2868718396097 47.65561991593308, -122.2869681096203 47.65568043580141, -122.2869696709558 47.65573627676357, -122.2869085077093 47.65579301839249, -122.286905378697 47.65584374716758, -122.286975274879 47.65590429585883, -122.2869406732281 47.65596771381681, -122.2869078721512 47.65601421341649, -122.2868912366871 47.65606972246388, -122.2869200665765 47.65611270238998, -122.2870544587003 47.65608051751714, -122.2871284872385 47.65601754153897, -122.2872405944524 47.6560172024164, -122.2873168658876 47.65605685449746, -122.2874582816559 47.65618536549177, -122.2874816092358 47.65630358679471, -122.2875288206117 47.65637915812174, -122.2875622832783 47.65650060960582, -122.2875482493841 47.65653633645733, -122.2875450897725 47.65660666186051, -122.2876099422764 47.65664091940003, -122.2876110481541 47.65668045279271, -122.2874514256756 47.65672863014842, -122.2874895662454 47.65673486101256, -122.2875895189106 47.65673204857243, -122.2876572264526 47.65671428794323, -122.2877415295157 47.65672089098682, -122.2878361680187 47.65677190742571, -122.2878854405428 47.65682657488914, -122.288033940931 47.65693373550418, -122.2883155357886 47.65692245812048, -122.2883942620548 47.65689226811941, -122.2886307143569 47.65640540056923, -122.2886536939273 47.65633291412063, -122.2886582334775 47.65625144683519, -122.2885996123026 47.65618768337633, -122.2885072030137 47.65613510358503, -122.2884320782358 47.65613145486606, -122.2882512136738 47.65616755833956, -122.2881182021687 47.65620765816077, -122.2880363068882 47.65628704112105, -122.2880199732846 47.65635329846431, -122.2879878593054 47.6564243652516, -122.2879478975176 47.65645866845381, -122.2878393224438 47.65639707812878, -122.2877756848111 47.6563164815834, -122.2877030810112 47.65615919882115, -122.2877089536418 47.65612533171836, -122.2877332659822 47.65610044491478, -122.287820995903 47.65606706793304, -122.2878622422935 47.65599742006385, -122.2878846632798 47.65590497316115, -122.2878840148947 47.65580053204172, -122.2879109384918 47.65570649074755, -122.2881062444835 47.65553656969691, -122.2882636499956 47.65547465428354, -122.2884508999163 47.65542310930834, -122.2886342924925 47.65539618964598, -122.288822530456 47.65537995973676, -122.2891317747794 47.6553821512188, -122.2893047545114 47.65536625128049, -122.2894168305729 47.65533242674481, -122.2897116575175 47.65522574363754, -122.2898079598455 47.65517382320884, -122.2899147197183 47.65508951301157, -122.2900517123193 47.65502939166407, -122.2902328728839 47.65500403414168, -122.2903215030022 47.6550029002968, -122.2903842313703 47.65496984114657, -122.2904307076649 47.65492470240945, -122.290454923027 47.65481533453758, -122.2904535889597 47.65476773510751, -122.2904814972007 47.65470900954973, -122.2904913018835 47.65457217800193, -122.2904291685639 47.6545453249333, -122.2904437417437 47.65443647527115, -122.2904992511642 47.65440031606297, -122.2905575650426 47.65425633722218, -122.2906725113306 47.65408635741564, -122.2907569364948 47.65398417138244, -122.2908129079099 47.65393458754461, -122.2909720611485 47.6539217602262, -122.2910632067628 47.65396677055252, -122.2912015060286 47.65400712797029, -122.2912590830764 47.65401481630497, -122.2912252663931 47.65405400639401, -122.2911484538808 47.65407184051507, -122.2911373582872 47.65412085008358, -122.2912305933732 47.65415504316508, -122.2912538708149 47.65409576727821, -122.291392727553 47.65406702770396, -122.291505530731 47.6540874897775, -122.2918841477506 47.65407084602409, -122.2921153888611 47.65404597785073, -122.2921537662125 47.65399156318259, -122.2923504346975 47.65397893338056, -122.2925588129379 47.65393919131641, -122.2927302195602 47.6539150892304, -122.2928273554601 47.65391047383262, -122.2929264629963 47.65388729730131, -122.2930321987455 47.65383370463394, -122.2935733359972 47.65383182285544, -122.293729547084 47.65379948799015, -122.2938507604355 47.65376423185504, -122.2940565646466 47.65381045986519, -122.2944483068236 47.65381722983014, -122.2945747421417 47.65379033134196, -122.2946469934834 47.65378771931196, -122.294788435082 47.65376231297462, -122.2949923787207 47.65375445498747, -122.2951478153309 47.65377118145661, -122.2952582202059 47.65379504050387, -122.2953952442639 47.65378991085728, -122.2955959674764 47.65383283144073, -122.2957568323546 47.65378863870576, -122.2958628492731 47.65374514944531, -122.2960341125587 47.65371598867145, -122.2961592862241 47.65373291668326, -122.2962920536388 47.65384242736171, -122.2963650633855 47.65386676572032, -122.2964314479177 47.65392152095229, -122.2964447664801 47.65395168164654, -122.2964236560615 47.65399913551089, -122.2963697561672 47.6540335296602, -122.2962909265823 47.65406824403372, -122.2963216487523 47.65409649622516, -122.2962231585006 47.6541415741725, -122.2959838410148 47.65423395782187, -122.2957462110635 47.65429767243752, -122.2955277201952 47.65433249465687, -122.2953338272313 47.6543552053619, -122.2952616698602 47.65436118650619, -122.2950631698059 47.65439743683711, -122.2949594069664 47.65443247029028, -122.2947512663469 47.65448063911549, -122.294676157899 47.65455911664797, -122.2946789040592 47.6546568165648, -122.2946990078301 47.65475092385758, -122.2947560810272 47.65482939085332, -122.2948487051969 47.65484168317514, -122.2950507892748 47.65484414445434, -122.2952602109933 47.6548414563418, -122.2954320456903 47.65483251061468, -122.2955624748572 47.65477017245873, -122.2957308697331 47.65472756806541, -122.2958703406975 47.65472072151017, -122.2959600741854 47.65463025933802, -122.2958959462096 47.65456704942452, -122.2958358090744 47.65446840158632, -122.2959084691146 47.65439163897079, -122.2960875458852 47.65437417311743, -122.2962073088444 47.65437600537783, -122.2963956654014 47.6544224533361, -122.2965106313249 47.65443108669724, -122.2966170282305 47.65440107350189, -122.2966749383913 47.65442055015518, -122.2968282025025 47.65446070783691, -122.2969600721745 47.65453821255843, -122.2969915537401 47.65459341604204, -122.2970232260844 47.65465535754337, -122.2970777623706 47.65473217107681, -122.2971057286005 47.65483965721589, -122.297080391431 47.65491412675499, -122.2970398586473 47.65498036684831, -122.2970537469237 47.65503074090326, -122.2971536609993 47.65503619719068, -122.2971863829763 47.65495826213159, -122.2971845806668 47.65489425178708, -122.2971860775616 47.65485884589483, -122.2972270644661 47.65472014097038, -122.2972975619548 47.65465520125316, -122.2973857749294 47.65451083501524, -122.2974666974932 47.65437330153735, -122.2974758161346 47.65434285318042, -122.2975815740157 47.65420163042113, -122.2976516217208 47.65403222054467, -122.2976553749264 47.65398836020191, -122.2976581610121 47.65393818722577, -122.2976708418418 47.65391297273488, -122.2976815310124 47.65389171722592, -122.2977311204982 47.65384415328665, -122.2978317221463 47.65378556658624, -122.2980171832487 47.65372925832021, -122.2982057537894 47.65369481613838, -122.2982626670441 47.65367891814302, -122.2983153529973 47.65369003573299, -122.2984429737535 47.65370524550139, -122.2985868111553 47.65367643301519, -122.2986134273749 47.65364744437446, -122.2986023641158 47.65360882947131, -122.2983486447779 47.65345537972497, -122.2982482579795 47.65343307974675, -122.2981158895999 47.65342635694827, -122.2980504066005 47.65340360785125, -122.2979336606294 47.65342027524618, -122.2978361210167 47.6534990441086, -122.2977538504501 47.6535001020585, -122.2977332425367 47.65347677572061, -122.2977247666845 47.653441498052, -122.2977558005511 47.65339223068754, -122.2978043326292 47.65334442461597, -122.2979597803633 47.65328513179414, -122.2984567258858 47.65321976154051, -122.2986585189837 47.65321210970527, -122.2990195341366 47.65319061307118, -122.299228331585 47.65316601990022, -122.2993297376719 47.65313606767262, -122.299335459727 47.65307364541275, -122.2992380895136 47.65306984397401, -122.2992352386357 47.65279184008588, -122.2993947908551 47.65278978618232, -122.2993884981655 47.65265505960861, -122.2991039865779 47.65255930172458, -122.2991843326844 47.65240155357945, -122.2990782971707 47.65235573572031, -122.2990149279794 47.65231947901925, -122.2988803059541 47.65232121157961, -122.2987769071015 47.65228041504565, -122.2986983421957 47.65223592897043, -122.2986036087744 47.65223714792702, -122.2985725911851 47.6521730754496, -122.2984660449143 47.65213444143163, -122.2983851301147 47.65209504022548, -122.2982624998889 47.65207976693065, -122.2981061319874 47.6520177447855, -122.298001142178 47.6520089847912, -122.2978101103806 47.65195583350192, -122.2977283898185 47.65188779602031, -122.297709184109 47.65182569441152, -122.297734354749 47.6516568614936, -122.2977232137445 47.65157089141482, -122.2977172879894 47.6514936265601, -122.2977251724374 47.65141938126844, -122.2977735384892 47.65127721128925, -122.297864142224 47.65112944324595, -122.2979226481949 47.65090457345048, -122.2979333096576 47.65084040279953, -122.2979344263222 47.65079152081467, -122.2979304626743 47.65073933358627, -122.2979539681997 47.65068847870072, -122.2980539428528 47.65068265690806, -122.2981236756452 47.65069303636388, -122.298233410919 47.65069330973713, -122.2983654885944 47.65068992567192, -122.2984693355827 47.65065825780078, -122.2985189815582 47.65056156873136, -122.2985678900392 47.65052723772055, -122.2986618607852 47.65049906732777, -122.2986435089799 47.65046728670098, -122.29855154101 47.65047152258424, -122.2984885694852 47.65045579933319, -122.2988133612091 47.64959222266267, -122.2988470820962 47.64936936444623, -122.2989274874908 47.64912903806037, -122.299026369744 47.64883287388957, -122.2990506805529 47.64881065457744, -122.2990304527751 47.64880080455859, -122.2990544786675 47.64876847853188, -122.2993276415581 47.64837402031669, -122.2993665771118 47.64833981731944, -122.2994219879728 47.64835932536902, -122.2994536346599 47.64833195598233, -122.2993830288403 47.64830421883202, -122.2994324808831 47.64820079131967, -122.2995423058953 47.6482044321077, -122.2995581625375 47.64805930994344, -122.2993760946943 47.64805828424699, -122.2993788486302 47.64797904931495, -122.2994985494643 47.64797919309175, -122.2995722875557 47.6479411720058, -122.2995405923934 47.64778992164449, -122.2995602637231 47.64771040169285, -122.299601413874 47.64764759038536, -122.2997025724799 47.64760921543241, -122.2999679196292 47.64755693043211, -122.3001840776076 47.64752886981868, -122.3009388118657 47.64749892416113, -122.3031933105062 47.64750691638827, -122.3032229373322 47.64749642356078, -122.3037663578927 47.64748940748403, -122.3068163298557 47.64749716407262, -122.3068700148585 47.6475436521534, -122.307352834874 47.64759806625114, -122.3087537971348 47.64775685760866, -122.3088036044011 47.64775452728752, -122.3099419632883 47.64806162488308, -122.3100378848319 47.64810250894455, -122.3101267105327 47.64815696527018, -122.310208584994 47.64823004754886, -122.3102322163079 47.64827186832979, -122.3102292875075 47.6483443655039, -122.3100623135648 47.64843584111023, -122.3100509978001 47.64847643017655, -122.3101358484485 47.64847870036963, -122.3101652840632 47.64846146770429, -122.3102125514975 47.64845748407537, -122.310242847297 47.64847057214552, -122.3102760673384 47.64849878823591, -122.3103967264191 47.64853260996657, -122.3106273040162 47.64866105622195, -122.3107867437298 47.64874324289549, -122.3108819058204 47.64866954895803, -122.3112476205041 47.64890240214515, -122.311162286312 47.6489709132951, -122.3113200775182 47.6490647055565, -122.3114419084714 47.64915770033006, -122.311690754993 47.64931455432931, -122.3120508218645 47.6495238862537, -122.3122299221308 47.64959570524897, -122.3126481953425 47.64939648535316, -122.3135428892153 47.64990218478771, -122.3133161832232 47.64999781218318, -122.3131678096502 47.65012949294515, -122.3133531934733 47.65024672577884, -122.3134920774792 47.65039489467278, -122.3132414942015 47.65052790399699, -122.3132874692822 47.65056606389847, -122.3135531565386 47.65078841385036, -122.3138023543912 47.6510446794311, -122.3138723975767 47.65113981948309, -122.31387584961 47.6511734764502, -122.313993738453 47.65128484529455, -122.3140700131874 47.65133609194219, -122.3142595238565 47.65140725562725, -122.3143897826939 47.65144315022615, -122.3146557613743 47.65150035388525, -122.3146727805693 47.65148496721253, -122.3147903508241 47.65152998862272, -122.3147917726594 47.65154745308308, -122.3148415352723 47.65154343510499, -122.3150279325229 47.65160841439628, -122.3151702703971 47.65161498778089, -122.3151862850049 47.65165185115987, -122.3152374880302 47.6516983677396, -122.3152877308971 47.65171119493344, -122.3153625190534 47.65171022165418, -122.3154253236982 47.65172625521821, -122.315482900785 47.65173393132078, -122.3155338170516 47.65177034108269, -122.3158850343442 47.65175565811761, -122.3160044076726 47.6517439935444, -122.3160863388263 47.65173113141106, -122.3161081509648 47.65170894091704, -122.3161503873892 47.65170333540753, -122.316217071758 47.65168056128429, -122.3162922988733 47.65178237223632, -122.3162611449555 47.65191421616868, -122.3164801775869 47.65202647406722, -122.3164717599502 47.65204122595403, -122.3166913868478 47.65213441610644, -122.316599441254 47.65223334942168, -122.3166404828362 47.65227325723354, -122.316855702262 47.65238672602739, -122.3168907896828 47.65230538416851, -122.3169448654472 47.6522777176418, -122.3171882782276 47.65241777987543, -122.3172276030479 47.65257229718544, -122.3173746483309 47.65265632069048, -122.3174105600297 47.65269124021665, -122.3175455815163 47.65287821147329, -122.3177096539446 47.65303447264404, -122.3178388659285 47.65310524768041, -122.3183348757977 47.65353185181785, -122.3183903474171 47.65355303496406, -122.318714278241 47.65380494578347, -122.3189455154114 47.65386764832637, -122.3191996626351 47.65385927711593, -122.3196347159165 47.65398503835356, -122.3196940194693 47.65396572845732, -122.3199651599026 47.65411553348608, -122.3199832488475 47.65422482851349, -122.3206893171695 47.65423414583291, -122.3206895219265 47.65432850834622, -122.3210564372577 47.65433888173396, -122.3210655930913 47.65370010883051, -122.3217916945386 47.653712526748, -122.3217881843937 47.65393837694093, -122.3220000939074 47.65393560708151, -122.3220949745636 47.65393942164879, -122.3222346026481 47.65376403042156, -122.3224836665142 47.65375202348484, -122.3224458101148 47.6575228074607, -122.3223970608333 47.65868706770578, -122.3222764032485 47.66000966002618, -122.322136512425 47.66142222098784, -122.3220114860009 47.66373196661788, -122.3219496014765 47.66979309813987, -122.3219003846961 47.67054134004409, -122.3217009523384 47.67180054834145, -122.3215853609419 47.67225636556522, -122.3213919234317 47.67293554183478, -122.321197995726 47.6735978073445, -122.3209412169129 47.67457282744653, -122.3189590288485 47.67250069730471))",0
1,Wallingford,"POLYGON ((-122.346114180476 47.66505276924061, -122.3403215648932 47.66505002061766, -122.3401392545496 47.66525921637334, -122.3400773981753 47.66556225697124, -122.3400675927358 47.66847326319283, -122.3399727198422 47.66937573178085, -122.3399098705555 47.66979947075452, -122.3399091167835 47.67020547164381, -122.3379807085742 47.67020558471452, -122.3379794512055 47.6705946758999, -122.3371974154862 47.67126473770231, -122.3370067576203 47.67073439109711, -122.3362893010412 47.67103989419352, -122.33557550076 47.67147221641565, -122.3335574297769 47.67313968854972, -122.3335717979315 47.6723359766114, -122.3215853609419 47.67225636556522, -122.3217009523384 47.67180054834145, -122.3218018081564 47.67121069518669, -122.3219003846961 47.67054134004409, -122.3219496014765 47.66979309813987, -122.3219924722153 47.66635676458585, -122.3220114860009 47.66373196661788, -122.322136512425 47.66142222098784, -122.3222764032485 47.66000966002618, -122.3223970608333 47.65868706770578, -122.3224458101148 47.6575228074607, -122.3224836665142 47.65375202348484, -122.3227973069257 47.65373139580173, -122.3227976281607 47.65365556227987, -122.32414757064 47.65337492547236, -122.3243376659256 47.65343186212755, -122.324652626446 47.65346169499998, -122.3247265222637 47.653409791188, -122.3255170369191 47.65337396817896, -122.3256911630924 47.65331226182027, -122.3259911279461 47.65325739443077, -122.3264686288289 47.65325962469772, -122.3268680921071 47.65316949342319, -122.3270991619938 47.65290329490526, -122.3272193912685 47.6527149538094, -122.3274482625161 47.65237237950864, -122.3277754869507 47.65209117568259, -122.3279408717103 47.65202634425464, -122.3280128115664 47.65190654996353, -122.328268987879 47.65164001937864, -122.3285493031672 47.65133921425893, -122.3286808272158 47.65154499322493, -122.3289326622661 47.65156339107865, -122.3290548347934 47.651442936352, -122.3293661223109 47.65134546493266, -122.3296495414317 47.65115303029438, -122.3299898100596 47.65090297927373, -122.3305700167776 47.65039582121399, -122.3306899832787 47.65019898971707, -122.3305777838627 47.6497929796531, -122.3306233747281 47.6496310830922, -122.3305578944739 47.64953856231165, -122.3307928397206 47.64940813353703, -122.3312301855229 47.64932597754266, -122.3315052493376 47.64927991272996, -122.3315937343341 47.64886277314753, -122.3313963129683 47.64855126686181, -122.3310962290161 47.64816470670813, -122.3320286349328 47.64738840253058, -122.33212885462 47.647378594179, -122.3325691966379 47.64696531105569, -122.3326713719405 47.64702339050286, -122.3328016401923 47.64702379059734, -122.3329191040783 47.64690127868142, -122.3329018963657 47.6467402080792, -122.3327711789369 47.64656365444335, -122.3327626141742 47.64626664193172, -122.3327079790763 47.64611455409906, -122.3327922116221 47.6459861053881, -122.332750868368 47.64585931030528, -122.332821074615 47.6456801107362, -122.3329269959019 47.64543252602479, -122.3331388344558 47.64493735699912, -122.3334606741718 47.64477182070426, -122.3338351905058 47.64469048187872, -122.3340440115651 47.64452643321358, -122.3340415624905 47.64444157222446, -122.3354738244327 47.64444815438634, -122.3357884907266 47.64446947045906, -122.3357911878243 47.64456281675189, -122.3360935439962 47.64459278437684, -122.3362971585693 47.6446834787742, -122.3366896245272 47.64478865873731, -122.3369589719686 47.64498035592939, -122.3372005070145 47.64507903793468, -122.3373679260767 47.64522114479452, -122.3373713624258 47.64533994980191, -122.3376399787432 47.64550618731098, -122.3376301217773 47.64559970014301, -122.3378088735541 47.64569921033973, -122.3379132621277 47.64583365996867, -122.3380459597055 47.64607809587679, -122.3382468819052 47.64607544054908, -122.3388486386368 47.64646648344817, -122.3391699538579 47.6467169140714, -122.3393309932655 47.64663838018011, -122.3398544664471 47.64692858136524, -122.3395855690622 47.64718681814711, -122.3399060331685 47.64734135411506, -122.3400690135263 47.64744323232514, -122.3401791756779 47.64736086601692, -122.3405357879147 47.64702992632587, -122.3410270202933 47.64707435872977, -122.3409856469514 47.64738052240201, -122.3412493634248 47.64737703040864, -122.3414931329614 47.64755207742759, -122.3416883954923 47.64778719210114, -122.3423049705992 47.64782146941901, -122.342371701014 47.64795641419234, -122.3427941933438 47.64802919350361, -122.3428029635953 47.64833129999943, -122.3421699722913 47.66139888274775, -122.3463607967992 47.66139100847744, -122.3467830579304 47.66133767910202, -122.3473257780355 47.66137818563377, -122.3472919968056 47.66506893431237, -122.346114180476 47.66505276924061))",0
2,Interbay,"POLYGON ((-122.3979427449139 47.66481700650605, -122.3979167291252 47.66484769437785, -122.3973822142801 47.66469125100308, -122.397216630896 47.66456007094791, -122.3968790461128 47.66438272299894, -122.3966358635248 47.66422071381373, -122.3964410863451 47.66415215733821, -122.3963733323041 47.66398930372723, -122.3959888691885 47.6637458700762, -122.3955353359449 47.66359437333389, -122.3953406475113 47.66339079663261, -122.3951045428264 47.66330304340743, -122.3949239334932 47.66326912309157, -122.3946165706667 47.6632005440932, -122.3942846482338 47.66321115945129, -122.3939909947432 47.66330010808769, -122.3938202721765 47.66329638105592, -122.3935879925842 47.66333595968862, -122.3933278761178 47.66334558861081, -122.3932320528484 47.66344395782303, -122.3929091044785 47.6634544462476, -122.3927812599641 47.66338340417639, -122.3926977484364 47.66329355606582, -122.3926320070379 47.66319739921859, -122.392228642058 47.66322111878478, -122.3922258489466 47.66342740288666, -122.3910132000822 47.66341366319228, -122.3909840919589 47.66334126813648, -122.3903464438213 47.66333785420242, -122.3902015594023 47.66329737267846, -122.3902044651623 47.66339438975135, -122.3897793319465 47.66329101090747, -122.389436253807 47.66322897146438, -122.3894696159486 47.66314359108451, -122.3888439341686 47.66293982568565, -122.3887296081867 47.66302024541902, -122.3881441206659 47.66280846761617, -122.3875669281642 47.66257509661378, -122.3876010181549 47.66251397055096, -122.3874191474951 47.66243759372149, -122.3873792564337 47.66230468474844, -122.3874749063738 47.66220025685475, -122.3872303894669 47.66213079992196, -122.3869307496035 47.6620196324407, -122.3869115297118 47.66197743198857, -122.3865871630234 47.66184617472269, -122.3861120768399 47.6616668331381, -122.3860244941627 47.66174081946192, -122.3855252252115 47.6615595772209, -122.3854642065835 47.66162106892197, -122.3848464485145 47.66138077753521, -122.3849849886243 47.66120904127599, -122.3848540056263 47.66115393164596, -122.3847767427102 47.66115121721798, -122.3842986081031 47.66093528567131, -122.3843106719988 47.66087852632325, -122.3839832158554 47.66073739963397, -122.3838907483669 47.66064766794012, -122.3840298323036 47.6604941230144, -122.3838633926863 47.66033260541593, -122.3837434584969 47.66022504928299, -122.3837867076674 47.66016986648457, -122.3835075030155 47.65984003378067, -122.3829079064154 47.65960555116744, -122.3827253299207 47.65950491234668, -122.3824273420541 47.65944830559923, -122.3823879490671 47.65903028387087, -122.3823928996144 47.65588193689138, -122.3816657789435 47.65588575865293, -122.3808481899867 47.6558665414824, -122.3807072934838 47.6559300071985, -122.3805441837069 47.65593813783538, -122.3804174113048 47.65587239419852, -122.3781274525221 47.65585495044339, -122.378111485202 47.65592189385023, -122.3771691534486 47.65593467193088, -122.3771312742229 47.65586845860824, -122.3768354735805 47.65588460012744, -122.3768204046915 47.65598186083163, -122.376565720739 47.65617335979248, -122.3762069154382 47.65618428731253, -122.3762380883796 47.65342186912625, -122.3764185382953 47.64847146570902, -122.3763754832518 47.64702064935212, -122.3762313568026 47.64528342495777, -122.3762294051736 47.64476254984109, -122.3762146061114 47.64279788459204, -122.376208646507 47.64071953243843, -122.3762017560077 47.63670818637321, -122.3761790948946 47.63309528610237, -122.3760861468589 47.63281091650904, -122.3759087206631 47.63252769164308, -122.3756050026475 47.63226045955169, -122.3741971315565 47.63109416486425, -122.3695904042453 47.62748610235732, -122.3655754769174 47.62458396662795, -122.3593791120507 47.61931169125543, -122.3584501557077 47.61860056333043, -122.3612220800925 47.61859402339189, -122.3614520519078 47.61866143119695, -122.361697877299 47.61881083991955, -122.3619470919128 47.61900588071356, -122.3628639225888 47.61979568583465, -122.363850918828 47.62053696748593, -122.3645358372973 47.62084194546992, -122.365008351531 47.62110693394942, -122.365413246672 47.62146753238387, -122.3673451830012 47.62298917174697, -122.3678200833911 47.62332028348347, -122.3688781155787 47.62411101491727, -122.3693506816184 47.62437598534841, -122.3700111930488 47.62456700983554, -122.371670020046 47.6252377452118, -122.3741745496286 47.6261675210778, -122.3753216488178 47.62626608830133, -122.3757883408926 47.6263311723656, -122.3764079365001 47.62656555853049, -122.3770030305525 47.6266860224742, -122.3777415064835 47.62667209395407, -122.3779707499565 47.62678483238155, -122.3780439535027 47.62688915662222, -122.3780414215922 47.63073854255066, -122.3782635527706 47.631135733626, -122.3782224676052 47.63146804936299, -122.3783593600866 47.63180894653371, -122.3782726812393 47.63196761755771, -122.3783485518004 47.63216142490283, -122.3784833358429 47.63229747556274, -122.3785470159687 47.63254840593105, -122.3787907435108 47.63281707484283, -122.3790902384323 47.63294154162423, -122.3792423196369 47.6330822908641, -122.3796598834516 47.63303355165838, -122.3797972376238 47.63293690025785, -122.3797318096548 47.63283247137179, -122.379642393227 47.63270730531363, -122.379518386438 47.63246675982616, -122.3793620156586 47.63244781997878, -122.3793320826896 47.63222705961179, -122.3793988825015 47.63211556926975, -122.3793936823565 47.63167857287513, -122.3795338500463 47.63167666905817, -122.3794782968676 47.62640101886176, -122.3807555661931 47.62639419353865, -122.3807766548917 47.63155446346129, -122.3805120506447 47.631563326274, -122.3805083352248 47.63170028900284, -122.3808371159171 47.63175374483679, -122.3823166681956 47.63173362148359, -122.3824233356452 47.63165318196226, -122.3824058805704 47.63159022841478, -122.3822333105777 47.63155044996708, -122.3821647316809 47.6263697608875, -122.3836910049441 47.62635424790847, -122.3837401741896 47.63323081501144, -122.3843250087717 47.63324917741417, -122.3847987804203 47.63320059469053, -122.3851839061171 47.63305316602167, -122.385273898178 47.63293608981294, -122.3853436937504 47.63240328490052, -122.3852296475913 47.63223633143405, -122.385203459131 47.63214190279351, -122.3852484543916 47.63208336434626, -122.385277809067 47.63176174582755, -122.3854422141122 47.63152780553102, -122.3857363948459 47.63146586895909, -122.3860952290087 47.63148203847171, -122.3867793892381 47.6314358426221, -122.3876269207139 47.63138214663638, -122.3879366717309 47.63131999173036, -122.388128043356 47.63120679465119, -122.3886773757446 47.63082014647168, -122.3891998032935 47.63057604192317, -122.3900516386236 47.63040641930793, -122.3903362870854 47.63028667662294, -122.3906276182401 47.63012998040838, -122.3909515138934 47.63002023072764, -122.3915186917115 47.62997034135748, -122.3918617853207 47.62998144193861, -122.3918589561114 47.6340467473503, -122.3906131792955 47.63511170728995, -122.3902851698413 47.6354457257362, -122.3895377961232 47.63636043960797, -122.3889125703269 47.63712114338511, -122.3832592407473 47.64475859339711, -122.382377510196 47.64590120851823, -122.3820406625481 47.64641754342011, -122.381985524281 47.65048783119747, -122.3853602037203 47.65497387599743, -122.3909616175794 47.65944855056407, -122.3914164316557 47.65979879164099, -122.391813486502 47.6600747762875, -122.3922097009869 47.66032262946626, -122.3927732833288 47.66064233555843, -122.3937455042186 47.66110507061154, -122.3940135745805 47.66120784199268, -122.3942931392016 47.66126967478279, -122.3946273782545 47.66130261578319, -122.3949746523195 47.66130723542776, -122.3961141962649 47.66133850833856, -122.3982183670055 47.66256060651864, -122.3982364490641 47.66491680919729, -122.3979427449139 47.66481700650605))",0
