key,cost,relative_cost,scaled,relative_scaled,average_duration,fastest,direct_cost,cheapest
530330108003,7.830898567534598,2.7441043236528113,0.2701644771125845,0.6130084763261395,23.74376456876457,18.655797101449277,2.2511138938749258,0.7026819250412083
530330094002,6.986895044372253,3.0923624050517633,0.5111249741967889,0.719654455714943,19.440223192624938,14.036666666666665,2.4184425941053918,0.5959159726538223
530330260011,6.990323568001886,1.4665914507505926,0.5101461408917267,0.22179971825459968,21.595704948646123,22.661458333333332,1.9153329050700456,0.448741454319453
530330098002,7.06935855057651,2.9441869015191244,0.48758188829611315,0.6742791362616528,21.412174479166666,13.923333333333332,2.037497547972343,0.8531883157240523
530330051002,7.048532825235344,3.2009437574914026,0.4935275709770861,0.7529049825304882,21.225512405609493,14.494000000000002,2.0605374099171128,0.4414990677439403
530330016003,6.449300369119576,1.0214590217960884,0.6646066559951593,0.08548821141783983,20.95592320261438,21.54927536231884,1.5246584165051975,0.5031993947091091
530330106005,7.4338977328013875,1.8646155181753246,0.38350703535420205,0.34368537937210636,24.051794145420207,21.450000000000003,1.7817261086276384,0.5285322146260617
530330033001,7.562047898237627,2.093492495900082,0.3469205440452082,0.41377365801579485,24.578503994190267,20.95486111111111,1.7860994596029145,0.5441630412264347
530330111021,7.008730125745721,1.2614181980801207,0.5048911233688784,0.15897015694899153,22.01089299461124,26.48913043478261,1.8361702720120796,0.5747520739319588
530330052005,6.5653763150745315,3.1243910861538775,0.6314673184577669,0.7294624982187827,19.828499406880187,12.793333333333333,1.9056789544576882,0.4345518955873213
530330117002,7.7644625093624,1.9052640054114114,0.2891317742412822,0.3561330380583085,23.480641025641027,22.549999999999997,2.2465118683367593,0.5599485039509899
530330001005,6.553524084567574,1.847327402276986,0.6348510950370547,0.33839129389285694,19.439428141459747,14.924305555555554,1.9852584713245331,1.1989848767350322
530330112003,7.579837639454585,2.94156676052177,0.3418416258073125,0.6734767787063675,22.766948092557847,16.952898550724637,2.2296048377034903,0.6543397195125247
530330006003,7.2598181324241775,3.101071699316928,0.43320624381478545,0.7223214755668952,20.452566271855613,14.302173913043477,2.453465058538109,0.7977355635420327
530330057005,8.207706251067536,1.7605360963220373,0.16258700351502497,0.31181346463239096,26.50531177829099,25.113768115942033,1.978957983169154,0.5454346474991218
530330116003,7.524503375482436,1.1161197791873576,0.3576393936916923,0.11447587809631424,24.136568848758465,26.770634920634922,1.8524096960241978,0.7362899168368403
530330121002,6.861703170013247,1.0118710389283834,0.5468668821966762,0.08255211351256794,21.515818490245973,22.860317460317464,1.805485824805444,0.7936147858770605
530330079005,6.1558060837797575,3.294389531055497,0.7483984020555046,0.7815205885243403,19.13452588714369,11.193333333333333,1.6591925003009902,0.23098321939092603
530330093002,6.903330960527651,2.871294571466123,0.5349822717423449,0.6519575467748923,20.944828469022017,15.17,1.981296270307478,0.46708638906152894
530330014001,6.802606754618905,1.848454796881179,0.5637387331291945,0.3387365324045918,20.84414141414141,18.616666666666667,1.9042335222956728,0.5792352910710586
530330041005,8.286524058848105,3.5376997977473517,0.1400847536775679,0.8560287279549329,24.46151716500554,18.169444444444448,2.538067525071803,0.4790048166563082
530330004012,6.169763564182883,0.9690242464458224,0.7444135828886618,0.0694312747092985,19.531662489557224,20.433333333333334,1.5798228791369349,0.6107986326911125
530330031001,6.413754392647544,1.112427736979797,0.6747549266184287,0.11334527559718933,20.481363278171788,21.15797101449275,1.600634022277173,0.48820628529737614
530330028004,6.893751938417562,3.019134547526049,0.5377170540813796,0.6972301187031412,21.032209737827717,14.356944444444446,1.9511826500280491,0.5007354464470686
530330113002,6.655309480372586,1.76186905530149,0.6057916670891803,0.3122216524776745,20.122775423728815,18.59848484848485,1.9264572557963153,0.5227964856771569
530330058011,7.70434045209767,1.4922216427927242,0.3062964428791025,0.22964837153287063,24.336327345309382,24.870138888888885,1.9853035259499647,0.49308188315724055
530330033002,7.52224471039803,2.1014393923951293,0.3582842358594668,0.4162072111911049,24.032661004953994,20.432666666666666,1.8745693742338412,0.6191286513362337
530330019003,6.87551329828314,2.988896461997663,0.542924131625871,0.6879704046627284,20.293404004711423,14.418750000000001,2.1065633571759563,0.4982105862854775
530330094004,6.031105035856131,2.3736673459521187,0.7840001805670601,0.4995707231230414,18.27862143241788,13.918055555555556,1.7356289992379297,0.3866946343484566
530330022003,8.000373353488882,2.0686716118650628,0.22177992948205472,0.40617283658883085,24.14090305444887,21.434090909090905,2.3272611356933983,0.894690377987457
530330074022,5.83559148137396,3.3868035240505714,0.8398187192127354,0.8098202355923992,17.17247807017544,9.459333333333333,1.8000591348827322,0.22584462399005592
530330002003,8.203568673051882,3.2975247962177683,0.16376826973965075,0.782480690936123,23.223869047619043,17.04565217391304,2.745959446861405,0.9003156159645473
530330070005,6.519913675769022,3.123615640843947,0.6444467668429703,0.7292250360349685,20.363053613053612,13.259027777777776,1.7345960767014217,0.28042650714729644
530330032004,6.784372500977252,1.2015039577527238,0.5689445583430391,0.14062280715201242,21.33733031674208,22.65069444444444,1.7700998765428626,0.5685959187901388
530330042002,7.588269516885811,1.7567045476615912,0.33943434986423504,0.31064014150998787,22.650716145833336,23.037499999999998,2.2653512226149783,0.5086466749533872
530330264005,7.527342114052032,2.7721766574348954,0.35682894226814976,0.6216049790056857,23.058370702541104,17.646969696969695,2.1086249989548698,0.6081275778292557
530330076003,6.097302857562953,3.210950891538508,0.7651008992410754,0.7559694357860782,18.41023489932886,11.185333333333332,1.7708976562206715,0.2577986326911125
530330070001,6.595261357995061,3.1688336574736873,0.622935227536473,0.7430720073676268,20.376953344575604,13.399305555555557,1.8066773220197938,0.27759089496581724
530330114012,6.668502167086455,2.1699651284052264,0.6020251942472908,0.4371916322870324,21.29486215538847,17.295238095238094,1.6642095605701637,0.43415608630027525
530330042001,7.91277545361163,1.752512452599058,0.24678886951451828,0.3093564093943139,23.632940821256035,23.688194444444445,2.35903436061646,0.6065219080174021
530330097025,7.1302373406025605,2.810875714710324,0.47020117470430467,0.6334556698725939,21.71191504679626,16.210606060606064,2.0279373046054388,0.5098692016498108
530330038002,7.391879840346657,3.150885293613007,0.39550301875292915,0.737575736226811,21.057281808622506,16.12152777777778,2.443418615320369,0.45243551895587314
530330026002,7.244766740833561,3.4743195624619023,0.4375033713740343,0.8366199973986809,21.498051558753,13.873999999999999,2.192724624526606,0.5100571783716594
