,block_group,driving,bicycling,transit,walking,mode_index
351,530330017013,0.5185185185185185,0.5185185185185185,0.9312169312169312,0.5185185185185185,0.6216931216931216
352,530330041001,0.48148148148148145,0.4444444444444444,0.8756613756613757,0.25925925925925924,0.5152116402116401
353,530330026004,0.9259259259259259,0.5555555555555556,0.955026455026455,0.5185185185185185,0.7387566137566137
354,530330114011,0.48148148148148145,0.48148148148148145,0.9179894179894179,0.4444444444444444,0.5813492063492063
355,530330265001,0.544973544973545,0.4444444444444444,0.8095238095238095,0.3333333333333333,0.5330687830687831
356,530330119001,0.47883597883597884,0.4444444444444444,0.6746031746031746,0.4074074074074074,0.5013227513227513
357,530330101002,0.4444444444444444,0.4444444444444444,0.9206349206349207,0.4444444444444444,0.5634920634920635
358,530330053011,0.798941798941799,0.5555555555555556,0.9867724867724867,0.48148148148148145,0.7056878306878306
359,530330036001,0.9259259259259259,0.5555555555555556,0.9735449735449735,0.5185185185185185,0.7433862433862434
360,530330015002,0.4444444444444444,0.4444444444444444,0.7407407407407407,0.4074074074074074,0.5092592592592592
361,530330006006,0.6084656084656084,0.48148148148148145,0.8544973544973545,0.48148148148148145,0.6064814814814814
362,530330056002,0.4417989417989418,0.3333333333333333,0.6825396825396824,0.2222222222222222,0.419973544973545
363,530330096002,0.6984126984126985,0.4444444444444444,0.828042328042328,0.5185185185185185,0.6223544973544973
364,530330103005,0.48148148148148145,0.4444444444444444,0.9629629629629629,0.4444444444444444,0.5833333333333333
365,530330012005,0.8915343915343916,0.5185185185185185,0.873015873015873,0.48148148148148145,0.6911375661375662
366,530330096005,0.5185185185185185,0.4444444444444444,0.7063492063492064,0.5555555555555556,0.5562169312169312
367,530330110021,0.8888888888888888,0.4444444444444444,0.9312169312169312,0.4074074074074074,0.6679894179894179
368,530330043021,0.7962962962962963,0.5555555555555556,0.955026455026455,0.48148148148148145,0.6970899470899471
369,530330022002,0.5555555555555556,0.48148148148148145,0.8624338624338624,0.3333333333333333,0.5582010582010583
370,530330072002,0.8492063492063492,0.8148148148148148,1.0,0.7777777777777778,0.8604497354497354
371,530330021003,0.8121693121693121,0.5555555555555556,0.9312169312169312,0.48148148148148145,0.6951058201058201
