bg_od_pair,google_duration,trip_path_distance,origin_lat,origin_lng,dest_lat,dest_lng
530330109001 to 530330265002,14.0,3.66,47.54296,-122.32022,47.51653,-122.3543
530330109001 to 530330268013,16.0,4.36,47.54291,-122.32038,47.51147,-122.35424
530330109001 to 530330303052,26.5,20.439999999999998,47.542942499999995,-122.3202525,47.316875,-122.36658
530330109001 to 530330319062,27.0,17.2505017,47.535261,-122.314805,47.43398300000001,-122.106208
530330109001 to 530530628013,38.0,32.308,47.542958000000006,-122.320216,47.22798,-122.49892399999999
530330109001 to 530610413042,54.0,31.33,47.53526,-122.31743,47.93004000000001,-122.26486
530330109002 to 530330007001,41.0,13.696666666666667,47.551023333333326,-122.31900333333333,47.71834666666666,-122.29741000000001
530330109002 to 530330007003,37.0,14.65,47.55132,-122.31917,47.71926,-122.31257
530330109002 to 530330026003,23.0,10.233633102499999,47.55360575,-122.33117625,47.67692625000001,-122.31476925
530330109002 to 530330047002,20.0,8.72,47.55416,-122.33321,47.66045,-122.36891
530330109002 to 530330047003,22.0,10.30170981,47.552806,-122.320639,47.669853,-122.374134
530330109002 to 530330052005,14.0,8.992481112,47.545057,-122.32693700000002,47.660948,-122.318657
530330109002 to 530330054003,29.0,10.24,47.54613,-122.31964,47.65251,-122.34205
530330109002 to 530330058023,25.0,10.88,47.54881,-122.31734,47.64046,-122.38701
530330109002 to 530330060001,70.0,12.25,47.55127,-122.32304,47.63807,-122.34025
530330109002 to 530330066001,46.5,10.13,47.55045,-122.31884,47.62658,-122.33429
530330109002 to 530330071002,34.0,7.57,47.54993,-122.32222,47.62181,-122.34818
530330109002 to 530330073003,16.0,6.688103806999999,47.5502965,-122.32074550000002,47.6201085,-122.33623399999999
530330109002 to 530330074022,11.0,5.44,47.54611,-122.31961,47.61741,-122.3227
530330109002 to 530330079001,16.0,6.247885405,47.548832,-122.317604,47.617954,-122.303629
530330109002 to 530330080012,26.0,6.31,47.55144,-122.31948,47.61357,-122.34513
530330109002 to 530330080015,12.0,6.404470897,47.546498,-122.318938,47.61632700000001,-122.35211
530330109002 to 530330080021,14.0,5.924772485,47.548873,-122.316726,47.612051,-122.341693
530330109002 to 530330081001,23.2,4.494789491800001,47.5531974,-122.3300072,47.6052888,-122.33814499999998
530330109002 to 530330081002,17.5,4.52,47.547745,-122.320645,47.606965,-122.33436499999999
530330109002 to 530330083001,28.5,5.09,47.549845000000005,-122.322125,47.60946,-122.326015
530330109002 to 530330084001,15.0,5.781622313,47.5502905,-122.3266215,47.614483,-122.3228585
530330109002 to 530330084002,37.75,6.227500000000001,47.551235,-122.3229275,47.609640000000006,-122.32287
530330109002 to 530330087003,14.6,4.604000000000001,47.548138,-122.32896399999997,47.603269999999995,-122.31157599999999
530330109002 to 530330088001,25.0,7.0,47.54619,-122.31965,47.61288,-122.30037
530330109002 to 530330088002,14.0,6.57,47.54991,-122.32225,47.60814,-122.29652
530330109002 to 530330091002,9.0,3.38,47.550165,-122.31803,47.59687,-122.32427000000001
530330109002 to 530330092002,15.0,4.651902237333333,47.549619,-122.32160466666669,47.60025733333333,-122.33095266666665
530330109002 to 530330093001,15.0,3.02,47.55125,-122.31925,47.59088,-122.32586
530330109002 to 530330093002,16.666666666666668,3.5666666666666664,47.55048333333334,-122.31845333333332,47.592256666666664,-122.32939666666668
530330109002 to 530330093003,8.777777777777779,2.2083197049999996,47.54887811111111,-122.32389533333334,47.57174155555556,-122.32935422222221
530330109002 to 530330095002,15.0,4.89,47.55009,-122.33193,47.584,-122.30191
530330109002 to 530330095004,11.0,4.415,47.550025000000005,-122.32221,47.57535,-122.291965
530330109002 to 530330097023,10.0,5.04,47.54616,-122.31966,47.56325,-122.39312
530330109002 to 530330098003,5.0,3.72,47.54617,-122.31961,47.56539,-122.37654
530330109002 to 530330100012,11.0,1.6,47.55028,-122.32253,47.56331,-122.31296
530330109002 to 530330100013,8.0,2.135030756,47.551666,-122.324564,47.562427,-122.297712
530330109002 to 530330100024,24.0,2.790593201,47.5511445,-122.319094,47.572158,-122.30606
530330109002 to 530330103004,14.5,2.95,47.55113,-122.32165499999999,47.55818,-122.28608
530330109002 to 530330103005,18.0,4.161321587,47.547037,-122.328842,47.556008,-122.281808
530330109002 to 530330104021,4.5,0.33999999999999997,47.55061,-122.321785,47.551355,-122.31858
530330109002 to 530330104023,8.0,1.708148879,47.552143,-122.325828,47.548331,-122.302631
530330109002 to 530330105001,13.0,5.27,47.54615,-122.31958,47.56172,-122.3793
530330109002 to 530330105004,12.0,6.178913224,47.553577,-122.328562,47.561316,-122.383801
530330109002 to 530330106003,14.0,7.131474967000001,47.541727,-122.325049,47.545406,-122.386132
530330109002 to 530330108001,6.0,2.624671104,47.554324,-122.330689,47.545531,-122.345474
530330109002 to 530330109001,4.0,1.086156508,47.5468165,-122.32337000000001,47.536305,-122.3160565
530330109002 to 530330109002,7.823529411764706,0.7154059119411765,47.54997329411764,-122.3263136470588,47.550601058823524,-122.32655664705881
530330109002 to 530330110012,9.0,1.81,47.55094,-122.31866,47.54371,-122.28819
530330109002 to 530330110021,11.0,2.04,47.54918,-122.31694,47.53762,-122.29684
530330109002 to 530330110022,9.0,1.67,47.54786,-122.31902,47.54016,-122.29283999999998
530330109002 to 530330112002,7.666666666666667,2.3187404996666667,47.54982866666666,-122.32676966666666,47.53090233333333,-122.32353833333332
530330109002 to 530330114022,8.5,3.8580821485,47.552448,-122.3267155,47.518576499999995,-122.36006800000001
530330109002 to 530330203003,30.0,16.65,47.55125,-122.3313,47.76742,-122.34559
530330109002 to 530330253013,18.0,9.28328274,47.551023,-122.32411100000002,47.498009,-122.204672
530330109002 to 530330260022,18.0,8.06,47.54905,-122.31685,47.48004,-122.22293
530330109002 to 530330262001,20.0,8.97,47.5512,-122.32299,47.45302,-122.26048
530330109002 to 530330272002,11.6,4.74,47.546133999999995,-122.319612,47.49577,-122.285482
530330109002 to 530330274003,53.0,7.78,47.54765,-122.32625,47.47585,-122.33151
530330109002 to 530330283003,11.0,6.87,47.545909,-122.319128,47.441319,-122.248169
530330109002 to 530330289012,19.0,11.18,47.54754000000001,-122.32236,47.40335,-122.32093
530330109002 to 530330323133,45.0,22.83,47.547956,-122.32193,47.665575,-122.081539
530330109002 to 530330323244,31.0,21.64545879,47.547956,-122.32193,47.693591,-122.12986
530330109002 to 530330327025,36.0,44.31,47.54616,-122.31964,47.40532,-121.57054
530330109002 to 530530602001,47.0,29.66,47.55409,-122.33085,47.24065,-122.42673
530330109002 to 530610417013,34.0,29.6157846,47.547795,-122.319041,47.898816,-122.211076
530330110011 to 530330052005,17.0,10.01712189,47.541107,-122.289702,47.65975,-122.318043
530330110011 to 530330053022,29.0,9.445,47.540094999999994,-122.288845,47.650485,-122.312185
530330110011 to 530330095002,12.0,5.80360514,47.539031,-122.290917,47.587307,-122.299943
530330110011 to 530330101002,11.0,3.31,47.5389,-122.28955,47.56132,-122.28155
530330110011 to 530330103004,13.0,2.02,47.54051,-122.28875,47.55953,-122.29102
530330110011 to 530330103005,8.0,1.670866619,47.542327,-122.286946,47.559959,-122.285944
530330110011 to 530330104023,11.0,2.37,47.54243,-122.28641,47.55236,-122.30249
530330110011 to 530330109001,10.0,2.930385636,47.542327,-122.286946,47.53247800000001,-122.311526
530330110011 to 530330110011,27.0,1.2300000000000002,47.540537625000006,-122.28899150000001,47.539915625000006,-122.28946675
530330110011 to 530330110012,6.25,0.605,47.540005,-122.28882,47.53882,-122.28369500000001
530330110011 to 530330110021,2.0,0.631934307,47.540549999999996,-122.28938766666666,47.538642,-122.29339699999998
530330110011 to 530330111012,4.333333333333333,0.6400892613333334,47.540439,-122.28920899999999,47.53696800000001,-122.28069566666666
530330110011 to 530330111013,5.0,0.89,47.54036,-122.28841,47.53474,-122.27381
530330110011 to 530330118006,5.0,1.24,47.53712,-122.28495,47.53035,-122.27036
530330110011 to 530330228011,31.5,18.095,47.54008,-122.28875,47.65122,-122.144425
530330110011 to 530330228033,45.0,10.15,47.54002,-122.28888,47.63916,-122.12802
530330110011 to 530330238043,20.0,14.65689915,47.539031,-122.290917,47.614122,-122.194367
530330110011 to 530330245002,24.5,7.5825,47.540067500000006,-122.28894,47.573805,-122.223545
530330110011 to 530330262001,31.0,6.58,47.54003,-122.288815,47.458135,-122.25858499999998
530330110011 to 530330274003,19.0,7.733583466,47.541107,-122.289702,47.479275,-122.333334
530330110011 to 530330307002,32.0,23.72705164,47.541107,-122.289702,47.296758,-122.221846
530330110011 to 530330320055,41.0,30.53,47.54004000000001,-122.2888,47.35909,-122.10531
530330110011 to 530330323092,31.0,22.10092373,47.541311,-122.288709,47.673988,-122.121512
530330110011 to 530610509003,45.0,17.17,47.5401,-122.28896,47.78611,-122.3406
530330110012 to 530330075004,23.0,6.48,47.54364,-122.28813999999998,47.61512000000001,-122.31821
530330110012 to 530330084002,31.0,6.87,47.537490000000005,-122.282805,47.610780000000005,-122.324095
530330110012 to 530330086001,25.875,6.079999999999999,47.543595,-122.28811875,47.61197750000001,-122.31646874999998
530330110012 to 530330086002,26.428571428571427,6.271428571428571,47.54363714285715,-122.28802428571429,47.611318571428576,-122.31780857142857
530330110012 to 530330093002,11.0,4.575154673,47.542775,-122.287517,47.58108,-122.335939
530330110012 to 530330093003,12.0,4.45,47.54126,-122.28406,47.57814000000001,-122.33399
530330110012 to 530330095003,14.0,4.03,47.54549,-122.28603,47.58284,-122.28726
530330110012 to 530330096002,26.0,7.19,47.54132666666666,-122.28372999999999,47.582393333333336,-122.38619333333332
530330110012 to 530330100013,11.0,2.517795292,47.539912,-122.283828,47.570878,-122.297415
530330110012 to 530330101001,14.0,2.99,47.54551,-122.28595,47.5706,-122.27669
530330110012 to 530330103003,6.333333333333333,0.9700000000000001,47.53947333333334,-122.28387000000002,47.54899,-122.28271
530330110012 to 530330103004,11.0,1.39,47.54356,-122.28829,47.55648,-122.28616
530330110012 to 530330103005,7.0,1.606865406,47.539195,-122.282953,47.557606,-122.28325900000002
530330110012 to 530330104023,11.0,2.33,47.54253,-122.28624,47.55234,-122.30246
530330110012 to 530330106003,22.0,7.89,47.54131,-122.28387,47.54457,-122.38751
530330110012 to 530330110012,81.0,6.69,47.54373,-122.288,47.54367,-122.28815
530330110012 to 530330110013,14.0,0.65,47.53758,-122.2828,47.53262,-122.28184
530330110012 to 530330110022,6.0,0.92,47.53747,-122.28293,47.54191,-122.29556
530330110012 to 530330111014,3.0,0.694692778,47.539203,-122.283291,47.544454,-122.276568
530330110012 to 530330118006,11.0,2.28,47.54136,-122.28352,47.52013,-122.26495
530330110012 to 530330242002,61.0,14.45,47.5375,-122.28287,47.64012,-122.23686
530330110012 to 530330253022,21.0,7.09,47.54368,-122.2882,47.47772,-122.21859
530330110012 to 530330284024,23.0,9.03,47.54362,-122.28813999999998,47.44436,-122.30204
530330110013 to 530330050003,21.0,11.57,47.53231,-122.28176,47.65912,-122.34499
530330110013 to 530330053023,20.0,10.79632113,47.531954,-122.287926,47.655704,-122.308502
530330110013 to 530330070003,35.5,8.06,47.53415,-122.286055,47.62469,-122.35418
530330110013 to 530330081002,32.5,6.848674272,47.53334375,-122.28265400000001,47.608078250000005,-122.33589199999999
530330110013 to 530330081003,38.0,6.95,47.53246,-122.28198,47.60879,-122.33886
530330110013 to 530330091001,9.0,5.104562765,47.531954,-122.287926,47.596063,-122.32285
530330110013 to 530330091002,13.0,6.119261608,47.531954,-122.287926,47.599015,-122.325324
530330110013 to 530330093003,13.5,3.7724317455,47.532191999999995,-122.284963,47.563797,-122.3300095
530330110013 to 530330102002,11.5,3.4000000000000004,47.534515,-122.28640999999999,47.55099,-122.26420999999999
530330110013 to 530330103005,14.0,3.0949999999999998,47.534620000000004,-122.28638000000001,47.55654,-122.284125
530330110013 to 530330110013,13.625,0.6174999999999999,47.534243749999995,-122.284875,47.53389,-122.28468874999999
530330110013 to 530330110021,14.0,0.61,47.53461,-122.2864,47.53742,-122.29361000000002
530330110013 to 530330110022,6.0,0.6916666666666668,47.53610333333333,-122.28532666666668,47.54018333333334,-122.292885
530330110013 to 530330111014,8.0,0.73,47.53245,-122.28197,47.54096,-122.28273
530330110013 to 530330111022,14.0,1.86,47.53642,-122.28585,47.54438,-122.27053
530330110013 to 530330118004,9.6,1.0619999999999998,47.532484,-122.281754,47.524646000000004,-122.27069200000001
530330110013 to 530330245002,35.90909090909091,7.52,47.53241090909091,-122.28181909090908,47.572919999999996,-122.22315454545456
530330110013 to 530330248003,20.5,12.78501901,47.536278499999995,-122.286878,47.576408,-122.16982250000001
530330110013 to 530330253013,18.0,7.49373426,47.531954,-122.287926,47.495978,-122.206399
530330110013 to 530330272002,19.0,4.74,47.5346,-122.28636000000002,47.48973,-122.27219
530330110013 to 530330277015,126.33333333333333,21.886666666666667,47.53243333333334,-122.28195000000001,47.43761333333333,-122.47201666666666
530330110021 to 530330103004,14.0,3.383365095,47.540506,-122.304544,47.5589,-122.285851
530330110021 to 530330104024,17.0,2.53,47.53873,-122.29779,47.55348,-122.31515
530330110021 to 530330110011,2.0,0.631934307,47.538642,-122.29339699999998,47.541311,-122.288709
530330110021 to 530330110013,5.5,0.299001213,47.535488,-122.29249850000001,47.533277,-122.28714300000001
530330110021 to 530330248003,27.333333333333332,12.496666666666668,47.53764666666666,-122.29685333333333,47.57523333333334,-122.17127666666666
530330110021 to 530330250012,22.0,14.97,47.53802,-122.29704,47.53733,-122.16645
530330110022 to 530330019001,30.0,11.11,47.54071,-122.29444,47.70003,-122.32679
530330110022 to 530330070003,12.0,7.65,47.54169,-122.29614,47.6257,-122.35159
530330110022 to 530330072001,48.666666666666664,8.446666666666667,47.541896666666666,-122.29560666666669,47.614920000000005,-122.33845000000001
530330110022 to 530330073003,49.0,8.68,47.54189,-122.29536,47.61479,-122.33387
530330110022 to 530330082001,13.0,6.226758791,47.539765,-122.291364,47.612073,-122.334803
530330110022 to 530330085003,12.0,5.701700296,47.543148,-122.29906,47.603521,-122.328693
530330110022 to 530330089003,20.0,4.619999999999999,47.54190500000001,-122.29560000000001,47.599005000000005,-122.298315
530330110022 to 530330092001,16.0,5.78,47.54307,-122.29561,47.599466,-122.325984
530330110022 to 530330093003,12.0,4.34,47.541905,-122.29561,47.585454999999996,-122.321755
530330110022 to 530330098005,13.0,6.593989052,47.54184999999999,-122.298585,47.572901,-122.386411
530330110022 to 530330100012,10.0,2.729061432,47.539765,-122.291364,47.569766,-122.308293
530330110022 to 530330103002,11.0,2.61,47.54177,-122.29592,47.55193,-122.27803
530330110022 to 530330103004,8.0,1.56,47.54023,-122.29288,47.55639,-122.28883
530330110022 to 530330104022,9.0,1.97,47.54016,-122.29285,47.55792,-122.31227
530330110022 to 530330110011,4.5,0.96,47.541889999999995,-122.29563,47.54111,-122.287515
530330110022 to 530330110012,6.0,0.95,47.54186,-122.29557,47.53747,-122.28293
530330110022 to 530330110013,5.0,0.66,47.540191666666665,-122.29287833333332,47.53611,-122.28537
530330110022 to 530330110022,18.76923076923077,0.6146153846153847,47.540777692307685,-122.29393076923074,47.540790769230775,-122.29395384615385
530330110022 to 530330111013,5.0,1.21,47.54022,-122.2929,47.53485,-122.27382
530330110022 to 530330234012,33.0,12.64,47.54189333333333,-122.29563,47.58079,-122.15618666666667
530330110022 to 530330238041,22.0,13.27,47.54307,-122.29561,47.61015,-122.201516
530330110022 to 530330253013,22.0,8.371110112,47.54185,-122.298585,47.492245,-122.194271
530330110022 to 530330284024,17.0,9.69,47.54191,-122.29558,47.44438,-122.30208
530330110022 to 530330298011,23.0,14.43,47.541875000000005,-122.29575,47.358115,-122.29236499999999
530330110022 to 530330300033,27.5,16.235,47.541830000000004,-122.29542000000001,47.359179999999995,-122.31073500000001
530330111011 to 530330111011,0.0,0.0,47.54290200000001,-122.274005,47.54290200000001,-122.274005
530330111012 to 530330081002,36.0,7.53,47.53781,-122.28142,47.60573,-122.33315
530330111012 to 530330110011,4.142857142857143,0.7458389548571428,47.536910285714285,-122.2806587142857,47.54053157142858,-122.28924942857144
530330111012 to 530330110012,3.0,0.347346389,47.536563,-122.280452,47.539912,-122.283828
530330111012 to 530330242002,60.0,16.28,47.53793,-122.28154,47.64021,-122.23716
530330111013 to 530330101002,21.0,4.18,47.53485,-122.27382,47.56369,-122.27649
530330111013 to 530330103004,27.0,2.185,47.53546,-122.27385,47.559345,-122.28866500000001
530330111013 to 530330110011,7.0,1.04,47.53477,-122.27385,47.5405,-122.28889
530330111013 to 530330110022,11.0,1.28,47.5349,-122.27389,47.54016,-122.29288
530330111013 to 530330118006,9.0,0.71,47.5352,-122.28006,47.52977,-122.27267
530330111014 to 530330072001,16.0,6.474064449,47.545196,-122.284668,47.615114,-122.34006200000002
530330111014 to 530330095004,10.0,2.568747714,47.544454,-122.276568,47.576414,-122.292936
530330111014 to 530330103003,4.0,0.52,47.54471,-122.28394,47.55027000000001,-122.28133
530330111014 to 530330105001,12.0,6.148466045,47.545725,-122.285077,47.562536,-122.378226
530330111014 to 530330110012,4.0,0.679779874,47.544454,-122.276568,47.539203,-122.283291
530330111014 to 530330110013,6.0,0.65,47.54096,-122.28273,47.53233,-122.28201
530330111014 to 530330218042,32.0,25.17546744,47.544454,-122.276568,47.7589,-122.19065
530330111014 to 530330297003,26.0,15.95618591,47.544454,-122.276568,47.380933,-122.234843
530330111014 to 530530606001,37.0,30.26,47.54562,-122.28498,47.27393,-122.46372
530330111014 to 530670101002,62.0,55.6,47.54571,-122.285,47.0359,-122.89368
530330111021 to 530330082002,30.0,7.46,47.53471,-122.26596,47.60682,-122.32898
530330111021 to 530330085002,25.0,6.22,47.53471,-122.26603,47.6077,-122.32172
530330111021 to 530330100013,20.0,2.86,47.54175,-122.25996,47.56352,-122.29823
530330111021 to 530330103004,7.0,1.843607757,47.536823,-122.265364,47.55366,-122.287182
530330111021 to 530330118006,3.0,1.143944011,47.542454,-122.264558,47.527191,-122.266438
530330111022 to 530330020002,34.0,13.58,47.54552,-122.26716,47.70038,-122.3136
530330111022 to 530330020003,32.0,13.04,47.5457,-122.26716,47.69295,-122.31506
530330111022 to 530330026004,25.0,12.51,47.54576,-122.26718,47.68783,-122.31433
530330111022 to 530330095002,13.0,3.736303823,47.54584000000001,-122.268376,47.589241,-122.299984
530330111022 to 530330102002,5.5,0.94,47.54559999999999,-122.26716,47.549925,-122.25645
530330111022 to 530330102004,18.0,2.0,47.54438,-122.27053,47.55602,-122.27092
530330111022 to 530330103005,3.0,0.69,47.544879,-122.27428,47.552892,-122.281733
530330111022 to 530330110012,7.0,0.96,47.54548,-122.26716,47.54549,-122.28603
530330111022 to 530330206001,36.0,17.75,47.5457,-122.26716,47.76107,-122.33432
530330111022 to 530330209001,30.0,16.82,47.54571,-122.26739,47.73635,-122.34642
530330111024 to 530330100013,10.0,2.766965063,47.532966,-122.269669,47.563243,-122.29729
530330111024 to 530330103005,5.0,1.496882739,47.539598,-122.270627,47.558877,-122.281651
530330111024 to 530330118006,6.333333333333333,0.2966666666666667,47.53191999999999,-122.26947,47.53010333333333,-122.27054666666665
530330112001 to 530330014003,134.0,13.59,47.53046,-122.33447,47.70164000000001,-122.3638
530330112001 to 530330049003,19.0,9.396993633,47.522382,-122.329407,47.654177,-122.35
530330112001 to 530330058022,17.0,8.017550013,47.530877,-122.33212,47.632945,-122.375436
530330112001 to 530330066002,20.0,9.85,47.52242,-122.32719,47.63962,-122.32703
530330112001 to 530330080014,13.0,6.889140277,47.52668,-122.326363,47.615748,-122.351953
530330112001 to 530330081002,14.0,5.980695875,47.522382,-122.329407,47.605024,-122.334371
530330112001 to 530330109001,8.0,1.8,47.52239,-122.32717,47.53865,-122.32
530330112001 to 530330112002,14.0,0.475,47.526070000000004,-122.329655,47.529215,-122.32392999999999
530330112001 to 530330112003,30.0,1.5693443939999998,47.524652,-122.3261125,47.523544,-122.3197735
530330112001 to 530330268014,8.0,2.394763834,47.523624,-122.324095,47.508052,-122.348086
530330112002 to 530330018003,23.0,11.71843569,47.534699,-122.330406,47.694352,-122.345219
530330112002 to 530330047002,21.5,10.705,47.529309999999995,-122.32395000000001,47.66312,-122.374955
530330112002 to 530330053023,36.0,12.649999999999999,47.529295000000005,-122.323935,47.652335,-122.30581000000001
530330112002 to 530330066001,18.0,9.031006114,47.528409,-122.322663,47.630845,-122.326855
530330112002 to 530330081001,43.0,6.89,47.52791555555555,-122.32275333333334,47.60529,-122.33794000000002
530330112002 to 530330081002,39.5,6.93,47.52838,-122.322045,47.60893,-122.335755
530330112002 to 530330090002,20.0,6.525,47.527865000000006,-122.32274,47.59904,-122.316735
530330112002 to 530330093002,28.666666666666668,5.778333333333333,47.529055,-122.32373000000001,47.59147666666667,-122.33494166666667
530330112002 to 530330093003,12.0,3.2260000000000004,47.52879,-122.323968,47.567672,-122.33126
530330112002 to 530330094002,15.0,6.459151545,47.531806,-122.323065,47.594331,-122.310984
530330112002 to 530330095002,15.0,6.986695524,47.527914,-122.321971,47.584067,-122.301277
530330112002 to 530330096001,19.0,5.665,47.52921,-122.32381,47.58939,-122.38098
530330112002 to 530330096005,14.0,6.25,47.52864,-122.32129,47.59354,-122.3832
530330112002 to 530330098004,20.0,6.21,47.52829000000001,-122.32413,47.56778,-122.38371
530330112002 to 530330098005,16.0,6.1105624139999986,47.531687,-122.320515,47.572274,-122.387069
530330112002 to 530330107021,13.5,4.025,47.529174999999995,-122.323915,47.54956,-122.371685
530330112002 to 530330109002,9.5,2.1185564122500002,47.53110100000001,-122.3227975,47.549012499999996,-122.3259205
530330112002 to 530330112001,16.0,0.53,47.529225,-122.32397,47.526070000000004,-122.329655
530330112002 to 530330112002,17.444444444444443,0.5858433715555554,47.52971222222222,-122.3228118888889,47.52971222222223,-122.32279299999998
530330112002 to 530330112003,2.0,0.290180257,47.5292,-122.320403,47.526284,-122.322499
530330112002 to 530330114021,21.0,3.33,47.52932,-122.32411,47.52332,-122.36428
530330112002 to 530330118006,25.75,5.4225,47.5321925,-122.32885499999999,47.529775000000015,-122.2724975
530330112002 to 530330228033,39.5,19.405,47.527924999999996,-122.32282000000001,47.627660000000006,-122.14102
530330112002 to 530330253022,20.8,8.020000000000001,47.529244,-122.32388,47.48106800000001,-122.21256000000001
530330112002 to 530330262001,20.0,9.14224021275,47.52947499999999,-122.32031425,47.446401,-122.24552550000001
530330112002 to 530330264001,6.0,0.85,47.53216,-122.32878999999998,47.52854,-122.31473
530330112002 to 530330264005,4.0,1.165070625,47.530072,-122.319725,47.516106,-122.315598
530330112002 to 530330265002,8.0,2.4,47.52865,-122.3213,47.51289000000001,-122.35352
530330112002 to 530330266002,10.0,2.68,47.527905000000004,-122.32275,47.51671,-122.36705
530330112002 to 530330279001,12.0,5.644534164,47.529599,-122.318293,47.466838,-122.34053
530330112002 to 530330288013,16.0,9.783486395,47.527512,-122.322284,47.413457,-122.297626
530330112002 to 530330323262,34.0,23.95136657,47.527512,-122.322284,47.693744,-122.08973799999998
530330112002 to 530530609061,37.0,33.01592671,47.529599,-122.318293,47.261459,-122.506748
530330112003 to 530330043011,24.0,11.50095584,47.523409,-122.314664,47.664529,-122.298134
530330112003 to 530330075004,19.0,7.62422217,47.52586,-122.322538,47.613658,-122.31771100000002
530330112003 to 530330081002,16.0,7.198583035,47.521988,-122.319057,47.602255,-122.332078
530330112003 to 530330081003,45.0,7.32,47.52512,-122.32053,47.60885,-122.33955
530330112003 to 530330093002,21.0,5.43,47.52523,-122.32057,47.58827,-122.33349
530330112003 to 530330098001,17.0,5.937199905,47.523156,-122.31924,47.578665,-122.388917
530330112003 to 530330099002,14.0,5.690515617999999,47.521988,-122.319057,47.56277600000001,-122.357799
530330112003 to 530330109001,7.0,2.614107797,47.526722,-122.315135,47.536649,-122.303677
530330112003 to 530330109002,6.0,1.906987599,47.524988,-122.314615,47.547956,-122.32193
530330112003 to 530330112001,25.0,1.09,47.52504,-122.32056,47.52568,-122.32813
530330112003 to 530330112002,4.0,0.2650901285,47.526241999999996,-122.3225295,47.529210000000006,-122.3221565
530330112003 to 530330112003,13.5,1.1712446918333332,47.52534966666666,-122.31719558333334,47.52512325,-122.31725949999999
530330112003 to 530330114021,13.5,3.375919049,47.523534,-122.3198035,47.52225850000001,-122.367133
530330112003 to 530330116006,28.0,5.65,47.52451,-122.31522,47.52755,-122.39664
530330112003 to 530330226053,40.0,24.8,47.52456,-122.31513,47.67559,-122.13846
530330112003 to 530330244001,19.0,11.53513124,47.527142,-122.320507,47.576585,-122.207181
530330112003 to 530330262001,14.0,7.18,47.52363,-122.31524,47.46618,-122.24025
530330112003 to 530330264005,3.0,0.7363246349999999,47.524429999999995,-122.316564,47.516106,-122.315598
530330112003 to 530330272002,8.0,4.043261097,47.523409,-122.314664,47.485696,-122.27263899999998
530330112003 to 530330275003,11.0,5.688030134,47.526196,-122.315101,47.474324,-122.346945
530330112003 to 530330279001,18.0,7.936771783,47.526702,-122.323257,47.46654,-122.338815
530330112003 to 530330284024,22.0,9.91,47.52582,-122.31508999999998,47.43477,-122.29581
530330112003 to 530330323091,55.0,23.88,47.52453,-122.31521,47.68934,-122.14009
530330112003 to 530610411002,36.0,32.36,47.52557,-122.31692,47.93662,-122.22074
530330113001 to 530330043011,67.0,12.51,47.53278,-122.34346,47.66404,-122.29795
530330113001 to 530330075003,29.0,8.45,47.53279000000001,-122.34334,47.62135,-122.31751
530330113001 to 530330081002,18.0,8.538880282,47.532071,-122.343543,47.609145,-122.336704
530330113001 to 530330081003,16.0,6.901567697,47.533058,-122.340392,47.609624,-122.33966399999998
530330113001 to 530330084003,19.0,9.514432752,47.527094,-122.344466,47.613433,-122.325905
530330113001 to 530330093003,17.0,4.88,47.52352,-122.34167,47.56574000000001,-122.33034
530330113001 to 530330099004,26.0,5.84,47.52343,-122.34166,47.56639000000001,-122.36941000000002
530330113001 to 530330106003,10.0,2.64,47.53174,-122.34562,47.54374,-122.38688
530330113001 to 530330108002,7.0,2.190332775,47.527094,-122.344466,47.546813,-122.359457
530330113001 to 530330113001,14.714285714285714,0.41571428571428576,47.52559471428572,-122.34387714285712,47.52549185714285,-122.34361285714286
530330113001 to 530330268014,25.0,1.7299999999999998,47.52436,-122.3433,47.50776,-122.34967
530330113002 to 530330098001,18.0,5.39,47.51821,-122.35511,47.57898,-122.38105
530330113002 to 530330106003,10.5,3.475,47.517945,-122.34845999999999,47.54383,-122.38678999999999
530330113002 to 530330112001,10.0,1.72,47.51743,-122.35507,47.53046,-122.33447
530330113002 to 530330114021,3.0,0.7450238290000001,47.517421,-122.354008,47.523868,-122.36214
530330113002 to 530330114022,4.5,0.32999999999999996,47.5177605,-122.3546745,47.51915050000001,-122.3578275
530330113002 to 530330265002,7.0,0.505,47.517579999999995,-122.354885,47.514790000000005,-122.35493
530330113002 to 530330266002,3.0,13.08,47.51786,-122.34836,47.51632,-122.36745
530330113002 to 530530717061,73.0,43.99,47.51902000000001,-122.35491,47.16048,-122.4758
530330113005 to 530330098005,13.0,4.1631857000000005,47.534001,-122.351374,47.572901,-122.386411
530330113005 to 530330106003,10.0,2.46,47.53334,-122.34914,47.54364,-122.38716
530330114011 to 530330033004,31.0,13.0015668,47.531749,-122.365749,47.67505900000001,-122.387221
530330114011 to 530330075005,21.0,9.041569421,47.529697,-122.365808,47.616308,-122.320566
530330114011 to 530330105001,10.0,3.081378789,47.530099,-122.366238,47.561882,-122.381065
530330114011 to 530330106003,10.5,2.11,47.53103,-122.36445499999999,47.542175,-122.384825
530330114011 to 530330114012,15.0,1.74,47.52864,-122.36587,47.527,-122.36818
530330114012 to 530330010001,51.0,18.14030497,47.525498,-122.365492,47.708691,-122.300905
530330114012 to 530330044004,26.0,14.423999999999998,47.52785000000001,-122.35942200000002,47.66538799999999,-122.31549199999999
530330114012 to 530330068002,24.0,9.329885565,47.527625,-122.365449,47.632698,-122.357239
