bg_od_pair,google_duration,trip_path_distance,origin_lat,origin_lng,dest_lat,dest_lng
530330016001 to 530330052005,18.0,5.606630533,47.702926,-122.381722,47.662109,-122.317692
530330016001 to 530330056004,35.5,6.975,47.70009,-122.37812,47.639565000000005,-122.40194500000001
530330016001 to 530330058014,12.5,4.095,47.70036,-122.37749,47.65111,-122.375075
530330016001 to 530330058022,13.0,4.520474025,47.700257,-122.377658,47.63714,-122.376924
530330016001 to 530330059002,15.0,4.04,47.70055,-122.37764,47.64586,-122.37176
530330016001 to 530330066002,28.0,7.76,47.70006,-122.37773,47.63756,-122.32414
530330016001 to 530330073002,38.0,7.18,47.70041,-122.37741,47.6192,-122.33448
530330016001 to 530330213003,20.0,6.89,47.702203,-122.375054,47.742474,-122.29051
530330016002 to 530330015001,8.0,0.8525000000000001,47.694820833333345,-122.38486916666669,47.699000833333336,-122.38994499999997
530330016002 to 530330016002,53.0,0.85,47.69841,-122.38183,47.6984,-122.38195
530330016002 to 530330016003,4.0,0.858734722,47.696054,-122.38081499999998,47.693111,-122.377582
530330016002 to 530330017011,13.0,1.82,47.6985,-122.38182,47.69181,-122.35891
530330016002 to 530330018002,10.0,2.017591637,47.697015,-122.377918,47.690578,-122.343231
530330016002 to 530330030001,9.0,2.13,47.69844500000001,-122.381835,47.681035,-122.36858000000001
530330016002 to 530330030002,5.0,1.027126263,47.696063,-122.38025,47.688566,-122.374951
530330016002 to 530330031001,6.0,0.61,47.69399,-122.38628,47.68688,-122.38746
530330016002 to 530330032002,9.0,2.437638433,47.696575,-122.377389,47.671511,-122.39158
530330016002 to 530330033003,9.0,1.57,47.69462,-122.38742,47.67487,-122.38156
530330016002 to 530330046001,16.0,3.83,47.69462,-122.38721,47.67274000000001,-122.34371000000002
530330016002 to 530330047002,10.0,2.43,47.69424,-122.3866,47.66687,-122.3766
530330016002 to 530330047003,12.0,2.38,47.6984,-122.38195,47.66974,-122.37458
530330016002 to 530330219031,39.0,24.28,47.69414,-122.38625,47.71306,-122.18201
530330016003 to 530330012003,15.0,3.562319943,47.69299,-122.381919,47.709779,-122.318053
530330016003 to 530330012004,14.0,3.394549773,47.693562,-122.378194,47.711799,-122.324382
530330016003 to 530330013002,11.0,1.58,47.69401,-122.3765,47.70486,-122.3499
530330016003 to 530330014003,6.0,0.99,47.69297,-122.3765,47.70163,-122.36375
530330016003 to 530330014004,4.666666666666667,1.0633333333333332,47.69383333333334,-122.37682333333335,47.70392666666667,-122.37363333333333
530330016003 to 530330015001,6.0,1.42,47.691280000000006,-122.37610000000001,47.699034999999995,-122.38995500000001
530330016003 to 530330016001,2.0,0.398920182,47.69591,-122.375096,47.701556,-122.375545
530330016003 to 530330016002,4.0,0.8593560929999999,47.693111,-122.377582,47.696054,-122.38081499999998
530330016003 to 530330016003,3.5,0.32292117950000004,47.69218375,-122.37632,47.69377875000001,-122.37715750000001
530330016003 to 530330017011,6.0,1.1548180035,47.692394,-122.37688,47.691297,-122.35702649999999
530330016003 to 530330017013,5.0,1.36,47.69266,-122.37655,47.7049,-122.35527
530330016003 to 530330018001,15.0,2.05,47.69096,-122.37734,47.69146,-122.33809000000001
530330016003 to 530330018002,9.5,1.31,47.69085,-122.37594,47.6918,-122.34971
530330016003 to 530330028004,7.0,1.230935951,47.69300000000001,-122.378195,47.690459,-122.354994
530330016003 to 530330029001,5.0,0.924600048,47.69300000000001,-122.378195,47.690436,-122.361766
530330016003 to 530330030002,2.25,0.412375421,47.692541500000004,-122.37727625000001,47.68839275,-122.37595825
530330016003 to 530330033004,9.0,1.56,47.69158,-122.37666000000002,47.67681,-122.3871
530330016003 to 530330033005,5.0,1.168798851,47.691855,-122.375068,47.675997,-122.376757
530330016003 to 530330036004,14.0,3.257848153,47.69299,-122.381919,47.679718,-122.325661
530330016003 to 530330047002,15.0,2.47,47.69302,-122.37632,47.66271,-122.37278
530330016003 to 530330047004,20.0,2.36,47.694999,-122.375835,47.670114,-122.384581
530330016003 to 530330048003,12.0,3.406355822,47.69300000000001,-122.378195,47.652882,-122.358429
530330016003 to 530330058022,11.0,3.340490496,47.691628,-122.38084,47.647316,-122.378501
530330016003 to 530330058023,13.0,4.14,47.69274,-122.37626000000002,47.64035,-122.38689
530330016003 to 530330068002,17.0,5.069765989,47.691628,-122.38083999999999,47.636909,-122.356042
530330016003 to 530330071002,17.0,5.589232145,47.6930505,-122.3797505,47.6226405,-122.356723
530330016003 to 530330072001,38.0,7.74,47.69291,-122.37656,47.61287,-122.33959
530330016003 to 530330075004,24.0,8.184077441,47.692988,-122.379991,47.614428,-122.316627
530330016003 to 530330081001,23.0,7.151358839,47.692988,-122.379991,47.602649,-122.335917
530330016003 to 530330081002,39.0,9.06,47.69382,-122.37676,47.60647,-122.33538
530330016003 to 530330082001,20.0,8.436975438,47.693562,-122.378194,47.612293,-122.33628799999998
530330016003 to 530330086002,25.0,9.382080729,47.691628,-122.38084,47.609773,-122.317472
530330016003 to 530330093003,50.0,11.99,47.69378,-122.37675,47.58377,-122.33444
530330016003 to 530330243002,25.0,13.56763579,47.691628,-122.38084,47.588398,-122.237212
530330016003 to 530330323271,36.0,24.25,47.69123,-122.3787,47.71941,-122.04368999999998
530330016003 to 530610417013,56.0,29.25,47.69084,-122.3778,47.89845,-122.21432
530330017011 to 530330004022,13.0,4.18,47.69174,-122.35890666666667,47.72299666666667,-122.34794666666666
530330017011 to 530330006004,11.0,2.614729168,47.69105,-122.357318,47.71373,-122.335551
530330017011 to 530330010002,14.0,3.675409465,47.691345,-122.355685,47.701687,-122.297209
530330017011 to 530330012001,14.0,3.48,47.69157,-122.3621,47.70143,-122.31345
530330017011 to 530330012003,12.0,2.84,47.69116,-122.3535,47.70964,-122.31936
530330017011 to 530330013002,13.6,1.3579999999999999,47.691634,-122.357248,47.705248000000005,-122.348196
530330017011 to 530330013003,3.5,0.7225119145,47.692073,-122.3565035,47.698268,-122.3478625
530330017011 to 530330014002,7.0,1.32,47.691644999999994,-122.35860500000001,47.70659,-122.352215
530330017011 to 530330014003,5.0,1.177498045,47.692305,-122.35553,47.704154,-122.358319
530330017011 to 530330015001,9.0,2.35,47.69151,-122.35888,47.69903,-122.3901
530330017011 to 530330016003,6.0,1.225343612,47.690599,-122.355272,47.693111,-122.377582
530330017011 to 530330017011,8.6,0.4843508099999999,47.69140535000001,-122.35614584999999,47.69148690000001,-122.356925
530330017011 to 530330017012,4.0,0.37,47.691275000000005,-122.35521,47.69469,-122.35478499999999
530330017011 to 530330017022,9.0,1.14,47.6907,-122.35735,47.69076,-122.37295
530330017011 to 530330018001,5.5,0.9,47.691852499999996,-122.3544425,47.69351,-122.33795749999999
530330017011 to 530330018002,5.0,0.830125832,47.692031400000005,-122.35738719999999,47.6917104,-122.3424244
530330017011 to 530330018003,9.833333333333334,0.6466666666666667,47.69185166666667,-122.35784999999998,47.69455333333334,-122.34963666666665
530330017011 to 530330019001,10.0,2.164235193,47.69178400000001,-122.355548,47.702965,-122.324136
530330017011 to 530330019003,11.0,2.11,47.69212,-122.35554,47.69062,-122.32308
530330017011 to 530330024001,15.0,3.79,47.69121,-122.35325,47.68587,-122.28515
530330017011 to 530330026003,12.0,2.995629591,47.691995,-122.358781,47.677287,-122.310561
530330017011 to 530330027004,7.428571428571429,1.2770019677142856,47.691345000000005,-122.35611014285713,47.685385142857136,-122.3425157142857
530330017011 to 530330028003,4.0,0.87,47.69151,-122.35785,47.68145,-122.35518
530330017011 to 530330028004,3.1666666666666665,0.32412326233333333,47.69134433333334,-122.354352,47.68946650000001,-122.35013133333332
530330017011 to 530330029001,6.25,0.3598695715,47.691713,-122.3552265,47.6882855,-122.3570725
530330017011 to 530330029002,8.0,0.84,47.69092,-122.35152,47.68576,-122.35531
530330017011 to 530330030002,7.0,1.1642646663333334,47.69157966666666,-122.35750966666667,47.68917000000001,-122.37563899999999
530330017011 to 530330032003,15.0,3.45,47.69144,-122.35616,47.66899,-122.38868
530330017011 to 530330032004,14.0,3.39,47.69179000000001,-122.35892,47.66903,-122.39575
530330017011 to 530330032006,18.0,4.23,47.69092,-122.35373,47.67358,-122.40671
530330017011 to 530330033002,6.0,1.866598484,47.691995,-122.358781,47.673599,-122.37108
530330017011 to 530330036002,10.333333333333334,2.2012401353333333,47.69157666666666,-122.35841666666666,47.68079666666667,-122.32457566666666
530330017011 to 530330036004,9.5,2.28902720475,47.6913005,-122.35521324999999,47.67896725,-122.32663175
530330017011 to 530330040001,18.0,5.26301237,47.691789,-122.353626,47.68157,-122.260945
530330017011 to 530330041006,20.0,5.71,47.69094000000001,-122.35283,47.6561,-122.27342
530330017011 to 530330045002,15.0,2.61,47.69151,-122.35878999999998,47.67153,-122.32717
530330017011 to 530330046001,10.0,1.82,47.69096,-122.35699,47.68144,-122.32723
530330017011 to 530330047002,17.0,2.89,47.69146,-122.35904,47.66035,-122.36795
530330017011 to 530330047003,10.0,2.4349999999999996,47.692065,-122.355075,47.672115,-122.37464
530330017011 to 530330047004,26.0,3.31,47.691395,-122.35369499999999,47.667355,-122.38134500000001
530330017011 to 530330048002,15.0,3.04,47.69238,-122.35857,47.6574,-122.35926
530330017011 to 530330048003,13.0,2.65,47.69199,-122.35878999999998,47.65363,-122.35878
530330017011 to 530330049003,10.0,2.98,47.69142,-122.35745,47.65253,-122.35427
530330017011 to 530330052002,13.666666666666666,4.0,47.69075,-122.35689,47.65824,-122.31880666666666
530330017011 to 530330053023,16.75,4.719312745,47.691839,-122.35355949999999,47.654996,-122.30498075000001
530330017011 to 530330058023,14.0,4.75,47.69237,-122.35509,47.64039,-122.38703
530330017011 to 530330070003,13.0,5.246535217,47.6911235,-122.3519405,47.625498,-122.35158000000001
530330017011 to 530330071001,34.0,6.955,47.690925,-122.35157000000001,47.622575,-122.35941
530330017011 to 530330071002,25.333333333333332,6.129933695333334,47.69100433333333,-122.35470466666668,47.62292266666666,-122.35388999999999
530330017011 to 530330072001,24.75,6.331427971,47.6917285,-122.35458349999999,47.61600525,-122.3407895
530330017011 to 530330072002,14.0,5.801741027,47.690766,-122.351822,47.6178,-122.344448
530330017011 to 530330073003,33.75,6.847679810500001,47.691818999999995,-122.3557475,47.61798025,-122.33588574999999
530330017011 to 530330075004,16.0,6.655504781,47.69083300000001,-122.350949,47.614792,-122.31651
530330017011 to 530330077001,14.0,6.916480601,47.690766,-122.351822,47.625202,-122.293635
530330017011 to 530330080014,12.0,6.27,47.69162,-122.35928,47.61517,-122.35146
530330017011 to 530330080022,15.0,6.7,47.69179000000001,-122.35895,47.61486,-122.35121
530330017011 to 530330081001,13.0,7.094192707,47.690766,-122.351822,47.60782800000001,-122.338124
530330017011 to 530330081002,37.0,9.0,47.69085,-122.35165,47.60386,-122.3325
530330017011 to 530330082001,11.0,6.802148337,47.691167,-122.350901,47.610201,-122.332534
530330017011 to 530330084001,14.0,6.777293497,47.690766,-122.351822,47.616268,-122.321584
530330017011 to 530330093002,44.0,9.115,47.6909125,-122.35163,47.59854,-122.33478749999999
530330017011 to 530330115003,26.0,13.37,47.69195,-122.35864,47.53407,-122.37642
530330017011 to 530330224004,58.0,13.64,47.69187,-122.35578999999998,47.67915,-122.19866
530330017011 to 530330227031,25.0,16.28,47.69116,-122.35321,47.65749,-122.17078
530330017011 to 530330323092,28.0,17.81,47.69187,-122.35577,47.67372,-122.12471
530330017011 to 530610420053,31.0,20.0361079,47.691789,-122.353626,47.896996,-122.321891
530330017011 to 530610504021,22.0,10.98,47.69082,-122.35172,47.80084,-122.33321
530330017011 to 530610519252,35.0,18.038,47.691646,-122.360212,47.80142800000001,-122.19401
530330017012 to 530330013002,55.0,2.45,47.69247,-122.3553,47.70606,-122.34301
530330017012 to 530330013003,5.0,0.73,47.6927,-122.35525,47.69811,-122.3486
530330017012 to 530330014002,4.0,1.080564169,47.694184,-122.355337,47.708023,-122.352425
530330017012 to 530330014003,7.0,0.86,47.69879,-122.35275,47.70136,-122.36446
530330017012 to 530330017011,2.75,0.24549657649999998,47.692755250000005,-122.35509199999998,47.69120925000001,-122.35518525
530330017012 to 530330017012,10.0,0.385,47.69507,-122.35251,47.693195,-122.35291000000001
530330017012 to 530330018001,6.0,0.92,47.69276,-122.35521,47.69345,-122.3381
530330017012 to 530330018002,6.0,0.60631857,47.695425,-122.3547755,47.6912595,-122.3487705
530330017012 to 530330018003,3.0,0.3138812074736842,47.694284631578945,-122.35234152631577,47.69562063157894,-122.34903694736845
530330017012 to 530330022002,14.0,3.944463108,47.693659,-122.354879,47.697689,-122.28906
530330017012 to 530330029002,7.0,1.02,47.69494,-122.35405,47.68264,-122.35545
530330017012 to 530330030004,13.0,2.37,47.69326,-122.35059,47.67964,-122.37711000000002
530330017012 to 530330035003,11.0,1.97,47.6966,-122.35423,47.66824,-122.35077
530330017012 to 530330059003,14.0,5.215166803,47.693712,-122.353794,47.64958,-122.361537
530330017012 to 530330072001,37.0,6.305,47.696565,-122.354255,47.62173,-122.341435
530330017012 to 530330114022,89.0,15.62,47.69286,-122.35507,47.51826,-122.35868
530330017013 to 530330004013,5.0,1.4328815259999998,47.704861,-122.35496100000002,47.723785,-122.353737
530330017013 to 530330013002,4.0,0.6,47.70492,-122.35411,47.7058,-122.34477
530330017013 to 530330013003,4.0,0.727625441,47.704553,-122.354988,47.701955,-122.345832
530330017013 to 530330014002,4.0,0.848171415,47.700472,-122.350879,47.70597,-122.361176
530330017013 to 530330014003,4.0,0.57,47.70491,-122.35423,47.70138,-122.36386
530330017013 to 530330017013,1.0,0.09,47.7049,-122.35527,47.70366,-122.35496
530330017013 to 530330018002,2.0,0.65,47.70022,-122.35531,47.69169,-122.34961
530330017013 to 530330053012,13.0,4.118446988,47.700472,-122.350879,47.661496,-122.316228
530330017013 to 530330072002,40.0,6.04,47.70363,-122.35176,47.61629,-122.346
530330017013 to 530330081003,22.0,6.9350000000000005,47.70434,-122.3551,47.610095,-122.34053
530330017013 to 530330091002,49.666666666666664,7.38,47.70363,-122.35176,47.59812,-122.32748
530330017013 to 530330093003,56.0,9.5,47.70384,-122.35502,47.57906,-122.3276
530330017013 to 530330114022,34.0,14.61,47.70495,-122.35469,47.51826,-122.35868
530330017013 to 530330209001,10.0,2.933492491,47.704125,-122.351092,47.735557,-122.345662
530330017013 to 530330210003,11.0,2.750809417,47.700472,-122.350879,47.735861,-122.344706
530330017021 to 530330003002,8.0,2.36,47.70379000000001,-122.35549,47.73096,-122.34485
530330017021 to 530330007001,13.0,3.53,47.70443,-122.3559,47.71764,-122.29216
530330017021 to 530330017011,5.0,0.39749999999999996,47.6964625,-122.356325,47.6911425,-122.35646
530330017021 to 530330017012,22.0,1.6,47.69696,-122.35604,47.69247,-122.3553
530330017021 to 530330018002,7.0,1.11,47.70289,-122.3574,47.69179000000001,-122.34971000000002
530330017021 to 530330029001,5.5,1.0550000000000002,47.70331,-122.3575,47.689595,-122.35557
530330017021 to 530330033001,12.0,2.54,47.70285,-122.35573,47.67791,-122.37219
530330017021 to 530330033003,12.0,2.31,47.69487999999999,-122.35803,47.67409,-122.37795
530330017021 to 530330043011,18.0,4.782692587,47.696873,-122.356176,47.663148,-122.298247
530330017021 to 530610519272,22.0,14.32,47.70216,-122.35923,47.84907000000001,-122.23046
530330017022 to 530330017011,11.0,1.12,47.69081,-122.37291,47.6907,-122.35735
530330017022 to 530330019002,34.0,4.06,47.69076,-122.37295,47.69233,-122.31791
530330017022 to 530330024003,16.0,3.99,47.69094000000001,-122.36581,47.68675,-122.29577
530330017022 to 530330043012,19.0,5.43,47.69071,-122.37297,47.67207,-122.2995
530330017022 to 530330073002,14.0,7.14,47.69078,-122.3658,47.61682,-122.3331
530330017022 to 530330323092,29.0,18.41,47.69084,-122.36577,47.67857,-122.13067
530330017023 to 530330017022,14.0,1.7,47.69648,-122.37206,47.69084,-122.36577
530330017023 to 530330017024,6.0,0.675,47.696495,-122.37168,47.694810000000004,-122.36063
530330017023 to 530330020002,16.333333333333332,3.5933333333333333,47.69648,-122.37195000000001,47.70117666666667,-122.31674333333335
530330017023 to 530330033004,7.0,2.21,47.69658,-122.37178,47.67536,-122.38707
530330017023 to 530330047004,10.0,2.89,47.69836,-122.36618,47.66693,-122.3838
530330017024 to 530330004011,11.5,2.98,47.694810000000004,-122.36063,47.73253,-122.35479000000001
530330017024 to 530330013002,5.0,0.72,47.70108,-122.36286,47.70304,-122.34907
530330017024 to 530330014002,13.0,0.92,47.70133,-122.36255,47.70802,-122.35032
530330017024 to 530330015001,5.0,1.53,47.70076,-122.36295,47.69907,-122.38999
530330017024 to 530330028004,8.0,1.650361376,47.70104,-122.362783,47.68946500000001,-122.345007
530330017024 to 530610512002,18.0,8.85,47.70124000000001,-122.36265,47.79194,-122.29858
530330018001 to 530330001002,15.0,4.837994606,47.696914,-122.338395,47.732876,-122.291984
530330018001 to 530330004021,10.0,2.532086825,47.697095,-122.341125,47.723953,-122.356107
530330018001 to 530330006003,9.0,1.84,47.69347,-122.33794,47.71455,-122.34326
530330018001 to 530330012005,5.5,1.3499284975,47.696186,-122.341465,47.709233499999996,-122.33271099999999
530330018001 to 530330013001,4.0,1.207945224,47.690519,-122.336438,47.704838,-122.336425
530330018001 to 530330014003,10.0,1.862248887,47.691348,-122.339505,47.701888,-122.363765
530330018001 to 530330015002,20.0,3.1300000000000003,47.69151,-122.33845000000001,47.69531,-122.3981
530330018001 to 530330017011,8.75,0.885,47.69348,-122.3380425,47.692035000000004,-122.3523225
530330018001 to 530330018001,6.25,0.22000000000000003,47.69586625,-122.34031475000002,47.69569475,-122.34038749999999
530330018001 to 530330018002,1.0,0.2252469875,47.6931505,-122.339841,47.691743,-122.341957
530330018001 to 530330019001,6.0,1.263247243,47.69613,-122.340346,47.698841,-122.324762
530330018001 to 530330019003,3.0,0.721411731,47.691348,-122.339505,47.690924,-122.332254
530330018001 to 530330028004,8.0,1.465814189,47.696099,-122.34083400000002,47.690459,-122.354994
530330018001 to 530330036002,7.0,1.14,47.69345,-122.3381,47.68153,-122.32695
530330018001 to 530330046001,6.0,1.13,47.691348,-122.339505,47.68026,-122.328503
530330018001 to 530330047002,18.0,3.35,47.69151,-122.33822000000002,47.66581,-122.37605
530330018001 to 530330053023,16.0,4.366995388,47.696914,-122.338395,47.655335,-122.30352
530330018001 to 530330066001,13.0,5.287245839,47.697095,-122.341125,47.636555,-122.328281
530330018001 to 530330071001,17.0,7.191747953999998,47.696324,-122.341691,47.62533300000001,-122.367261
530330018001 to 530330072001,35.2,6.2700000000000005,47.69345199999999,-122.33800999999998,47.624036000000004,-122.34643000000001
530330018001 to 530330073003,33.0,5.7,47.69149,-122.338325,47.61486000000001,-122.33525
530330018001 to 530330081001,26.0,8.14,47.69146,-122.33809000000001,47.607499999999995,-122.34237
530330018001 to 530330082001,11.0,6.67352454,47.696181,-122.341257,47.610201,-122.332534
530330018001 to 530330082002,16.0,6.75,47.6915,-122.33836000000001,47.60716,-122.32896
530330018001 to 530330085002,20.0,7.29,47.69086,-122.33723,47.60694,-122.32251
530330018001 to 530330085003,14.0,7.411713288,47.696099,-122.34083400000002,47.603895,-122.324132
530330018001 to 530330092002,17.0,8.000772996,47.696324,-122.341691,47.600882,-122.334249
530330018001 to 530330093002,24.5,9.85,47.692032499999996,-122.3383025,47.5834825,-122.33528249999998
530330018001 to 530330093003,23.3,10.128,47.691494,-122.33834899999997,47.581159,-122.335005
530330018001 to 530330114013,21.0,13.65276361,47.691348,-122.339505,47.535345,-122.358759
530330018001 to 530330203005,19.0,9.12,47.69354000000001,-122.33783,47.77527,-122.34482
530330018001 to 530330209003,16.0,4.841101461,47.691795,-122.33469,47.747407,-122.358382
530330018001 to 530330284024,22.0,19.62,47.69155,-122.33819,47.44294,-122.30035
530330018001 to 530330290041,30.0,23.50025122,47.696099,-122.34083400000002,47.393664,-122.296407
530330018001 to 530610411001,30.0,20.7494418,47.697095,-122.341125,47.947261,-122.210064
530330018001 to 530610518041,23.0,14.15,47.69349,-122.33803,47.85355,-122.25835
530330018001 to 530610519252,24.0,17.10447952,47.691795,-122.33469,47.80029,-122.192882
530330018002 to 530330001002,17.0,6.368431379,47.691757,-122.343235,47.729744,-122.29212
530330018002 to 530330006001,13.0,2.6,47.69404,-122.34275,47.72603,-122.34335
530330018002 to 530330006004,7.0,1.94,47.693378,-122.343113,47.714179,-122.336878
530330018002 to 530330012002,6.0,1.756615817,47.69325,-122.343283,47.704589,-122.322933
530330018002 to 530330012004,7.0,1.853549693,47.693999,-122.341115,47.70585300000001,-122.325838
530330018002 to 530330012005,10.5,1.98,47.69157500000001,-122.34931,47.708070000000006,-122.33344
530330018002 to 530330013003,3.5,0.613414939,47.692478,-122.34265400000001,47.698516,-122.3440605
530330018002 to 530330016002,10.0,2.089049302,47.690578,-122.343231,47.697015,-122.377918
530330018002 to 530330016003,9.0,1.8931579816666666,47.69229933333333,-122.34750766666667,47.691125666666665,-122.37601933333333
530330018002 to 530330017011,6.8,0.8791351050000001,47.691258,-122.34258599999998,47.6919844,-122.357561
530330018002 to 530330017012,3.0,0.83263714,47.690739,-122.347841,47.698,-122.355081
530330018002 to 530330017021,14.5,0.96,47.691755,-122.3497,47.702875,-122.35726
530330018002 to 530330017024,8.0,1.669002506,47.691743,-122.341957,47.70104,-122.362783
530330018002 to 530330018001,1.5,0.2252469875,47.691743,-122.341957,47.6931505,-122.339841
530330018002 to 530330018002,27.833333333333332,2.597294898,47.69146533333333,-122.34329133333334,47.69156949999999,-122.34369966666667
530330018002 to 530330019001,13.0,2.355,47.690925,-122.34425999999999,47.7002,-122.32607
530330018002 to 530330027004,4.0,0.9850000000000001,47.692452,-122.347172,47.683149,-122.3440855
530330018002 to 530330029002,6.5,1.326481494,47.692939499999994,-122.3443075,47.681132000000005,-122.355513
530330018002 to 530330032003,17.0,3.903452622,47.691757,-122.343235,47.668415,-122.393106
530330018002 to 530330033005,12.0,2.888132408,47.691959,-122.342719,47.679217,-122.386031
530330018002 to 530330035002,8.0,1.54,47.69083,-122.34487,47.67583,-122.35426
530330018002 to 530330036001,11.0,2.880675956,47.691757,-122.343235,47.672508,-122.317726
530330018002 to 530330036002,6.0,1.370744426,47.693199,-122.342073,47.680317,-122.325877
530330018002 to 530330036004,8.0,2.1413393665,47.691174000000004,-122.3465405,47.6776675,-122.32722150000001
530330018002 to 530330043021,13.0,3.36,47.69195,-122.34761,47.66736,-122.30536
530330018002 to 530330044002,7.0,2.036854138,47.690842,-122.341513,47.673136,-122.317089
530330018002 to 530330046001,14.5,1.5799999999999998,47.69153275,-122.343239,47.679198750000005,-122.33489675000001
530330018002 to 530330046002,17.0,2.38,47.691015,-122.342025,47.66877,-122.33322
530330018002 to 530330047004,20.0,3.865,47.692174,-122.3425965,47.6661945,-122.38133049999999
530330018002 to 530330049002,9.5,3.255,47.69101,-122.34198500000001,47.65166,-122.354135
530330018002 to 530330049004,11.0,2.62,47.69102,-122.34196,47.65849,-122.3502
530330018002 to 530330053012,8.5,3.185,47.691199999999995,-122.34728,47.66206,-122.31518
530330018002 to 530330053013,9.5,3.2966838405,47.6915075,-122.3415195,47.6598005,-122.31456850000001
530330018002 to 530330053022,42.0,4.68,47.69101,-122.34205,47.65104,-122.31282
530330018002 to 530330053023,21.6,3.8414361696,47.69111610000001,-122.34254709999998,47.654522199999995,-122.30997399999998
530330018002 to 530330054003,22.0,3.51,47.691395,-122.34582,47.6489,-122.34359
530330018002 to 530330054004,9.0,2.893103376,47.690732,-122.345077,47.656404,-122.345659
530330018002 to 530330066001,15.0,5.85,47.6918,-122.34978,47.6248,-122.33393999999998
530330018002 to 530330068002,15.5,4.51,47.691010000000006,-122.342005,47.635205,-122.35719499999999
530330018002 to 530330069001,14.0,4.52,47.69171,-122.3498,47.63885,-122.36657
530330018002 to 530330071002,16.0,5.692379731,47.691757,-122.343235,47.619766,-122.352178
530330018002 to 530330072001,25.8,6.39,47.69178000000001,-122.34974200000002,47.61379,-122.34151200000001
530330018002 to 530330072002,18.0,6.6910104705,47.691771,-122.342585,47.616083,-122.3437715
530330018002 to 530330073001,20.0,6.35,47.69178,-122.34971000000002,47.62055,-122.3316
530330018002 to 530330073002,10.0,6.016114022,47.690739,-122.347841,47.619201,-122.330794
530330018002 to 530330073003,10.5,5.8909077655,47.69071,-122.34237200000001,47.6215335,-122.33696
530330018002 to 530330080021,25.0,6.52,47.69086,-122.34406,47.61344,-122.34358
530330018002 to 530330080022,14.0,5.912966436,47.693633,-122.345805,47.61159,-122.347554
530330018002 to 530330086002,19.0,7.82,47.69401,-122.34396,47.61166,-122.31947
530330018002 to 530330088001,16.0,7.320371751,47.693199,-122.342073,47.612763,-122.302308
530330018002 to 530330091002,50.0,8.72,47.693999,-122.341115,47.597417,-122.327372
530330018002 to 530330092002,17.0,7.916887911,47.691432,-122.344168,47.601422,-122.329373
530330018002 to 530330093002,28.0,8.23,47.69178,-122.3497,47.59122,-122.33305
530330018002 to 530330207002,31.0,4.79,47.69099,-122.34437,47.75693,-122.34757
530330018002 to 530330227031,25.0,8.49,47.6908,-122.34555,47.66389,-122.16745
530330018002 to 530330228031,18.0,14.35491284,47.690738,-122.343065,47.647456,-122.136957
530330018002 to 530330234012,31.333333333333332,16.36,47.691660000000006,-122.34064,47.583463333333334,-122.15470666666666
530330018002 to 530330250063,27.5,20.02,47.691755,-122.3497,47.53649,-122.115375
530330018002 to 530330263001,19.0,15.35842701,47.690578,-122.343231,47.517993,-122.296384
530330018002 to 530330284024,24.0,20.25110226,47.690739,-122.347841,47.45025,-122.308817
530330018002 to 530330316041,41.0,36.33,47.69167,-122.34047,47.35088,-122.04213
530330018002 to 530610514001,25.75,11.0275,47.691755,-122.3497125,47.8169725,-122.2885825
530330018002 to 530610519051,15.0,11.22,47.69179000000001,-122.34974,47.8169,-122.28807
530330018003 to 530330004011,9.0,2.56,47.69677,-122.349251,47.728039,-122.345781
530330018003 to 530330004022,10.0,1.5875062805,47.6945535,-122.34900599999999,47.715686500000004,-122.34649300000001
530330018003 to 530330005003,8.0,2.601680377,47.695478,-122.349267,47.719699,-122.36978800000001
530330018003 to 530330006003,6.0,1.36,47.6951,-122.34307,47.7141,-122.34352
530330018003 to 530330006004,7.8,1.8538386276,47.69694080000001,-122.34793280000001,47.71373,-122.3336524
530330018003 to 530330013001,4.333333333333333,1.1554591653333335,47.69388333333334,-122.34530566666668,47.70445433333333,-122.33511366666666
530330018003 to 530330013002,7.0,1.77,47.69496,-122.34293,47.70552,-122.34458
530330018003 to 530330013003,5.4,0.31876661720000005,47.6957788,-122.3466396,47.6996498,-122.347728
530330018003 to 530330015001,11.0,2.8309662760000003,47.696795,-122.342784,47.69083,-122.388403
530330018003 to 530330017011,7.166666666666667,0.8466213125000001,47.694505666666664,-122.34877366666667,47.69182166666667,-122.35889249999998
530330018003 to 530330017012,3.75,0.31917284814999997,47.69501915000002,-122.34932565000001,47.69466540000001,-122.35288475
530330018003 to 530330018003,1.0,0.264704046,47.6966685,-122.34868200000001,47.6966685,-122.348682
530330018003 to 530330019001,10.0,2.092777528,47.697073,-122.348969,47.700818,-122.323697
530330018003 to 530330027004,17.5,0.795,47.694975,-122.342885,47.68603,-122.33824
530330018003 to 530330028004,13.0,0.6,47.69452,-122.3498,47.68925,-122.35517
530330018003 to 530330029002,5.0,1.089263363,47.694352,-122.345219,47.68531,-122.355667
530330018003 to 530330030004,13.0,2.45,47.69453,-122.3496,47.67967,-122.37709
530330018003 to 530330033001,11.0,2.594845296,47.696238,-122.349096,47.67895,-122.37643
530330018003 to 530330033002,12.333333333333334,2.1300000000000003,47.694476666666674,-122.34984000000001,47.67584666666667,-122.36646333333334
530330018003 to 530330035003,9.0,2.258683585,47.697162,-122.347075,47.667125,-122.350321
530330018003 to 530330036001,11.0,2.822267082,47.696238,-122.349096,47.675105,-122.317889
