The Mailbox Seattle,300 Lenora Street,Seattle,47.613428000000006,-122.342249,ChIJ0QkxikwVkFQR9nNfmEbmCSg,4.6,post_office,"0    2.814792
Name: distance.value, dtype: float64"
US Post Office,4501 9th Avenue Northwest,Seattle,47.6617343,-122.369676,ChIJg5g_0LAVkFQRurF5mnEdUL4,1.4,post_office,"0    6.347421
Name: distance.value, dtype: float64"
Magnolia Mailbox,3213 West Wheeler Street,Seattle,47.6398944,-122.3990784,ChIJaf_E8IAVkFQRIGvkDvgo0-Y,5.0,post_office,"0    6.449347
Name: distance.value, dtype: float64"
United States Postal Service,409 Maynard Avenue South Ste 109,Seattle,47.5989524,-122.3252481,ChIJL7QGb7xqkFQRwAV4Qb4ljvg,2.6,post_office,"0    2.334369
Name: distance.value, dtype: float64"
United States Postal Service,1150 23rd Avenue,Seattle,47.6125599,-122.3021842,ChIJa7eVsdBqkFQRUPYjtq-M_do,2.2,post_office,"0    0.428838
Name: distance.value, dtype: float64"
United States Postal Service,Ste 25,Seattle,47.60614320000001,-122.33376409999998,ChIJYyyJPLFqkFQRJRHDsGCtXhc,3.8,post_office,"0    1.909882
Name: distance.value, dtype: float64"
United States Postal Service,212 Broadway East,Seattle,47.6204931,-122.3205079,ChIJ6zulfzIVkFQRpomgrAahnro,2.9,post_office,"0    1.430081
Name: distance.value, dtype: float64"
United States Postal Service,301 Union Street,Seattle,47.6086676,-122.3364571,ChIJlRZwlrNqkFQRKdEyR26ViKA,2.4,post_office,"0    2.174643
Name: distance.value, dtype: float64"
United States Postal Service,909 1st Avenue Ste 100,Seattle,47.604256,-122.3361989,ChIJJyE1MrBqkFQR7nbdOBif6f4,3.4,post_office,"0    2.08266
Name: distance.value, dtype: float64"
US Post Office,217 1st Avenue South,Seattle,47.6002614,-122.3344314,ChIJu3fGOqVqkFQRJoFbOJns17E,4.5,post_office,"0    2.691112
Name: distance.value, dtype: float64"
United States Postal Service,217 1st Avenue South,Seattle,47.6002388,-122.33459109999998,ChIJC-n4L6VqkFQRWWkqhFEXDFw,2.6,post_office,"0    2.719702
Name: distance.value, dtype: float64"
US Post Office,2512 5th Avenue,Seattle,47.6177646,-122.3457107,ChIJ82I21U4VkFQRFtd8qEtQ47Q,3.1,post_office,"0    2.694842
Name: distance.value, dtype: float64"
United States Postal Service,2420 4th Avenue South,Seattle,47.58151059999999,-122.3283716,ChIJq1b5AyhAkFQRP47iaCBvZw8,2.5,post_office,"0    4.28527
Name: distance.value, dtype: float64"
USPS Seattle Carrier Annex,2460 4th Ave S,Seattle,47.5809179,-122.3282879,ChIJi5Z4IihAkFQR3QTJazBozEo,2.3,post_office,"0    4.216905
Name: distance.value, dtype: float64"
United States Postal Service,4244 University Way Northeast,Seattle,47.65957239999999,-122.3128135,ChIJ942DrfQUkFQRZGAt56Ohmps,2.4,post_office,"0    3.882536
Name: distance.value, dtype: float64"
United States Postal Service,3727 South Alaska Street,Seattle,47.56027989999999,-122.2858223,ChIJz-KZGg1qkFQRo0Y-oSaIRb4,2.3,post_office,"0    4.154133
Name: distance.value, dtype: float64"
United States Postal Service,816 Evergreen Point Road,Medina,47.6179327,-122.2385665,ChIJd5j2RWZrkFQRPeiFwRyNrRc,2.3,post_office,"0    7.320075
Name: distance.value, dtype: float64"
United States Postal Service,620 South Orcas Street,Seattle,47.55215799999999,-122.3258137,ChIJRS6_QcBBkFQRlQtUIRGDdeo,3.0,post_office,"0    5.903667
Name: distance.value, dtype: float64"
United States Postal Service,1329 North 47th Street,Seattle,47.6624631,-122.3410231,ChIJ7TFoHVEUkFQRltvh5aJS3Jo,2.4,post_office,"0    4.986327
Name: distance.value, dtype: float64"
United States Postal Service,3040 78th Avenue Southeast,Mercer Island,47.582406,-122.2331304,ChIJ_bK50blrkFQRxzgIM4xHuqI,3.0,post_office,"0    6.351771
Name: distance.value, dtype: float64"
United States Postal Service,3211 West McGraw Street,Seattle,47.6393514,-122.3989834,ChIJkSZt9oAVkFQRsV3w_H9S5Kw,3.8,post_office,"0    6.411436
Name: distance.value, dtype: float64"
United States Postal Service,4412 California Avenue Southwest,Seattle,47.5642222,-122.3863326,ChIJ1SxBgvdAkFQRAKl8em4HrxM,2.8,post_office,"0    7.633934
Name: distance.value, dtype: float64"
USPS Interbay Carrier Annex,2010 15th Avenue West,Seattle,47.63720360000001,-122.3756404,ChIJI5_94HAVkFQRg3Poo-unrl8,1.9,post_office,"0    5.120572
Name: distance.value, dtype: float64"
Grover Cleveland STEM High School,5511 15th Avenue South,Seattle,47.55236220000001,-122.314021,ChIJYbGUT-hBkFQRXG4nuRGwSvY,3.3,school,"0    5.345556
Name: distance.value, dtype: float64"
Garfield High School,400 23rd Avenue,Seattle,47.6053376,-122.301866,ChIJaztWtlYUkFQRkScCEvdkRyk,3.5,school,"0    1.041641
Name: distance.value, dtype: float64"
Franklin High School,3013 South Mount Baker Boulevard,Seattle,47.57641400000001,-122.292936,ChIJlzcBdGRqkFQRzFaR1RePZ0w,3.5,school,"0    2.99192
Name: distance.value, dtype: float64"
Thurgood Marshall Elementary School,2401 South Irving Street,Seattle,47.590961,-122.299264,ChIJU9pHm_JqkFQR--eB9B8rKmA,4.6,school,"0    1.893723
Name: distance.value, dtype: float64"
Beacon Hill Elementary School,2025 14th Avenue South,Seattle,47.5850774,-122.3153293,ChIJSQoiaYVqkFQRHSr6tTN3HnU,4.3,school,"0    3.098198
Name: distance.value, dtype: float64"
Washington Middle School,2101 South Jackson Street,Seattle,47.59797070000001,-122.3039394,ChIJj0OYM-pqkFQRtWPBTpmjiDQ,3.5,school,"0    1.686762
Name: distance.value, dtype: float64"
O'Dea High School,802 Terry Avenue,Seattle,47.6079995,-122.3252348,ChIJJxHNzbdqkFQR24Q9Qe59kUc,3.8,school,"0    1.865134
Name: distance.value, dtype: float64"
Mercer Middle School,1600 South Columbian Way,Seattle,47.5640958,-122.3120601,ChIJwaQatNlBkFQRSBOksYpO6Og,3.5,school,"0    4.868241
Name: distance.value, dtype: float64"
McClure Middle School,1915 1st Avenue West,Seattle,47.636736600000006,-122.3589594,ChIJfzWuKRMVkFQRGnCAstsA5Lg,2.1,school,"0    5.569298
Name: distance.value, dtype: float64"
Hamilton International Middle School,1610 North 41st Street,Seattle,47.6571808,-122.33791370000002,ChIJiVE8DFYUkFQRVzQETfJCL0k,3.2,school,"0    4.519577
Name: distance.value, dtype: float64"
