class,departure_time,distance.value,duration.value,duration_in_traffic.value,end_lat,end_lon,fare.value,mode,origin,pair,place_id,rank,start_lat,start_lon,status
hospital,2018-06-06 12:41:26.248964,1.4754505904288377,32.18333333333333,,47.7160344,-122.31222959999998,,walking,530330001003.0,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.248964,0.43070229956494716,9.133333333333333,,47.719859,-122.295224,,walking,530330001003.0,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.248964,0.4947172156619018,10.2,,47.71952720000001,-122.295845,,walking,530330001003.0,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.248964,0.16718458669981354,3.4166666666666665,,47.7239671,-122.2921396,,walking,530330001003.0,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.248964,0.8123057799875699,16.483333333333334,,47.7335004,-122.29199140000001,,walking,530330001003.0,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.248964,0.5394655065257924,11.266666666666667,,47.7295543,-122.29279450000001,,walking,530330001003.0,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.248964,0.7874456183965196,15.983333333333333,,47.732949700000006,-122.2919115,,walking,530330001003.0,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3.0,47.722809999999996,-122.28945,OK
supermarket,2018-06-06 12:41:26.248964,0.3766314481044127,8.2,,47.721644899999994,-122.2952533,,walking,530330001003.0,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.248964,3.9770043505282784,75.98333333333333,,47.680326,-122.253198,,walking,530330001003.0,530330001003-Magnusan-Park,Magnusan-Park,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.248964,4.02486016159105,84.08333333333333,,47.68025,-122.328499,,walking,530330001003.0,530330001003-Greenlake-Park,Greenlake-Park,3.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.248964,4.900559353635798,101.9,,47.711609,-122.37221699999999,,walking,530330001003.0,530330001003-Carkeek-Park,Carkeek-Park,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,8.043505282784338,167.28333333333333,,47.616587,-122.321611,,walking,530330001003.0,530330001003-Seattle-Central-College,Seattle-Central-College,5.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,3.4456183965195772,72.53333333333333,,47.699252,-122.33352,,walking,530330001003.0,530330001003-North-Seattle-College,North-Seattle-College,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,14.454940957116222,297.75,,47.54841,-122.352194,,walking,530330001003.0,530330001003-South-Seattle-College,South-Seattle-College,13.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,9.535736482287135,196.41666666666666,,47.598939,-122.329158,,walking,530330001003.0,530330001003-King-Street-Station,King-Street-Station,10.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,8.54816656308266,175.28333333333333,,47.611603,-122.33691,,walking,530330001003.0,530330001003-Westlake-Center,Westlake-Center,6.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,2.8334369173399625,59.61666666666667,,47.702358000000004,-122.32721000000001,,walking,530330001003.0,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,10.717837165941578,220.16666666666666,,47.583574,-122.333555,,walking,530330001003.0,530330001003-SODO,SODO,11.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,15.277190801740211,314.28333333333336,,47.641193,-122.12825900000001,,walking,530330001003.0,530330001003-Overlake-Redmond,Overlake-Redmond,14.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,9.351771286513362,192.4,,47.601651000000004,-122.334226,,walking,530330001003.0,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,8.834679925419515,182.05,,47.608001,-122.334658,,walking,530330001003.0,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,5.110006215040398,102.23333333333333,,47.655614,-122.30521100000001,,walking,530330001003.0,530330001003-University-of-Washington,University-of-Washington,3.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,12.11622125543816,247.35,,47.615523,-122.199049,,walking,530330001003.0,530330001003-Downtown-Bellevue,Downtown-Bellevue,12.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,8.635177128651335,179.78333333333333,,47.609422,-122.32512,,walking,530330001003.0,530330001003-First-Hill-Citywide,First-Hill-Citywide,9.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.248964,7.801740211311373,158.41666666666666,,47.622933,-122.337105,,walking,530330001003.0,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4.0,47.722809999999996,-122.28945,OK
hospital,2018-06-06 12:41:26.666964,1.5748912367930392,13.633333333333333,,47.7160344,-122.31222959999998,,bicycling,530330001003.0,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.666964,0.43070229956494716,3.5833333333333335,,47.719859,-122.295224,,bicycling,530330001003.0,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.666964,0.5494095711622126,3.9166666666666665,,47.71952720000001,-122.295845,,bicycling,530330001003.0,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.666964,0.16718458669981354,1.6,,47.7239671,-122.2921396,,bicycling,530330001003.0,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.666964,0.8483530142945929,4.983333333333333,,47.7335004,-122.29199140000001,,bicycling,530330001003.0,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.666964,0.5394655065257924,3.966666666666667,,47.7295543,-122.29279450000001,,bicycling,530330001003.0,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.666964,0.8906152889993785,5.183333333333334,,47.732949700000006,-122.2919115,,bicycling,530330001003.0,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3.0,47.722809999999996,-122.28945,OK
supermarket,2018-06-06 12:41:26.666964,0.4934742075823493,4.766666666666667,,47.721644899999994,-122.2952533,,bicycling,530330001003.0,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.666964,4.008701056556868,20.816666666666666,,47.680326,-122.253198,,bicycling,530330001003.0,530330001003-Magnusan-Park,Magnusan-Park,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.666964,4.796146674953387,33.983333333333334,,47.68025,-122.328499,,bicycling,530330001003.0,530330001003-Greenlake-Park,Greenlake-Park,3.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.666964,5.422001243008079,38.233333333333334,,47.711609,-122.37221699999999,,bicycling,530330001003.0,530330001003-Carkeek-Park,Carkeek-Park,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,10.868241143567433,65.6,,47.616587,-122.321611,,bicycling,530330001003.0,530330001003-Seattle-Central-College,Seattle-Central-College,5.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,3.6457426973275324,26.083333333333332,,47.699252,-122.33352,,bicycling,530330001003.0,530330001003-North-Seattle-College,North-Seattle-College,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,17.70789310130516,112.46666666666667,,47.54841,-122.352194,,bicycling,530330001003.0,530330001003-South-Seattle-College,South-Seattle-College,13.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,12.949658172778124,76.63333333333334,,47.598939,-122.329158,,bicycling,530330001003.0,530330001003-King-Street-Station,King-Street-Station,10.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,12.273461777501554,71.16666666666667,,47.611603,-122.33691,,bicycling,530330001003.0,530330001003-Westlake-Center,Westlake-Center,6.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,3.068986948415165,21.216666666666665,,47.702358000000004,-122.32721000000001,,bicycling,530330001003.0,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,14.52330640149161,85.36666666666666,,47.583574,-122.333555,,bicycling,530330001003.0,530330001003-SODO,SODO,11.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,18.620261031696707,101.53333333333333,,47.641193,-122.12825900000001,,bicycling,530330001003.0,530330001003-Overlake-Redmond,Overlake-Redmond,14.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,12.515848353014295,76.98333333333333,,47.601651000000004,-122.334226,,bicycling,530330001003.0,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,11.885021752641393,72.43333333333334,,47.608001,-122.334658,,bicycling,530330001003.0,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,7.791796146674954,41.75,,47.655614,-122.30521100000001,,bicycling,530330001003.0,530330001003-University-of-Washington,University-of-Washington,3.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,14.384711000621504,81.15,,47.615523,-122.199049,,bicycling,530330001003.0,530330001003-Downtown-Bellevue,Downtown-Bellevue,12.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,11.56308266003729,71.06666666666666,,47.609422,-122.32512,,bicycling,530330001003.0,530330001003-First-Hill-Citywide,First-Hill-Citywide,9.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.666964,11.118707271597266,61.4,,47.622933,-122.337105,,bicycling,530330001003.0,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4.0,47.722809999999996,-122.28945,OK
hospital,2018-06-06 12:41:26.865964,1.5748912367930392,6.7,,47.7160344,-122.31222959999998,,driving,530330001003.0,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.865964,0.43070229956494716,3.066666666666667,,47.719859,-122.295224,,driving,530330001003.0,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.865964,0.5494095711622126,2.8666666666666667,,47.71952720000001,-122.295845,,driving,530330001003.0,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.865964,0.16718458669981354,1.3833333333333333,,47.7239671,-122.2921396,,driving,530330001003.0,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:26.865964,0.8123057799875699,2.566666666666667,,47.7335004,-122.29199140000001,,driving,530330001003.0,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.865964,0.5394655065257924,1.7166666666666666,,47.7295543,-122.29279450000001,,driving,530330001003.0,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:26.865964,0.798011187072716,2.95,,47.732949700000006,-122.2919115,,driving,530330001003.0,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3.0,47.722809999999996,-122.28945,OK
supermarket,2018-06-06 12:41:26.865964,0.3940335612181479,3.65,,47.721644899999994,-122.2952533,,driving,530330001003.0,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.865964,4.414543194530764,11.233333333333333,,47.680326,-122.253198,,driving,530330001003.0,530330001003-Magnusan-Park,Magnusan-Park,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.865964,5.152268489745183,13.566666666666666,,47.68025,-122.328499,,driving,530330001003.0,530330001003-Greenlake-Park,Greenlake-Park,3.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:26.865964,5.032318210068365,17.766666666666666,,47.711609,-122.37221699999999,,driving,530330001003.0,530330001003-Carkeek-Park,Carkeek-Park,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,8.641392169049098,19.816666666666666,,47.616587,-122.321611,,driving,530330001003.0,530330001003-Seattle-Central-College,Seattle-Central-College,5.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,4.1050341827221875,14.2,,47.699252,-122.33352,,driving,530330001003.0,530330001003-North-Seattle-College,North-Seattle-College,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,15.343691733996272,27.233333333333334,,47.54841,-122.352194,,driving,530330001003.0,530330001003-South-Seattle-College,South-Seattle-College,13.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,10.788067122436296,20.033333333333335,,47.598939,-122.329158,,driving,530330001003.0,530330001003-King-Street-Station,King-Street-Station,10.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,8.94841516469857,18.483333333333334,,47.611603,-122.33691,,driving,530330001003.0,530330001003-Westlake-Center,Westlake-Center,6.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,2.958980733374767,11.616666666666667,,47.702358000000004,-122.32721000000001,,driving,530330001003.0,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,11.042262274704786,20.916666666666668,,47.583574,-122.333555,,driving,530330001003.0,530330001003-SODO,SODO,11.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,17.42386575512741,28.4,,47.641193,-122.12825900000001,,driving,530330001003.0,530330001003-Overlake-Redmond,Overlake-Redmond,14.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,9.41702921068987,20.216666666666665,,47.601651000000004,-122.334226,,driving,530330001003.0,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,9.385954008701056,18.866666666666667,,47.608001,-122.334658,,driving,530330001003.0,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,5.220633934120571,17.966666666666665,,47.655614,-122.30521100000001,,driving,530330001003.0,530330001003-University-of-Washington,University-of-Washington,3.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,14.994406463642013,25.433333333333334,,47.615523,-122.199049,,driving,530330001003.0,530330001003-Downtown-Bellevue,Downtown-Bellevue,12.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,9.53635798632691,19.866666666666667,,47.609422,-122.32512,,driving,530330001003.0,530330001003-First-Hill-Citywide,First-Hill-Citywide,9.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:26.865964,8.18955873213176,18.95,,47.622933,-122.337105,,driving,530330001003.0,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4.0,47.722809999999996,-122.28945,OK
hospital,2018-06-06 12:41:27.471964,1.5630826600372902,12.583333333333334,,47.7160344,-122.31222959999998,2.5,transit,530330001003.0,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:27.471964,0.5618396519577378,5.283333333333333,,47.719859,-122.295224,2.5,transit,530330001003.0,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:27.471964,0.5133623368551895,4.116666666666666,,47.71952720000001,-122.295845,2.5,transit,530330001003.0,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:27.471964,0.16718458669981354,3.4166666666666665,,47.7239671,-122.2921396,,transit,530330001003.0,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1.0,47.722809999999996,-122.28945,OK
pharmacy,2018-06-06 12:41:27.471964,1.10130515848353,8.533333333333333,,47.7335004,-122.29199140000001,2.5,transit,530330001003.0,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:27.471964,0.6693598508390305,7.816666666666666,,47.7295543,-122.29279450000001,2.5,transit,530330001003.0,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2.0,47.722809999999996,-122.28945,OK
cafe,2018-06-06 12:41:27.471964,1.1535114978247358,9.633333333333333,,47.732949700000006,-122.2919115,2.5,transit,530330001003.0,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3.0,47.722809999999996,-122.28945,OK
supermarket,2018-06-06 12:41:27.471964,0.38471100062150404,6.183333333333334,,47.721644899999994,-122.2952533,2.5,transit,530330001003.0,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:27.471964,4.1945307644499685,28.366666666666667,,47.680326,-122.253198,2.5,transit,530330001003.0,530330001003-Magnusan-Park,Magnusan-Park,1.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:27.471964,5.875077688004972,46.6,,47.68025,-122.328499,2.5,transit,530330001003.0,530330001003-Greenlake-Park,Greenlake-Park,3.0,47.722809999999996,-122.28945,OK
destination park,2018-06-06 12:41:27.471964,7.400870105655687,64.36666666666666,,47.711609,-122.37221699999999,2.5,transit,530330001003.0,530330001003-Carkeek-Park,Carkeek-Park,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,10.426351771286514,32.6,,47.616587,-122.321611,5.0,transit,530330001003.0,530330001003-Seattle-Central-College,Seattle-Central-College,5.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,4.303915475450591,34.8,,47.699252,-122.33352,2.5,transit,530330001003.0,530330001003-North-Seattle-College,North-Seattle-College,2.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,14.6544437538844,70.78333333333333,,47.54841,-122.352194,5.0,transit,530330001003.0,530330001003-South-Seattle-College,South-Seattle-College,13.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,9.62274704785581,32.46666666666667,,47.598939,-122.329158,2.5,transit,530330001003.0,530330001003-King-Street-Station,King-Street-Station,10.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,8.824735860783095,26.5,,47.611603,-122.33691,2.5,transit,530330001003.0,530330001003-Westlake-Center,Westlake-Center,6.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,3.317588564325668,20.6,,47.702358000000004,-122.32721000000001,2.5,transit,530330001003.0,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,11.35550031075202,44.083333333333336,,47.583574,-122.333555,5.0,transit,530330001003.0,530330001003-SODO,SODO,11.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,21.962709757613425,68.78333333333333,,47.641193,-122.12825900000001,5.0,transit,530330001003.0,530330001003-Overlake-Redmond,Overlake-Redmond,14.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,9.41516469857054,31.216666666666665,,47.601651000000004,-122.334226,2.5,transit,530330001003.0,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,8.85208203853325,26.7,,47.608001,-122.334658,2.5,transit,530330001003.0,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,5.770665009322561,31.133333333333333,,47.655614,-122.30521100000001,2.5,transit,530330001003.0,530330001003-University-of-Washington,University-of-Washington,3.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,13.809198259788689,67.83333333333333,,47.615523,-122.199049,2.5,transit,530330001003.0,530330001003-Downtown-Bellevue,Downtown-Bellevue,12.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,9.322560596643878,35.43333333333333,,47.609422,-122.32512,5.0,transit,530330001003.0,530330001003-First-Hill-Citywide,First-Hill-Citywide,9.0,47.722809999999996,-122.28945,OK
citywide,2018-06-06 12:41:27.471964,9.998756991920448,38.78333333333333,,47.622933,-122.337105,5.0,transit,530330001003.0,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4.0,47.722809999999996,-122.28945,OK
hospital,2018-06-06 12:41:27.710964,1.295214418893723,27.9,,47.7160344,-122.31222959999998,,walking,530330001005.0,530330001005-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1.0,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:27.710964,0.5910503418272218,11.6,,47.716001500000004,-122.297606,,walking,530330001005.0,530330001005-ChIJ_y6GyGMRkFQRpwKOOHcu2Ps,ChIJ_y6GyGMRkFQRpwKOOHcu2Ps,3.0,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:27.710964,0.27781230577998756,5.366666666666666,,47.719859,-122.295224,,walking,530330001005.0,530330001005-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1.0,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:27.710964,0.3418272218769422,6.566666666666666,,47.71952720000001,-122.295845,,walking,530330001005.0,530330001005-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2.0,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:27.710964,0.2952144188937228,6.616666666666666,,47.7239671,-122.2921396,,walking,530330001005.0,530330001005-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1.0,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:27.710964,0.7936606587942822,16.333333333333332,,47.7335004,-122.29199140000001,,walking,530330001005.0,530330001005-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3.0,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:27.710964,0.5214418893722809,10.566666666666666,,47.7295543,-122.29279450000001,,walking,530330001005.0,530330001005-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2.0,47.72293,-122.29444,OK
supermarket,2018-06-06 12:41:27.710964,0.22374145431945308,4.433333333333334,,47.721644899999994,-122.2952533,,walking,530330001005.0,530330001005-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1.0,47.72293,-122.29444,OK
destination park,2018-06-06 12:41:27.710964,4.186451211932877,81.53333333333333,,47.680326,-122.253198,,walking,530330001005.0,530330001005-Magnusan-Park,Magnusan-Park,1.0,47.72293,-122.29444,OK
destination park,2018-06-06 12:41:27.710964,3.892479801118707,82.1,,47.68025,-122.328499,,walking,530330001005.0,530330001005-Greenlake-Park,Greenlake-Park,3.0,47.72293,-122.29444,OK
destination park,2018-06-06 12:41:27.710964,4.7203231821006835,97.61666666666666,,47.711609,-122.37221699999999,,walking,530330001005.0,530330001005-Carkeek-Park,Carkeek-Park,2.0,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:27.710964,7.911746426351772,165.3,,47.616587,-122.321611,,walking,530330001005.0,530330001005-Seattle-Central-College,Seattle-Central-College,5.0,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:27.710964,3.305158483530143,69.25,,47.699252,-122.33352,,walking,530330001005.0,530330001005-North-Seattle-College,North-Seattle-College,2.0,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:27.710964,14.322560596643878,295.75,,47.54841,-122.352194,,walking,530330001005.0,530330001005-South-Seattle-College,South-Seattle-College,13.0,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:27.710964,9.403356121814792,194.41666666666666,,47.598939,-122.329158,,walking,530330001005.0,530330001005-King-Street-Station,King-Street-Station,10.0,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:27.710964,8.416407706650093,173.3,,47.611603,-122.33691,,walking,530330001005.0,530330001005-Westlake-Center,Westlake-Center,6.0,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:27.710964,2.6935985083903047,56.333333333333336,,47.702358000000004,-122.32721000000001,,walking,530330001005.0,530330001005-Northgate-Transit-Center,Northgate-Transit-Center,1.0,47.72293,-122.29444,OK
