,tract_blkgrp,coordinates,centroid
0,069001,"POLYGON ((-122.3622723975664 47.63959675028052, -122.3622953903564 47.63775975098254, -122.3623183815969 47.63593475152918, -122.3623343768993 47.63474175193124, -122.3636753772209 47.63474175037693, -122.3650153770868 47.63474174738857, -122.3663573763471 47.63474074541381, -122.3665323769465 47.63480074545661, -122.3670213767182 47.63480474433592, -122.3676843764764 47.6348077427832, -122.3676783825473 47.6359347428541, -122.36765239016 47.63775974138591, -122.3676273982467 47.639596740665, -122.367612398791 47.63958674116621, -122.3669463979547 47.63958474179442, -122.3666593983804 47.63958374230851, -122.3662893979062 47.63959574271683, -122.3649503986311 47.63959574555571, -122.3636103976297 47.63959674738358, -122.3622723975664 47.63959675028052))",POINT (-122.3649740067086 47.63717491384239)
1,116003,"POLYGON ((-122.3873749118774 47.53032077312103, -122.387385907549 47.52928777392545, -122.3873939040273 47.52853977436212, -122.3860269041056 47.52850677607166, -122.3846999036938 47.52847577727197, -122.3828809040904 47.52843178019159, -122.3820199036434 47.52841178103976, -122.3820229004356 47.52768778185157, -122.382026897255 47.52696378162575, -122.3820138951861 47.52643178241556, -122.3819748945813 47.52630378268505, -122.3818988944918 47.5261697821543, -122.3793348937956 47.52613678564201, -122.3793368904428 47.52541278625332, -122.3793388870345 47.52468878686656, -122.3793878790067 47.52288778759748, -122.3807328793468 47.52290178557218, -122.3820788801288 47.52291678405862, -122.3829478790268 47.52292578341304, -122.3830658800516 47.52290278337053, -122.3831608791323 47.52285078290789, -122.3832578786136 47.52276378323376, -122.3833778785785 47.52270378299431, -122.3845848771594 47.52243378189288, -122.3846728767231 47.52239978176632, -122.3847448769484 47.52235178157926, -122.3848198767862 47.52224978113438, -122.3848308765444 47.52215878091545, -122.3848098759599 47.52209178152578, -122.3847058747487 47.52192378180315, -122.3846968753311 47.52181378126154, -122.3847518744777 47.52171078194149, -122.3848898742894 47.52158178160737, -122.3852308740954 47.52175578085456, -122.3853998745787 47.52185778107705, -122.3860088763013 47.52230177967871, -122.3861278773903 47.52236677985521, -122.3862608775476 47.52241677987369, -122.3863448776205 47.52243877963842, -122.3864398781307 47.52245577908383, -122.3866508780214 47.52247177885913, -122.3867178772289 47.52247077901122, -122.38691587704 47.52245377894458, -122.3870808773638 47.52242077853321, -122.3874648771592 47.52239377807587, -122.3880678780164 47.52246477690158, -122.3880568818278 47.52347677649019, -122.3890478823216 47.52349077517979, -122.3901888825234 47.52350577367876, -122.3901818856594 47.52416377381297, -122.3901728882187 47.52483577339, -122.3901618892682 47.52502477274099, -122.3901708890043 47.52517177265904, -122.3902008908238 47.52529177317896, -122.3905488922674 47.52578577175669, -122.3909738945543 47.52631177111473, -122.3911148960871 47.526494771221, -122.3913178970702 47.52673577058803, -122.3914318967033 47.52688277071505, -122.3915898989824 47.52714276967043, -122.3915779041524 47.52842776919029, -122.3915759050928 47.52856476948365, -122.391586909315 47.52974476811566, -122.3915979135054 47.53061276788692, -122.3908579162863 47.53110076815099, -122.390430916121 47.53109776882165, -122.3904489101177 47.52968677020687, -122.390452908421 47.52939176986442, -122.3904229076073 47.52919476981686, -122.390335907027 47.52902177020017, -122.3903319063883 47.52901377071402, -122.390256906664 47.5289497702887, -122.3901959064865 47.52892777023553, -122.3900979064312 47.52889977109706, -122.3899659059536 47.5288927707138, -122.3897439063741 47.52889577089596, -122.3894669066646 47.52890577188587, -122.3893449068716 47.52891777145018, -122.3893349092347 47.52969377087782, -122.3893239136724 47.53065577084924, -122.3888669131599 47.53057777118549, -122.3884959129834 47.53051377184238, -122.3873749118774 47.53032077312103))",POINT (-122.3859213629867 47.52595094500013)
2,116005,"POLYGON ((-122.3915979135054 47.53061276788692, -122.391586909315 47.52974476811566, -122.3915759050928 47.52856476948365, -122.3915779041524 47.52842776919029, -122.3915898989824 47.52714276967043, -122.3914318967033 47.52688277071505, -122.3913178970702 47.52673577058803, -122.3911148960871 47.526494771221, -122.3909738945543 47.52631177111473, -122.3905488922674 47.52578577175669, -122.3902008908238 47.52529177317896, -122.3901708890043 47.52517177265904, -122.3901618892682 47.52502477274099, -122.3901728882187 47.52483577339, -122.3901818856594 47.52416377381297, -122.3901888825234 47.52350577367876, -122.3890478823216 47.52349077517979, -122.3880568818278 47.52347677649019, -122.3880678780164 47.52246477690158, -122.3874648771592 47.52239377807587, -122.3874598766183 47.52218277826798, -122.3874678734458 47.5214987786354, -122.3874988726475 47.52131177847289, -122.3875498726882 47.5212337789273, -122.3875978721834 47.52118177898312, -122.3876118722726 47.52116577837657, -122.387746870889 47.52108177859133, -122.3880918703659 47.52095977787096, -122.3891138687642 47.52062177713936, -122.3904128670954 47.52019377570024, -122.3917768657802 47.51974377478229, -122.3925608648132 47.51948677359328, -122.3927008645102 47.51945777308686, -122.3928688647004 47.51944477369143, -122.3930818639231 47.51945877275489, -122.3937728648553 47.5196017725982, -122.3939798646175 47.5196867714666, -122.3941508654221 47.51967577199729, -122.3943268651172 47.51970877159476, -122.3944408652801 47.51974077160995, -122.3945028650526 47.51977977098807, -122.3945818653126 47.51984077084586, -122.3946498658013 47.51990377057258, -122.394745866927 47.5199777709898, -122.3950468673773 47.52011677019523, -122.3950817150864 47.52012576680469, -122.3950843227019 47.52012317422378, -122.3951071090056 47.52010051879298, -122.3951356186447 47.52011308317128, -122.3951485518999 47.52011878348038, -122.3951620356739 47.52012472901258, -122.3950360111277 47.52023234108172, -122.3945808198145 47.52072915829148, -122.3942777588671 47.52121527553592, -122.3941377192036 47.52163029581293, -122.3941396577121 47.52204664157985, -122.3942194949039 47.522588460617, -122.3942560197678 47.52295851785478, -122.3942240568938 47.52316578213269, -122.3940779106761 47.52338323095395, -122.393982614963 47.52359998277136, -122.3938278655519 47.52395543370598, -122.3938008059408 47.52432636720519, -122.3938243553283 47.52468798621258, -122.3940282708219 47.52512468747442, -122.394321214003 47.52556016422641, -122.3945782632125 47.52578599068305, -122.3945578455422 47.52579372196147, -122.3945316980142 47.52580362360354, -122.3938991291638 47.52589756603071, -122.3938143193214 47.52592511787925, -122.3934615984842 47.52603969121952, -122.3934299828694 47.52604996097506, -122.3929247047842 47.52621408717037, -122.3929240857686 47.5262653048795, -122.3927608942978 47.52633476942121, -122.3927558961855 47.52678376852548, -122.3927339043583 47.52857276812653, -122.3927189104502 47.52975376708322, -122.3926969180322 47.53156076541064, -122.3915939177182 47.53155976680468, -122.3915979135054 47.53061276788692))",POINT (-122.3916655409198 47.5236490207575)
3,120003,"POLYGON ((-122.3794458516461 47.51655179140596, -122.3793338474709 47.51561379144133, -122.3792208425939 47.51467679282926, -122.3791148387619 47.51373779348756, -122.3794448390271 47.51373879292669, -122.381855839452 47.51375278940993, -122.3816968316244 47.51202879112648, -122.3830878320097 47.51206578937331, -122.3844748309006 47.51207478769425, -122.3858618321059 47.51208378614648, -122.3872498314959 47.51209278459838, -122.3885288313421 47.51210378321295, -122.3904888320307 47.51211978050399, -122.3907628332253 47.51253678017407, -122.3909638353947 47.51297278006573, -122.3910648375029 47.51330677927935, -122.3913768422035 47.51463677850761, -122.3914498448213 47.51498477823213, -122.3914868475852 47.5156237777696, -122.3914638486182 47.5160667775239, -122.39145984914 47.51614577692785, -122.3913298524401 47.51688377669691, -122.3912208536291 47.5171227764902, -122.3911518547012 47.51733577635845, -122.3911638555646 47.51755177654439, -122.3911948576599 47.51802777587905, -122.3906934406789 47.51805668995631, -122.3906261328532 47.51805685981045, -122.3906258898509 47.51805686044324, -122.3906210562662 47.51805700318138, -122.3906160147444 47.51805743125151, -122.390611044236 47.51805814712644, -122.390606176304 47.51805914047754, -122.3906014586021 47.51806040615351, -122.3905969053826 47.51806193226373, -122.3905959857266 47.51806230921925, -122.3905358585506 47.51806577664448, -122.3903748585933 47.51833077681447, -122.3902378597432 47.51855377727449, -122.3902018612665 47.51864477714737, -122.3896038585051 47.51824777800803, -122.389324855718 47.51763677828652, -122.389288856021 47.51751377858752, -122.3892758556123 47.51745577904791, -122.3889658555797 47.51751877949532, -122.3884818556103 47.51747177996072, -122.3882308549168 47.51745678036372, -122.3878118552182 47.51746278086301, -122.3874678557947 47.51745878080891, -122.3861818550947 47.51746078272097, -122.3856388559644 47.51746378335865, -122.3851478547479 47.51746678349927, -122.3850148557847 47.51746378392693, -122.3849228556976 47.51743278392163, -122.3848678546102 47.51738078419211, -122.3848488547293 47.51732878386952, -122.3847908512677 47.51656178513097, -122.3840728517681 47.51655978549233, -122.3821128512465 47.51655678809691, -122.3794458516461 47.51655179140596))",POINT (-122.3859989272068 47.51481204190158)
4,115002,"POLYGON ((-122.3752759110912 47.53009878854852, -122.3752819038194 47.52828478966007, -122.3752878948028 47.52647079079868, -122.3739418956969 47.52647179218655, -122.3725968948152 47.52647379416504, -122.3712518953103 47.52647479512051, -122.3712568871731 47.52466679616212, -122.3712918796202 47.52285579744382, -122.3713268712377 47.52104579818263, -122.3726858713483 47.52105179625585, -122.3740448709487 47.52105779517616, -122.3754028712898 47.52106379320867, -122.3767618711454 47.52106979201864, -122.3781008711679 47.52107879039981, -122.3794398712346 47.52108878867502, -122.3793878790067 47.52288778759748, -122.3793388870345 47.52468878686656, -122.3793368904428 47.52541278625332, -122.3793348937956 47.52613678564201, -122.3818988944918 47.5261697821543, -122.3819748945813 47.52630378268505, -122.3820138951861 47.52643178241556, -122.382026897255 47.52696378162575, -122.3820229004356 47.52768778185157, -122.3820199036434 47.52841178103976, -122.3820119069781 47.52914878042117, -122.3793249076793 47.52908078441329, -122.3766789065315 47.52901078710244, -122.3766369066065 47.52900978781771, -122.3766379095423 47.52973578714298, -122.376637910922 47.53009878685233, -122.3752759110912 47.53009878854852))",POINT (-122.3763305779791 47.5250357599197)
5,120002,"POLYGON ((-122.3816968316244 47.51202879112648, -122.3806258308355 47.51199779198429, -122.379502831414 47.511990793522, -122.3789118314176 47.51198679467679, -122.3783808311365 47.51198379465825, -122.3773068309936 47.51196679593521, -122.3761958315195 47.5119657973289, -122.3761208311256 47.51191479754005, -122.3760168303035 47.51185779804258, -122.3750228298376 47.51185479926418, -122.3747698221692 47.50998680014085, -122.374638822421 47.50998980068891, -122.3736738217071 47.50998980116353, -122.3733238219669 47.50998580166219, -122.3726118220466 47.50999380254618, -122.3715788221109 47.50999680386025, -122.3716728276728 47.51126680328699, -122.3717068293729 47.51173380282435, -122.3716668298611 47.51180880326282, -122.3715838303499 47.5118758028499, -122.3715718309698 47.51188080261541, -122.3715098304097 47.51190580337114, -122.3712328305188 47.51193680313426, -122.3711268308919 47.51195680385021, -122.3710448309853 47.51198880338034, -122.3709818307952 47.51204880349237, -122.3708858217604 47.51003980516634, -122.3708578195235 47.50945980522805, -122.3708748142306 47.50820080555692, -122.3721148141452 47.50819080429961, -122.3734048141745 47.50819480309985, -122.3746908138385 47.50818980128458, -122.3759328143016 47.50818880023082, -122.3814978140661 47.50823779352794, -122.3829028146222 47.50825079155557, -122.384288813907 47.50826379061932, -122.3856758143453 47.50827478892475, -122.3870578148776 47.50828678690758, -122.3877898147254 47.50829278651254, -122.3878228156833 47.50866978615284, -122.387944820015 47.50952178553639, -122.3880218210433 47.50980678490633, -122.3881638228322 47.51008478501343, -122.3884158237187 47.5103987840178, -122.3885698245347 47.51053978425717, -122.3887428246843 47.51067078388947, -122.3896698272976 47.51127778216638, -122.3899088283383 47.51145278203357, -122.3901418292454 47.51167678150176, -122.3904888320307 47.51211978050399, -122.3885288313421 47.51210378321295, -122.3872498314959 47.51209278459838, -122.3858618321059 47.51208378614648, -122.3844748309006 47.51207478769425, -122.3830878320097 47.51206578937331, -122.3816968316244 47.51202879112648))",POINT (-122.3805398949666 47.51008432656845)
6,121002,"POLYGON ((-122.3708748142306 47.50820080555692, -122.370859812933 47.50801880558928, -122.3707118095582 47.50726080642801, -122.3705278072528 47.50666580667163, -122.3704628057358 47.50641080754829, -122.3704618056292 47.50639980707357, -122.3703918035251 47.50582280729726, -122.3704018026551 47.50568780766061, -122.3704468016599 47.50550480750117, -122.3704718017409 47.50540380734415, -122.3705378005767 47.50513680811287, -122.3705477974217 47.50452180789025, -122.3705587949721 47.5038678083141, -122.3705937936217 47.50368480850696, -122.3706917940146 47.50351280820141, -122.3709167925779 47.50324280850646, -122.3714107907746 47.50277980818167, -122.3720487873849 47.50218380800443, -122.37225478721 47.5020158078766, -122.3731187841849 47.50137980713522, -122.3737977815685 47.50083580620577, -122.3739207808241 47.50069880613432, -122.3739697805844 47.50058280669649, -122.3740567778101 47.49991880670309, -122.3741307754714 47.49961880648787, -122.374275773682 47.49922280613045, -122.3748477650809 47.49766080430732, -122.3749177637144 47.49749880430772, -122.3750217631569 47.49732180386086, -122.3750657620686 47.49724980373113, -122.3752057612412 47.49703380341049, -122.3753097599426 47.49687080344209, -122.3756497584129 47.4964358026505, -122.3756784593029 47.49641508589615, -122.3759158746314 47.49663714830634, -122.376320076672 47.49699311808162, -122.3766572478393 47.49722950815296, -122.3771721353965 47.49746348184229, -122.3777134414881 47.49773152052725, -122.3779874034644 47.49797737680274, -122.3780567359473 47.4981743739822, -122.3781374897081 47.49832818966568, -122.3783850525827 47.49853997580934, -122.3786950711393 47.49871648479527, -122.3790314980468 47.49892706548068, -122.3794057616454 47.49912851975403, -122.3799069631853 47.49932824119685, -122.380823589843 47.49983212838416, -122.3820327221152 47.50034922892913, -122.3820335723398 47.50034960686796, -122.3819909146607 47.50037628755189, -122.3818627915078 47.50045642421215, -122.3818616211495 47.50045715717022, -122.3818488642855 47.50046513894479, -122.3818953383987 47.50054791877459, -122.3819418127129 47.50063070038392, -122.3819882911823 47.50071348281926, -122.3820314297207 47.50079032112354, -122.3820745684128 47.50086716031071, -122.3821177111864 47.50094399852805, -122.3821220046028 47.50094288561157, -122.3823067455678 47.50089501126291, -122.3823123623179 47.50090501847968, -122.3823687813351 47.50089079680027, -122.3827437847556 47.50155879573538, -122.3848897881619 47.50238979329184, -122.3848097893475 47.50248679310094, -122.3847687886924 47.50256779285558, -122.3847667904776 47.50271779317727, -122.3851997946468 47.50377979152226, -122.385214795064 47.50385079148512, -122.3851937946453 47.50394379157707, -122.3851477961422 47.50400779216353, -122.3850797964083 47.50406279220743, -122.3849627955498 47.5041137918498, -122.3848617966349 47.50413379221694, -122.3847557958929 47.50413579195374, -122.3846527964132 47.50411979236753, -122.3845587964897 47.50408579249336, -122.3844737953715 47.5040297926528, -122.3844587952159 47.50401879278093, -122.3842617943269 47.50379679263001, -122.3838127917635 47.50329679343982, -122.3835857916129 47.5031107943797, -122.3833187914857 47.50295079474611, -122.3830377908078 47.50282679495626, -122.3823097888834 47.50254879575063, -122.3821187896363 47.50252879630729, -122.3819637891379 47.50255679599699, -122.3818587898844 47.50262079649879, -122.3818477904727 47.50272279604755, -122.3819337911441 47.50286679575269, -122.3820167911121 47.50295279555592, -122.3821227920338 47.5031777958062, -122.382160792116 47.50334079599541, -122.3821607927011 47.50350479577867, -122.382121793571 47.50366679506713, -122.3819967956508 47.50392679511013, -122.3819267957359 47.50407279544847, -122.3818397970004 47.50431179543472, -122.3816308034186 47.50588579502683, -122.3815698052582 47.50623079418759, -122.3814988065144 47.50637379499842, -122.3814918105119 47.50734279426517, -122.3814978140661 47.50823779352794, -122.3759328143016 47.50818880023082, -122.3746908138385 47.50818980128458, -122.3734048141745 47.50819480309985, -122.3721148141452 47.50819080429961, -122.3708748142306 47.50820080555692))",POINT (-122.3768755224072 47.50354854016792)
7,120001,"POLYGON ((-122.3768848557869 47.51748779327944, -122.3755128548518 47.51747279492533, -122.3744518557756 47.51745979687723, -122.3734428558931 47.51744879801591, -122.3713978551289 47.517425800424, -122.3713138521452 47.51665480081117, -122.371269848897 47.51607780091572, -122.3712718483595 47.51602580114852, -122.3712608483518 47.5157468015299, -122.3711498418917 47.51446080194076, -122.3711018387361 47.51370680251696, -122.3710778370158 47.51333680273007, -122.3710178335299 47.5125498031937, -122.3709978322408 47.51229180377229, -122.3709818307952 47.51204880349237, -122.3710448309853 47.51198880338034, -122.3711268308919 47.51195680385021, -122.3712328305188 47.51193680313426, -122.3715098304097 47.51190580337114, -122.3715718309698 47.51188080261541, -122.3715838303499 47.5118758028499, -122.3716668298611 47.51180880326282, -122.3717068293729 47.51173380282435, -122.3716728276728 47.51126680328699, -122.3715788221109 47.50999680386025, -122.3726118220466 47.50999380254618, -122.3733238219669 47.50998580166219, -122.3736738217071 47.50998980116353, -122.374638822421 47.50998980068891, -122.3747698221692 47.50998680014085, -122.3750228298376 47.51185479926418, -122.3760168303035 47.51185779804258, -122.3761208311256 47.51191479754005, -122.3761958315195 47.5119657973289, -122.3773068309936 47.51196679593521, -122.3783808311365 47.51198379465825, -122.3789118314176 47.51198679467679, -122.379502831414 47.511990793522, -122.3806258308355 47.51199779198429, -122.3816968316244 47.51202879112648, -122.381855839452 47.51375278940993, -122.3794448390271 47.51373879292669, -122.3791148387619 47.51373779348756, -122.3792208425939 47.51467679282926, -122.3793338474709 47.51561379144133, -122.3794458516461 47.51655179140596, -122.3795288555395 47.51734979061388, -122.3795238558867 47.5174837903949, -122.3781858550367 47.51748879182127, -122.3768848557869 47.51748779327944))",POINT (-122.3754346541145 47.51412957711625)
8,011001,"POLYGON ((-122.3017417208777 47.7120658382837, -122.3003497196916 47.71205184126228, -122.2995117200074 47.71204384278533, -122.3004727130879 47.71041984125223, -122.3007717100466 47.70988384084463, -122.3009847081007 47.70944084057481, -122.3011677067365 47.70899183986132, -122.3013547043235 47.70842583963191, -122.301499701472 47.70778483982618, -122.301537700443 47.70762083959404, -122.3015996984021 47.70715683920231, -122.3016316967107 47.70670083934194, -122.3016266938972 47.70620583988794, -122.3016206901982 47.70535583967289, -122.3016166880119 47.7048118397047, -122.3016166880835 47.70474583981589, -122.3016156863981 47.70456784031575, -122.3017916874495 47.70476083993501, -122.3017506870137 47.70463283985257, -122.3016126854286 47.70419984003227, -122.3019566849798 47.70419383978664, -122.3021566856761 47.70423183929489, -122.3024416853337 47.70428583811605, -122.3023630668599 47.70438186142648, -122.3023602928716 47.70438325376816, -122.3023571623875 47.70438499974783, -122.3023541681532 47.70438685102374, -122.3023513099141 47.70438879860323, -122.3023485982012 47.70439083785258, -122.3023460463367 47.70439296860011, -122.3023436554748 47.70439518453378, -122.3023414253357 47.70439747576166, -122.302339367884 47.70439984122995, -122.3023374908844 47.70440227274221, -122.3023357981046 47.70440476215352, -122.3023342895447 47.70440730946392, -122.302332970152 47.70440990111565, -122.3023318451794 47.70441253434223, -122.3023309184707 47.70441520369659, -122.3023301898482 47.7044179028838, -122.3023296615947 47.70442061838052, -122.3023293774113 47.70442301047515, -122.3023106866117 47.70444583843812, -122.3022676866112 47.70457783909103, -122.3022846869524 47.70467783882776, -122.3023344320287 47.70469974172001, -122.3023347131547 47.70470049285994, -122.3023359000714 47.70470311248694, -122.3023372857562 47.70470569176936, -122.302338851227 47.70470821925709, -122.3023406070402 47.70471069121568, -122.3023425436918 47.70471310147033, -122.302344658314 47.70471544286132, -122.302346940071 47.70471770923101, -122.3023493901422 47.70471989516663, -122.3023519964613 47.70472199812487, -122.302354754828 47.70472401096304, -122.3023576610168 47.70472592563926, -122.3023607016289 47.70472773962737, -122.3023638779457 47.70472945111161, -122.3023671723936 47.70473105132249, -122.3023705783116 47.70473254034584, -122.3023741021064 47.70473390910307, -122.3023777171839 47.70473515973617, -122.3023814167814 47.70473628873381, -122.3023851980563 47.70473728983545, -122.3023890463028 47.70473816143139, -122.3023929587805 47.70473890085816, -122.3023969155817 47.70473951107108, -122.3024009177843 47.70473998306033, -122.3024049455829 47.70474032337822, -122.3024089973907 47.70474052304934, -122.3024149494111 47.70474057228812, -122.3024358211907 47.70474075850324, -122.3025716883149 47.70477183827322, -122.3028626873381 47.70477783717426, -122.3029476874238 47.70481683737746, -122.3043026876697 47.70483083505228, -122.3048406886554 47.70483983332203, -122.3051196887268 47.70485383305419, -122.3062046888109 47.70484183102047, -122.306212696696 47.70664083054537, -122.3062367048064 47.70846982991536, -122.3081047043776 47.70848782566404, -122.3099657043676 47.70850482265911, -122.3124307046105 47.70852881678353, -122.3124317121117 47.71035681689674, -122.3124327167723 47.71133281666021, -122.3124337212048 47.7121668163453, -122.3110937203948 47.71215381859872, -122.3099997203732 47.71214682119318, -122.3097987205293 47.71214482200318, -122.3084247205002 47.71212882461725, -122.3081507204741 47.71212582475175, -122.3070877207596 47.71211582735194, -122.3062827210043 47.7121088284209, -122.3057507198282 47.7121038300802, -122.3044147206394 47.71209083264812, -122.3030787199128 47.71207783578372, -122.3017417208777 47.7120658382837))",POINT (-122.3057226947534 47.70927672107527)
