SERIALNO,HINCP,NP,WGTP,DOWNTOWN,NORTHEAST,NORTHWEST,SOUTHEAST,WEST,AGEP,DDRS,ENG,DEAR,DEYE,DOUT,MIG,HISP,JWMNP,BIKING,DRIVING,TRANSIT,WALKING,MALE,FEMALE,SCHL,WHITE_ALONE,BLACK_ALONE,NATIVE_INDIAN,ASIAN_ALONE,PACIFIC_ISLANDER,OTHER_RACE
446,280823,224105.40571716643,3,69,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,30.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,5.0,1.0,0.0,0.0,0.0,0.0,0.0
447,281367,8587.216480751238,1,119,0.0,0.0,0.0,1.0,0.0,61.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
448,282625,1989.7208918813844,1,69,0.0,0.0,1.0,0.0,0.0,73.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
449,284033,282854.5331037694,3,146,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,21.666666666666668,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,6.0,1.0,0.0,0.0,0.0,0.0,0.0
450,286175,54036.63053741023,2,72,0.0,0.0,1.0,0.0,0.0,30.5,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
451,286289,27541.926029726532,1,129,0.0,0.0,1.0,0.0,0.0,39.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
452,287516,81683.27871934105,2,117,1.0,0.0,0.0,0.0,0.0,69.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0
453,287610,126190.19340616147,2,69,1.0,0.0,0.0,0.0,0.0,47.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,12.5,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
454,288634,286938.6970397365,3,66,0.0,1.0,0.0,0.0,0.0,22.666666666666668,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,13.333333333333334,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,6.0,0.0,0.0,0.0,1.0,0.0,0.0
455,290762,159072.94919830645,4,54,0.0,1.0,0.0,0.0,0.0,30.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0,0.5,0.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0
456,290768,48905.24507940034,1,128,0.0,0.0,0.0,1.0,0.0,43.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
457,291140,84615.49898106097,1,141,1.0,0.0,0.0,0.0,0.0,74.0,1.0,0.5240049415992813,0.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
458,292124,92364.93824417795,2,217,0.0,0.0,1.0,0.0,0.0,36.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,15.0,0.0,0.5,0.5,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
459,292970,171147.41334746033,4,148,0.0,1.0,0.0,0.0,0.0,39.5,1.0,1.6666666666666667,1.0,1.0,1.0,0.5,0.0,22.5,0.25,0.75,0.0,0.0,0.75,0.25,0.25,0.25,0.0,0.0,0.75,0.0,0.0
460,294437,153941.56374029658,2,65,0.0,0.0,0.0,1.0,0.0,67.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,8.5,0.0,1.0,0.0,0.0,0.5,0.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0
461,295533,180122.10179136743,4,125,0.0,0.0,0.0,0.0,1.0,29.75,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
462,296236,41260.52796848765,7,198,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.6,1.0,1.0,1.0,0.0,0.0,5.714285714285714,0.0,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.2,0.0,1.0,0.0,0.0,0.0,0.0
463,297620,28589.147551769365,2,107,0.0,1.0,0.0,0.0,0.0,65.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
464,297646,59712.571186882386,1,85,0.0,0.0,0.0,0.0,1.0,33.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
465,298167,27646.648181930814,2,182,0.0,0.0,0.0,0.0,1.0,76.0,1.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
466,298190,365480.311192949,2,198,1.0,0.0,0.0,0.0,0.0,55.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,22.5,0.0,0.5,0.0,0.5,0.5,0.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0
467,298970,249657.6108550116,2,141,0.0,0.0,0.0,0.0,1.0,74.0,0.0,0.5240049415992813,0.5,0.5,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0
468,300373,131949.91177739706,4,145,0.0,1.0,0.0,0.0,0.0,25.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,13.75,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
469,300616,41888.86088171336,2,60,0.0,0.0,0.0,1.0,0.0,75.5,1.0,2.0,1.0,1.0,1.0,0.0,0.0,22.5,0.0,1.0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0
470,300659,116241.58894675456,3,383,0.0,1.0,0.0,0.0,0.0,31.666666666666668,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0
471,301398,546649.6345063592,2,189,0.0,0.0,1.0,0.0,0.0,37.5,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.5,0.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0
472,302028,131949.91177739706,5,68,0.0,1.0,0.0,0.0,0.0,28.2,1.0,0.0,1.0,1.0,1.0,0.4,0.0,6.0,0.0,1.0,0.0,0.0,0.8,0.2,2.0,0.8,0.2,0.0,0.0,0.0,0.0
473,302368,94878.26989708075,6,467,0.0,0.0,0.0,1.0,0.0,25.5,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.3333333333333333,50.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.1666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
474,302416,198972.08918813843,1,210,1.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
475,303118,143532.18181119082,3,111,0.0,0.0,1.0,0.0,0.0,23.666666666666668,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,6.0,1.0,0.0,0.0,0.0,0.0,0.0
476,303147,78541.61415321253,1,90,1.0,0.0,0.0,0.0,0.0,32.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
477,303426,50266.633058056024,1,142,0.0,0.0,0.0,1.0,0.0,36.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
478,304635,18849.98739677101,1,77,0.0,0.0,0.0,0.0,1.0,61.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
479,305468,128389.35860245144,1,127,1.0,0.0,0.0,0.0,0.0,24.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
480,306291,6283.329132257003,5,307,0.0,0.0,0.0,1.0,0.0,12.8,1.0,1.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.4,0.6,0.25,0.0,1.0,0.0,0.0,0.0,0.0
481,306597,25761.649442253714,2,127,0.0,0.0,0.0,0.0,1.0,77.0,0.5,1.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0
482,306892,57597.183712355865,1,171,0.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
483,307963,69640.23121584846,3,67,0.0,0.0,0.0,0.0,1.0,25.333333333333332,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,6.666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
484,308142,727818.9578197695,2,105,0.0,0.0,0.0,1.0,0.0,56.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,7.5,0.0,1.0,0.0,0.0,0.5,0.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0
485,309461,10472.21522042834,2,143,0.0,0.0,1.0,0.0,0.0,54.5,1.0,0.5240049415992813,1.0,1.0,0.5,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
486,309729,1256.6658264514006,1,170,1.0,0.0,0.0,0.0,0.0,59.0,1.0,0.5240049415992813,1.0,1.0,0.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,310544,104722.15220428338,4,124,0.0,0.0,1.0,0.0,0.0,29.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,7.5,0.0,0.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0
488,310579,134986.8541913213,1,134,0.0,0.0,0.0,1.0,0.0,94.0,0.0,0.5240049415992813,1.0,1.0,0.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
489,312614,9110.827241772655,1,58,0.0,0.0,0.0,0.0,1.0,79.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
490,313179,308972.2378635177,4,69,0.0,1.0,0.0,0.0,0.0,34.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,8.75,0.0,1.0,0.0,0.0,0.25,0.75,3.0,0.75,0.0,0.0,0.25,0.0,0.0
491,313456,156036.00678438225,2,60,0.0,0.0,0.0,0.0,1.0,31.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,22.5,0.0,1.0,0.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0
492,313513,125666.58264514006,2,135,0.0,0.0,1.0,0.0,0.0,52.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.5,0.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0
493,313951,109329.92690127186,2,160,1.0,0.0,0.0,0.0,0.0,28.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,7.5,0.0,1.0,0.0,0.0,0.5,0.5,5.0,0.5,0.0,0.0,0.5,0.0,0.0
494,314033,73305.50654299837,1,229,0.0,0.0,1.0,0.0,0.0,31.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
495,314222,90061.05089568371,2,166,0.0,0.0,0.0,1.0,0.0,45.0,1.0,0.5240049415992813,1.0,1.0,1.0,1.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
496,314255,60738.848278484365,2,124,1.0,0.0,0.0,0.0,0.0,76.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
497,314289,160224.89287255358,1,141,0.0,0.0,0.0,1.0,0.0,87.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
498,314355,271125.65205688967,1,139,0.0,0.0,1.0,0.0,0.0,94.0,0.0,0.5240049415992813,1.0,1.0,0.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
499,315578,79588.83567525537,1,124,0.0,0.0,1.0,0.0,0.0,56.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
500,316234,51313.85458009886,1,115,0.0,0.0,0.0,0.0,1.0,83.0,1.0,0.5240049415992813,1.0,1.0,0.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
501,317366,45030.52544784186,1,352,0.0,0.0,0.0,1.0,0.0,24.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
502,317759,99486.04459406922,1,196,0.0,0.0,1.0,0.0,0.0,32.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
503,318360,101580.48763815488,2,71,0.0,0.0,1.0,0.0,0.0,32.0,1.0,0.5240049415992813,1.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
504,319454,20630.263984243826,1,60,1.0,0.0,0.0,0.0,0.0,43.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
505,321190,219989.8251355381,1,121,1.0,0.0,0.0,0.0,0.0,33.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
506,321649,62833.29132257003,1,70,0.0,0.0,1.0,0.0,0.0,61.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
507,321967,75818.83819590117,1,111,1.0,0.0,0.0,0.0,0.0,88.0,0.0,0.5240049415992813,0.0,1.0,0.0,2.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
508,321976,27856.09248633938,2,63,0.0,0.0,0.0,0.0,1.0,60.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0
509,322002,2094.4430440856677,2,111,0.0,0.0,0.0,1.0,0.0,59.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0
510,322401,63775.790692408584,4,40,0.0,1.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,20.0,0.25,0.25,0.5,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
511,322609,115194.36742471173,1,192,0.0,0.0,1.0,0.0,0.0,26.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
512,323059,15708.322830642508,1,181,0.0,0.0,0.0,0.0,1.0,94.0,0.0,0.5240049415992813,1.0,1.0,0.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
513,323107,13509.157634352558,1,126,0.0,1.0,0.0,0.0,0.0,34.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
514,323124,75609.39389149261,2,131,1.0,0.0,0.0,0.0,0.0,56.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.5,0.0,1.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0
515,323251,263899.82355479413,2,67,0.0,0.0,1.0,0.0,0.0,32.5,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,32.5,0.0,0.5,0.5,0.0,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0
516,323530,263899.82355479413,1,151,1.0,0.0,0.0,0.0,0.0,45.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
517,323704,52779.964710958826,2,68,0.0,0.0,1.0,0.0,0.0,43.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
518,324543,40422.75075085339,2,110,0.0,0.0,0.0,0.0,1.0,65.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0
519,325689,275419.2602972653,3,102,0.0,0.0,0.0,1.0,0.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,20.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
520,326318,69221.34260703131,2,121,0.0,0.0,0.0,1.0,0.0,61.5,0.5,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,27.5,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
521,326506,76447.17110912687,1,74,1.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
522,327021,273324.8172531796,2,67,0.0,0.0,1.0,0.0,0.0,73.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0
523,327043,2199.165196289951,1,324,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
524,327291,65273.31746892983,4,75,0.0,0.0,0.0,0.0,1.0,21.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0
525,327946,248819.83363737733,2,75,0.0,0.0,1.0,0.0,0.0,50.5,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0
526,328300,94249.93698385505,3,85,0.0,0.0,0.0,0.0,1.0,19.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,8.333333333333334,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.0,0.0
527,328456,167555.44352685343,4,72,0.0,0.0,1.0,0.0,0.0,18.25,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.25,0.75,3.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0
528,329743,165042.1118739506,3,141,0.0,1.0,0.0,0.0,0.0,49.333333333333336,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,18.666666666666668,0.0,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0
529,330123,229823.23522752034,7,124,0.0,0.0,0.0,1.0,0.0,41.285714285714285,0.7142857142857143,0.5240049415992813,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.0,13.571428571428571,0.0,0.0,0.25,0.75,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0
530,330197,102522.98700799343,3,124,0.0,0.0,1.0,0.0,0.0,52.333333333333336,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,43.333333333333336,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
531,330431,75399.94958708403,2,73,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,45.0,0.0,0.5,0.5,0.0,1.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0
532,331316,31416.645661285016,1,219,0.0,0.0,0.0,1.0,0.0,86.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
533,332512,180436.26824798028,3,125,1.0,0.0,0.0,0.0,0.0,70.66666666666667,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
534,334371,62833.29132257003,1,178,0.0,0.0,1.0,0.0,0.0,60.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,1.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
535,334592,41993.58303391764,1,213,0.0,0.0,0.0,1.0,0.0,27.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
536,335073,69116.62045482703,1,115,0.0,0.0,0.0,1.0,0.0,47.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
537,336415,103674.93068224055,1,171,1.0,0.0,0.0,0.0,0.0,30.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
538,336674,240860.9500698518,3,64,0.0,1.0,0.0,0.0,0.0,35.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.6666666666666666,6.666666666666667,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,4.0,1.0,0.0,0.0,0.0,0.0,0.0
539,337039,97391.60154998355,1,248,0.0,0.0,0.0,1.0,0.0,33.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
540,337174,260758.15898866564,3,74,1.0,0.0,0.0,0.0,0.0,39.333333333333336,1.0,0.5240049415992813,1.0,1.0,1.0,0.6666666666666666,0.0,6.666666666666667,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,4.0,1.0,0.0,0.0,0.0,0.0,0.0
541,338749,6806.93989327842,3,68,0.0,0.0,0.0,1.0,0.0,20.666666666666668,1.0,1.5,1.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0
542,339391,75609.39389149261,1,70,0.0,0.0,1.0,0.0,0.0,76.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,0.0,0.0433146924250127,0.6217602343428477,0.23057714188878398,0.23057714188878384,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
543,341004,4712.496849192752,1,67,0.0,0.0,1.0,0.0,0.0,38.0,1.0,0.5240049415992813,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
544,341446,127761.02568922573,1,117,1.0,0.0,0.0,0.0,0.0,35.0,1.0,0.5240049415992813,1.0,1.0,1.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
