hhid,numchildren,hh_wt_revised,hhincome_broad,hhsize,vehicle_count,home_ownership,offpark,res_dur,mean_age,proportion_white,mean_education_year,proportion_employed,proportion_student,personid_count,mean_distance,mean_depart_time,mean_num_travelers,prop_driving_alone,prop_driving_with_others,prop_transit,prop_biking,prop_walking,mean_duration,prop_went_home,prop_went_work,prop_errands,prop_social,prop_gave_ride,tripid
32,17100822,0,15.8742856818323,5.0,2,1,1.0,2,4,59.5,1.0,6.0,1.0,0.5,2,102.04140663125,545.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,98.75,0.4,0.6,0.0,0.0,0.0,8
33,17100834,0,7.1128452250806,2.0,2,0,0.0,3,1,21.0,0.0,1.0,0.5,1.0,2,5.962993022159041,848.6338028169014,1.7462686567164178,0.023809523809523808,0.40476190476190477,0.21428571428571427,0.0,0.35714285714285715,20.619718309859156,0.3492063492063492,0.30158730158730157,0.09523809523809523,0.25396825396825395,0.0,71
34,17100836,1,14.0763945064891,5.0,3,2,1.0,1,3,35.666666666666664,1.0,3.0,1.0,0.0,3,8.20365062875,542.5,1.5,1.0,0.0,0.0,0.0,0.0,16.125,0.375,0.375,0.0,0.0,0.25,8
35,17100837,0,27.3443363152244,3.0,1,2,0.0,0,2,39.5,1.0,2.0,1.0,0.0,1,0.49796671940000004,537.0,2.2,0.0,0.0,0.0,0.0,1.0,3.8,0.2,0.4,0.2,0.2,0.0,5
36,17100859,0,8.87160763097213,5.0,2,1,1.0,0,3,29.5,1.0,4.0,1.0,0.0,2,1.070791697818182,660.0,1.0,0.0,0.0,0.0,0.2727272727272727,0.7272727272727273,4.7272727272727275,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.0,11
37,17100868,0,45.9947626669365,5.0,2,0,0.0,2,3,49.5,0.5,4.0,1.0,0.0,2,8.58962144409979,840.3888888888889,2.8055555555555554,0.3888888888888889,0.05555555555555555,0.2222222222222222,0.0,0.3333333333333333,27.63888888888889,0.3611111111111111,0.16666666666666666,0.16666666666666666,0.3055555555555556,0.0,36
38,17100907,0,523.882576601672,,1,1,1.0,1,3,39.5,0.0,4.0,1.0,0.0,1,3.345229484808718,872.8125,1.0,0.41935483870967744,0.0,0.1935483870967742,0.0,0.3870967741935484,15.3125,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,32
39,17100908,0,22.2854043434589,3.0,1,1,0.0,1,1,49.5,0.0,4.0,1.0,0.0,1,7.0099969365,525.0,1.0,1.0,0.0,0.0,0.0,0.0,13.5,0.5,0.5,0.0,0.0,0.0,2
40,17100924,0,4.53811476664872,5.0,3,0,0.0,1,1,46.166666666666664,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.0,3,4.48567724911111,680.5555555555555,1.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,12.333333333333334,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,9
41,17100939,2,13.6504293172042,5.0,3,2,1.0,1,3,20.75,1.0,6.0,0.5,0.0,4,6.802826196272727,675.9090909090909,2.090909090909091,1.0,0.0,0.0,0.0,0.0,16.727272727272727,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,11
42,17100942,0,13.2669580597191,5.0,1,0,1.0,1,1,39.5,0.0,6.0,1.0,0.0,1,0.9573209431280298,852.2564102564103,1.1025641025641026,0.08571428571428572,0.0,0.2571428571428571,0.0,0.6571428571428571,12.820512820512821,0.32432432432432434,0.2702702702702703,0.2702702702702703,0.13513513513513514,0.0,39
43,17100957,0,50.5807612885221,1.0,2,0,0.0,0,3,39.5,0.5,4.0,1.0,0.5,2,1.773850686315789,872.3684210526316,1.736842105263158,0.0,0.11764705882352941,0.23529411764705882,0.0,0.6470588235294118,7.368421052631579,0.21052631578947367,0.15789473684210525,0.3684210526315789,0.2631578947368421,0.0,19
44,17100982,0,22.1833727710887,5.0,1,1,1.0,1,4,89.5,1.0,6.0,0.0,0.0,1,2.9195116435,560.0,1.0,0.5,0.0,0.0,0.0,0.5,5.75,0.5,0.0,0.5,0.0,0.0,4
45,17100984,0,14.4500000000002,3.0,3,2,0.0,1,3,40.0,1.0,3.0,1.0,0.3333333333333333,3,2.0609017159999996,602.5,1.25,0.5,0.0,0.25,0.0,0.25,9.375,0.375,0.25,0.375,0.0,0.0,8
46,17100986,0,7.24050916291668,2.0,1,1,0.0,3,3,29.5,1.0,4.0,1.0,1.0,1,4.020947017245374,911.2608695652174,1.608695652173913,0.7391304347826086,0.17391304347826086,0.0,0.0,0.08695652173913043,11.08695652173913,0.30434782608695654,0.13043478260869565,0.2608695652173913,0.30434782608695654,0.0,23
47,17101042,0,75.2212625765553,1.0,1,0,0.0,3,2,49.5,1.0,1.0,0.0,0.0,1,5.836991515006906,912.8181818181819,1.0,0.0,0.0,0.5454545454545454,0.0,0.45454545454545453,65.18181818181819,0.5454545454545454,0.0,0.45454545454545453,0.0,0.0,11
48,17101064,0,6331.66963208101,1.0,1,0,0.0,3,3,59.5,1.0,4.0,0.0,0.0,1,0.0,510.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,2
49,17101086,1,557.4,5.0,3,1,1.0,1,3,20.333333333333332,1.0,5.0,1.0,0.0,3,5.0796216258665545,819.8888888888889,2.282828282828283,0.7142857142857143,0.04081632653061224,0.09183673469387756,0.0,0.15306122448979592,16.818181818181817,0.25274725274725274,0.10989010989010989,0.10989010989010989,0.3516483516483517,0.17582417582417584,99
50,17101128,0,14.4500000000003,5.0,2,2,0.0,1,2,59.5,1.0,2.5,1.0,0.0,2,5.0149299982499995,500.0,1.0,0.5,0.0,0.5,0.0,0.0,15.0,0.5,0.5,0.0,0.0,0.0,4
51,17101130,0,212.6,5.0,1,1,0.0,0,2,39.5,1.0,4.0,1.0,0.0,1,4.980730243710066,842.0208333333334,1.5416666666666667,0.7708333333333334,0.0,0.0,0.0,0.22916666666666666,17.5625,0.2826086956521739,0.021739130434782608,0.30434782608695654,0.391304347826087,0.0,48
52,17101179,0,24.7037911408447,2.0,2,2,0.0,3,3,29.5,0.5,5.0,0.5,0.5,2,2.56375,794.375,1.0,0.5,0.0,0.25,0.0,0.25,9.5,0.375,0.25,0.25,0.125,0.0,8
53,17101223,3,346.8,5.0,3,2,1.0,2,4,26.8,1.0,6.0,1.0,0.0,5,4.998771425578844,836.0985915492957,1.8873239436619718,0.8169014084507042,0.028169014084507043,0.09859154929577464,0.0,0.056338028169014086,17.830985915492956,0.39436619718309857,0.22535211267605634,0.14084507042253522,0.028169014084507043,0.2112676056338028,71
54,17101236,0,9.79291285882856,2.0,1,0,1.0,2,4,69.5,1.0,1.0,0.0,0.0,1,1.6547109730000003,472.14285714285717,1.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,7.428571428571429,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,7
55,17101250,0,9.18955127823097,3.0,2,2,0.0,0,1,29.5,1.0,6.0,1.0,0.0,2,8.930712761799999,668.0,1.0,0.2,0.0,0.2,0.0,0.6,16.7,0.4,0.2,0.3,0.1,0.0,10
56,17101263,0,102.157037175368,4.0,1,0,0.0,3,1,29.5,1.0,6.0,1.0,0.0,1,25.249133981079908,865.4117647058823,2.588235294117647,0.3939393939393939,0.030303030303030304,0.06060606060606061,0.0,0.5151515151515151,23.058823529411764,0.3333333333333333,0.18181818181818182,0.18181818181818182,0.30303030303030304,0.0,34
57,17101275,0,98.9304435350703,1.0,1,1,0.0,1,2,59.5,1.0,4.0,0.0,0.0,1,3.0230734768333334,578.3333333333334,1.0,1.0,0.0,0.0,0.0,0.0,8.166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,6
58,17101319,0,12.3054716603466,2.0,1,0,0.0,3,1,29.5,0.0,4.0,1.0,0.0,1,1.4369204375,637.5,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.5,0.5,0.0,0.0,0.0,2
59,17101375,2,7.84010905504752,4.0,3,2,1.0,1,3,24.75,1.0,5.0,1.0,0.5,4,1.9790638406083474,781.2421875,2.4765625,0.7096774193548387,0.0,0.0,0.0,0.2903225806451613,13.9609375,0.36,0.16,0.256,0.064,0.16,128
60,17101385,0,23.2474390620224,2.0,1,1,0.0,0,4,49.5,1.0,2.0,1.0,0.0,1,7.5705589482,459.0,1.0,1.0,0.0,0.0,0.0,0.0,19.2,0.2,0.4,0.4,0.0,0.0,5
61,17101391,0,6.77500000000009,2.0,2,0,0.0,3,2,59.5,0.0,2.5,0.5,0.0,2,5.682748480500001,507.5,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.5,0.5,0.0,0.0,0.0,2
62,17101436,0,6.10291199417358,2.0,2,1,0.0,1,3,69.5,0.0,4.0,0.0,0.0,2,0.76009207575,633.75,1.0,1.0,0.0,0.0,0.0,0.0,3.25,0.5,0.0,0.5,0.0,0.0,4
63,17101504,2,15.7322819355289,5.0,3,1,1.0,3,2,22.25,1.0,6.0,1.0,0.0,4,2.5182983066190476,530.4761904761905,1.5714285714285714,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.42857142857142855,7.571428571428571,0.23809523809523808,0.3333333333333333,0.047619047619047616,0.23809523809523808,0.14285714285714285,21
64,17101619,0,195.364519808976,5.0,1,1,0.0,1,2,29.5,0.0,6.0,1.0,0.0,1,7.199029098635399,880.3571428571429,1.2142857142857142,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,21.642857142857142,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.0,14
65,17101626,0,23.0550557995088,3.0,2,1,0.0,1,1,29.5,0.0,6.0,0.5,0.0,2,3.0669678886622873,841.8301886792453,1.679245283018868,0.9622641509433962,0.0,0.0,0.0,0.03773584905660377,12.849056603773585,0.41509433962264153,0.09433962264150944,0.3018867924528302,0.05660377358490566,0.1320754716981132,53
66,17101635,0,15.9473638350496,1.0,1,0,0.0,3,3,69.5,1.0,1.0,1.0,0.0,1,9.513811381,345.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.5,0.5,0.0,0.0,0.0,2
67,17101657,0,49.5589932125057,3.0,1,1,1.0,1,4,79.5,1.0,6.0,0.0,0.0,1,0.9209960962,800.0,1.4,0.4,0.0,0.0,0.0,0.6,5.2,0.4,0.0,0.0,0.6,0.0,5
68,17101667,0,557.4,5.0,3,2,1.0,3,4,42.375,1.0,3.5,1.0,0.25,4,6.405391447037035,739.6296296296297,1.2962962962962963,0.9259259259259259,0.0,0.0,0.0,0.07407407407407407,11.703703703703704,0.2962962962962963,0.4074074074074074,0.1111111111111111,0.18518518518518517,0.0,27
69,17101681,3,542.75893571996,5.0,3,1,1.0,1,2,20.6,0.0,6.0,1.0,0.0,5,1.628246217227273,570.9090909090909,2.5,0.7272727272727273,0.0,0.045454545454545456,0.0,0.22727272727272727,7.0,0.3181818181818182,0.22727272727272727,0.09090909090909091,0.0,0.36363636363636365,22
70,17101692,0,13.0004299206795,4.0,2,2,0.0,1,3,29.5,0.5,4.0,1.0,0.0,2,11.302738489444444,783.3333333333334,1.4444444444444444,1.0,0.0,0.0,0.0,0.0,19.333333333333332,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.0,9
71,17101697,2,29.7563694931415,5.0,3,1,0.0,1,1,17.25,1.0,4.0,0.5,0.0,4,1.0241994064,578.5,3.6,0.631578947368421,0.0,0.05263157894736842,0.0,0.3157894736842105,4.3,0.3,0.25,0.0,0.15,0.3,20
72,17101698,0,12.9750000000001,1.0,2,1,0.0,0,4,39.5,0.0,3.0,0.5,0.0,2,2.7175000000000002,570.0,1.0,0.0,0.0,0.5,0.0,0.5,11.25,0.5,0.25,0.25,0.0,0.0,4
73,17101714,0,235.823494358948,5.0,1,1,0.0,3,1,39.5,1.0,6.0,1.0,0.0,1,0.2551763573333333,775.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3
74,17101745,1,13.9905811210265,2.0,3,2,0.0,1,3,29.0,0.0,2.0,1.0,0.5,3,6.664386731588236,774.4117647058823,2.176470588235294,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,13.294117647058824,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.11764705882352941,17
75,17101785,0,89.0083857624429,1.0,1,0,0.0,0,1,49.5,1.0,4.0,1.0,0.0,1,0.868676658,615.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.5,0.0,0.5,0.0,0.0,2
76,17101852,2,14.0853856498725,5.0,3,1,0.0,0,1,20.75,1.0,6.0,1.0,0.0,4,1.4898405343333332,689.3333333333334,1.6666666666666667,0.8,0.0,0.06666666666666667,0.0,0.13333333333333333,6.066666666666666,0.4,0.26666666666666666,0.2,0.13333333333333333,0.0,15
77,17101853,0,101.99999999684,5.0,3,2,0.0,2,3,49.5,1.0,3.0,1.0,0.0,3,8.969490385,555.0,1.0,1.0,0.0,0.0,0.0,0.0,14.5,0.5,0.5,0.0,0.0,0.0,2
78,17101855,0,23.6814710999989,2.0,1,0,0.0,0,2,29.5,1.0,4.0,1.0,0.0,1,2.996250962,595.0,1.75,0.25,0.25,0.0,0.0,0.5,10.75,0.25,0.5,0.0,0.25,0.0,4
79,17101867,0,25.374725140398,1.0,1,0,0.0,0,1,29.5,1.0,6.0,1.0,0.0,1,3.415779948833333,640.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,9.166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,6
80,17101873,0,9.11504844037427,,2,1,1.0,1,2,29.5,1.0,5.0,1.0,0.0,2,99.8633421992037,859.1372549019608,1.6444444444444444,0.8780487804878049,0.024390243902439025,0.024390243902439025,0.0,0.07317073170731707,23.54901960784314,0.36585365853658536,0.2926829268292683,0.17073170731707318,0.14634146341463414,0.024390243902439025,51
81,17101882,0,45.8125388273043,1.0,1,0,0.0,3,4,59.5,1.0,2.0,1.0,0.0,1,1.9147547365,480.0,1.0,0.0,0.0,1.0,0.0,0.0,8.5,0.5,0.0,0.5,0.0,0.0,2
82,17101886,0,24.799462460098,5.0,1,1,1.0,0,4,49.5,1.0,4.0,1.0,0.0,1,7.3318900951774975,840.2666666666667,1.4,0.8666666666666667,0.0,0.0,0.0,0.13333333333333333,19.8,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.0,15
83,17101898,0,8.8359763985925,5.0,3,2,1.0,2,4,52.833333333333336,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,3,5.878258426428571,696.4285714285714,1.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,11.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,7
84,17101909,1,23.9147296054765,4.0,3,2,1.0,1,2,23.666666666666668,1.0,6.0,1.0,0.0,3,2.299664481904762,619.7619047619048,2.3333333333333335,0.8095238095238095,0.0,0.0,0.19047619047619047,0.0,9.380952380952381,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.2857142857142857,21
85,17101928,0,494.8739974232,,2,2,0.0,1,1,21.0,1.0,3.5,1.0,0.5,2,3.624368275428572,744.2857142857143,1.2857142857142858,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,9.285714285714286,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.0,7
86,17101944,0,13.5304365399094,5.0,2,0,1.0,1,2,29.5,0.5,5.0,0.5,0.0,2,6.085707574,691.25,1.0,0.0,0.0,0.5,0.5,0.0,14.25,0.5,0.25,0.0,0.25,0.0,4
87,17101949,0,45.8491068007753,5.0,2,2,0.0,0,3,44.5,0.5,4.0,1.0,0.0,2,7.4085982818324165,885.2016806722689,1.596638655462185,0.7966101694915254,0.0,0.0,0.0,0.2033898305084746,21.134453781512605,0.2543859649122807,0.18421052631578946,0.30701754385964913,0.20175438596491227,0.05263157894736842,119
88,17101953,0,15.4295902066056,5.0,2,1,0.0,1,1,25.25,0.5,6.0,1.0,0.0,2,7.902241309714285,705.0,1.4285714285714286,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,17.428571428571427,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,7
89,17101956,0,20.7750000000002,5.0,2,2,0.0,3,2,39.5,0.0,6.0,1.0,0.0,2,2.4625,576.25,1.0,1.0,0.0,0.0,0.0,0.0,9.5,0.5,0.5,0.0,0.0,0.0,4
90,17101985,0,24.9123046554885,3.0,2,1,1.0,1,3,49.5,1.0,5.0,0.5,0.0,2,0.348681861,900.0,2.5,0.0,0.0,0.0,0.0,1.0,2.5,0.5,0.0,0.25,0.0,0.25,8
91,17102003,0,24.9135266366707,3.0,1,1,1.0,1,4,59.5,1.0,4.0,1.0,0.0,1,2.9370373637142855,596.4285714285714,1.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,7.714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,7
92,17102061,0,20.775,5.0,2,1,1.0,3,2,39.5,1.0,5.0,1.0,0.0,2,131.70054028155556,641.6666666666666,1.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,125.77777777777777,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,9
93,17102109,0,20.8242231592878,4.0,1,1,1.0,2,4,59.5,0.0,6.0,0.0,0.0,1,1.152698843,667.5,1.8,0.0,0.3,0.0,0.0,0.7,4.7,0.4,0.0,0.4,0.2,0.0,10
94,17102166,2,50.6466661260029,4.0,3,1,0.0,1,2,17.25,1.0,4.0,0.5,0.0,4,1.1581112697999996,579.0,2.0,0.2,0.0,0.1,0.0,0.7,5.45,0.4,0.4,0.1,0.0,0.1,20
95,17102227,0,7.24075530690818,2.0,1,1,0.0,3,2,29.5,1.0,4.0,1.0,0.0,1,4.243726254060898,885.3461538461538,1.4230769230769231,0.3877551020408163,0.08163265306122448,0.12244897959183673,0.2653061224489796,0.14285714285714285,17.48076923076923,0.3,0.12,0.18,0.4,0.0,52
96,17102252,0,4.63237658314708,1.0,1,0,0.0,0,2,39.5,1.0,4.0,1.0,0.0,1,0.80918038475,720.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,0.5,0.25,0.0,0.25,0.0,4
97,17102269,0,13.9128490183495,3.0,2,2,0.0,2,2,39.5,1.0,4.0,1.0,0.0,2,17.00007787852276,887.08,1.7794117647058822,0.36666666666666664,0.5333333333333333,0.016666666666666666,0.0,0.08333333333333333,14.226666666666667,0.20634920634920634,0.42857142857142855,0.12698412698412698,0.2222222222222222,0.015873015873015872,75
