hhid,numchildren,hh_wt_revised,hhincome_broad,hhsize,vehicle_count,home_ownership,offpark,year_residence,mean_age,proportion_white,mean_education_year,proportion_employed,proportion_student,mean_distance,mean_depart_time,mean_num_travelers,prop_driving_alone,prop_driving_with_others,prop_transit,prop_biking,prop_walking,mean_duration,prop_went_home,prop_went_work,prop_errands,prop_social,prop_gave_ride,cluster
17100024,1,26.2249808974541,4.0,3,1,1.0,1,2,20.33333333333333,1.0,6.0,1.0,0.5,1.1516667648571428,621.0714285714286,1.2857142857142858,0.35714285714285715,0.0,0.07142857142857142,0.21428571428571427,0.35714285714285715,5.071428571428571,0.5,0.2857142857142857,0.14285714285714285,0.0,0.07142857142857142,0
17100052,0,25.6928255166116,1.0,1,0,0.0,1,4,69.5,1.0,6.0,1.0,0.0,0.8475500440000001,735.0,1.0,0.0,0.0,0.6,0.0,0.4,5.4,0.2,0.0,0.6,0.2,0.0,5
17100059,0,47.7687283056311,5.0,1,0,0.0,0,1,29.5,0.0,4.0,1.0,0.0,3.7136996362296815,947.6315789473683,2.236842105263158,0.045454545454545456,0.0,0.18181818181818185,0.0,0.7727272727272727,18.92105263157895,0.30303030303030304,0.2727272727272727,0.09090909090909093,0.3333333333333333,0.0,2
17100102,0,318.861344344584,4.0,1,1,0.0,1,3,39.5,1.0,6.0,1.0,0.0,42.8939857756,589.0,1.4,1.0,0.0,0.0,0.0,0.0,46.0,0.2,0.2,0.2,0.0,0.4,1
17100108,0,24.8994616891559,5.0,2,1,0.0,10,2,29.5,0.0,6.0,1.0,0.0,7.605270356749999,626.25,1.0,0.0,0.0,0.0,0.0,1.0,14.75,0.5,0.5,0.0,0.0,0.0,3
17100111,2,167.39999999481398,5.0,4,3,1.0,1,4,37.25,1.0,6.0,1.0,0.0,1.723199865444445,655.2777777777778,1.3888888888888888,0.6111111111111112,0.0,0.0,0.05555555555555555,0.3333333333333333,6.166666666666668,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.0,0.0,0
17100137,0,142.036552124741,1.0,1,1,1.0,1,3,39.5,1.0,2.0,1.0,0.0,0.8313943979999999,610.0,1.5,0.0,0.0,0.0,0.0,1.0,5.75,0.25,0.5,0.0,0.25,0.0,2
17100179,1,14.0808154426337,5.0,3,2,1.0,2,4,41.833333333333336,1.0,6.0,1.0,0.0,5.731111856666668,256.6666666666667,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,14.666666666666664,0.0,1.0,0.0,0.0,0.0,1
17100208,1,1822.07361753335,3.0,3,2,0.0,1,2,30.83333333333333,0.5,4.0,1.0,0.0,6.288831200823531,631.1764705882352,1.1764705882352942,0.7647058823529411,0.0,0.05882352941176471,0.0,0.17647058823529413,11.470588235294118,0.2352941176470588,0.29411764705882354,0.35294117647058826,0.05882352941176471,0.05882352941176471,0
17100221,0,51.94565671533,5.0,1,0,0.0,0,1,39.5,1.0,2.0,1.0,0.0,0.6326385869999999,465.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2
17100248,0,478.655191090949,5.0,1,0,1.0,1,3,39.5,1.0,4.0,1.0,0.0,1.957465260024316,860.9761904761905,1.238095238095238,0.0,0.02564102564102564,0.1282051282051282,0.15384615384615385,0.6923076923076923,17.785714285714285,0.30952380952380953,0.21428571428571427,0.14285714285714285,0.3333333333333333,0.0,2
17100280,0,98.3084150994092,2.0,1,0,0.0,0,3,39.5,1.0,4.0,0.0,0.0,1.61157530925,856.25,1.0,0.0,0.0,0.5,0.0,0.5,23.25,0.5,0.0,0.5,0.0,0.0,5
17100303,0,12.9925646376735,3.0,2,2,0.0,10,2,29.5,0.5,1.5,1.0,0.5,4.450671235255064,958.8055555555555,1.7870370370370368,0.8981481481481481,0.018518518518518517,0.07407407407407407,0.0,0.009259259259259259,16.47222222222222,0.22857142857142854,0.2,0.29523809523809524,0.19047619047619047,0.08571428571428573,2
17100326,0,22.721208271595696,5.0,2,1,0.0,1,2,29.5,1.0,3.0,1.0,0.0,4.7688335015,630.0,1.0,0.5,0.0,0.0,0.0,0.5,10.75,0.5,0.0,0.5,0.0,0.0,1
17100342,0,4.253099790452779,5.0,2,2,0.0,10,1,29.5,1.0,5.0,1.0,0.0,5.2505833981496135,944.051948051948,1.5844155844155845,0.8666666666666667,0.0,0.08,0.0,0.05333333333333334,21.935064935064936,0.2631578947368421,0.2894736842105263,0.21052631578947367,0.15789473684210525,0.07894736842105263,1
17100372,0,25.7771591642276,5.0,2,1,0.0,1,3,39.5,1.0,5.0,0.5,0.0,0.948833517,715.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,6.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,3
17100410,0,48.7472599508913,3.0,1,0,0.0,0,3,39.5,1.0,4.0,1.0,0.0,1.2957023291668956,917.1923076923076,1.7692307692307692,0.09523809523809523,0.14285714285714285,0.2380952380952381,0.0,0.5238095238095238,8.5,0.3461538461538461,0.2307692307692308,0.2307692307692308,0.19230769230769232,0.0,2
17100411,0,24.9885667310646,3.0,1,0,0.0,10,3,29.5,1.0,4.0,1.0,1.0,9.27288756,627.5,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.5,0.5,0.0,0.0,0.0,3
17100414,1,526.313050978486,5.0,3,2,1.0,2,2,27.0,1.0,5.0,1.0,0.0,3.6642869241000002,617.0,1.4,1.0,0.0,0.0,0.0,0.0,9.9,0.3,0.4,0.1,0.1,0.1,0
17100441,0,22.9958480304202,5.0,2,1,1.0,1,3,64.5,1.0,6.0,0.5,0.0,3.975609329375,709.375,1.5,0.75,0.125,0.125,0.0,0.0,14.875,0.375,0.375,0.25,0.0,0.0,1
17100482,0,35.0998299303549,3.0,1,1,0.0,10,3,59.5,1.0,2.0,1.0,0.0,3.50453244,676.6666666666666,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1
17100492,0,45.812894648025896,1.0,1,1,0.0,1,4,69.5,1.0,4.0,1.0,0.0,1.2203509803333332,486.66666666666674,1.0,0.0,0.0,0.0,0.0,1.0,5.666666666666668,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,5
17100501,0,30.3967326514221,3.0,1,0,0.0,1,1,29.5,1.0,4.0,1.0,0.0,5.552987221294309,757.8333333333335,2.125,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.0,0.4166666666666667,25.125,0.375,0.25,0.125,0.25,0.0,2
17100563,0,22.2854043434589,3.0,1,1,1.0,1,3,39.5,0.0,4.0,1.0,0.0,8.23767069,857.5,1.0,1.0,0.0,0.0,0.0,0.0,14.75,0.5,0.25,0.25,0.0,0.0,1
17100569,0,43.9157335775292,3.0,1,0,0.0,0,3,29.5,0.0,4.0,1.0,0.0,11.60814234,597.5,6.0,0.0,0.0,1.0,0.0,0.0,19.0,0.5,0.5,0.0,0.0,0.0,3
17100590,0,87.76402417026371,3.0,1,1,0.0,1,1,21.0,1.0,4.0,1.0,0.0,8.170572531416525,898.475,1.85,0.8,0.0,0.025,0.0,0.175,20.325,0.3333333333333333,0.20512820512820512,0.2564102564102564,0.15384615384615385,0.05128205128205128,2
17100627,0,23.254237458660103,3.0,1,1,0.0,1,3,39.5,1.0,4.0,1.0,0.0,2.31041272075,720.625,1.25,0.5,0.0,0.125,0.0,0.375,8.875,0.5,0.125,0.125,0.25,0.0,2
17100681,0,13.3809445694184,5.0,2,1,1.0,1,1,29.5,0.5,6.0,1.0,0.0,6.201406854199999,673.0,2.2,0.0,0.0,0.8,0.0,0.2,13.2,0.4,0.4,0.0,0.2,0.0,3
17100717,0,2182.773969897,1.0,1,0,0.0,1,2,59.5,1.0,4.0,0.0,0.0,2.78374208,690.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,5
17100760,1,1473.62847599998,5.0,4,3,1.0,2,4,34.125,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,7.972665096352941,615.2941176470587,1.4705882352941178,0.8823529411764706,0.0,0.1176470588235294,0.0,0.0,15.705882352941178,0.35294117647058826,0.17647058823529413,0.2352941176470588,0.1176470588235294,0.1176470588235294,0
17100807,0,15.5005580150655,3.0,1,1,1.0,2,3,59.5,1.0,6.0,1.0,0.0,5.503948975,761.25,1.0,0.5,0.0,0.0,0.0,0.5,10.25,0.5,0.0,0.5,0.0,0.0,5
17100818,0,12.987535923777498,2.0,1,1,1.0,10,3,59.5,1.0,1.0,1.0,0.0,8.281123532686754,920.7941176470587,1.088235294117647,1.0,0.0,0.0,0.0,0.0,19.794117647058822,0.21212121212121213,0.18181818181818185,0.3939393939393939,0.18181818181818185,0.030303030303030307,1
17100822,0,15.874285681832301,5.0,2,1,1.0,2,4,59.5,1.0,6.0,1.0,0.5,102.04140663125,545.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,98.75,0.4,0.6,0.0,0.0,0.0,3
17100834,0,7.1128452250806,2.0,2,0,0.0,10,1,21.0,0.0,1.0,0.5,1.0,5.962993022159041,848.6338028169014,1.7462686567164178,0.023809523809523808,0.4047619047619048,0.21428571428571427,0.0,0.35714285714285715,20.61971830985916,0.3492063492063492,0.3015873015873016,0.09523809523809523,0.25396825396825395,0.0,2
17100836,1,14.0763945064891,5.0,3,2,1.0,1,3,35.666666666666664,1.0,3.0,1.0,0.0,8.20365062875,542.5,1.5,1.0,0.0,0.0,0.0,0.0,16.125,0.375,0.375,0.0,0.0,0.25,0
17100837,0,27.3443363152244,3.0,1,2,0.0,0,2,39.5,1.0,2.0,1.0,0.0,0.4979667194,537.0,2.2,0.0,0.0,0.0,0.0,1.0,3.8,0.2,0.4,0.2,0.2,0.0,2
17100859,0,8.87160763097213,5.0,2,1,1.0,0,3,29.5,1.0,4.0,1.0,0.0,1.070791697818182,660.0,1.0,0.0,0.0,0.0,0.2727272727272727,0.7272727272727273,4.727272727272728,0.4545454545454545,0.09090909090909093,0.4545454545454545,0.0,0.0,1
17100868,0,45.9947626669365,5.0,2,0,0.0,2,3,49.5,0.5,4.0,1.0,0.0,8.58962144409979,840.3888888888888,2.805555555555556,0.3888888888888889,0.05555555555555555,0.2222222222222222,0.0,0.3333333333333333,27.63888888888889,0.3611111111111111,0.16666666666666666,0.16666666666666666,0.3055555555555556,0.0,2
17100908,0,22.2854043434589,3.0,1,1,0.0,1,1,49.5,0.0,4.0,1.0,0.0,7.009996936499999,525.0,1.0,1.0,0.0,0.0,0.0,0.0,13.5,0.5,0.5,0.0,0.0,0.0,1
17100924,0,4.53811476664872,5.0,3,0,0.0,1,1,46.16666666666666,0.3333333333333333,2.333333333333333,0.3333333333333333,0.0,4.48567724911111,680.5555555555555,1.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,12.333333333333336,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,3
17100939,2,13.6504293172042,5.0,4,2,1.0,1,3,20.75,1.0,6.0,0.5,0.0,6.802826196272727,675.9090909090909,2.090909090909091,1.0,0.0,0.0,0.0,0.0,16.727272727272727,0.5454545454545454,0.09090909090909093,0.18181818181818185,0.0,0.18181818181818185,0
17100942,0,13.2669580597191,5.0,1,0,1.0,1,1,39.5,0.0,6.0,1.0,0.0,0.9573209431280298,852.2564102564102,1.1025641025641026,0.08571428571428573,0.0,0.2571428571428571,0.0,0.6571428571428571,12.82051282051282,0.32432432432432434,0.2702702702702703,0.2702702702702703,0.13513513513513514,0.0,2
17100957,0,50.5807612885221,1.0,2,0,0.0,0,3,39.5,0.5,4.0,1.0,0.5,1.773850686315789,872.3684210526317,1.7368421052631582,0.0,0.1176470588235294,0.2352941176470588,0.0,0.6470588235294118,7.36842105263158,0.21052631578947367,0.15789473684210525,0.3684210526315789,0.2631578947368421,0.0,2
17100982,0,22.1833727710887,5.0,1,1,1.0,1,4,89.5,1.0,6.0,0.0,0.0,2.9195116435000004,560.0,1.0,0.5,0.0,0.0,0.0,0.5,5.75,0.5,0.0,0.5,0.0,0.0,5
17100984,0,14.4500000000002,3.0,3,2,0.0,1,3,40.0,1.0,3.0,1.0,0.3333333333333333,2.060901716,602.5,1.25,0.5,0.0,0.25,0.0,0.25,9.375,0.375,0.25,0.375,0.0,0.0,1
17100986,0,7.24050916291668,2.0,1,1,0.0,3,3,29.5,1.0,4.0,1.0,1.0,4.020947017245374,911.2608695652175,1.608695652173913,0.7391304347826086,0.17391304347826084,0.0,0.0,0.08695652173913042,11.08695652173913,0.3043478260869565,0.13043478260869565,0.2608695652173913,0.3043478260869565,0.0,2
17101042,0,75.2212625765553,1.0,1,0,0.0,4,2,49.5,1.0,1.0,0.0,0.0,5.836991515006906,912.8181818181821,1.0,0.0,0.0,0.5454545454545454,0.0,0.4545454545454545,65.18181818181819,0.5454545454545454,0.0,0.4545454545454545,0.0,0.0,5
17101064,0,6331.669632081011,1.0,1,0,0.0,10,3,59.5,1.0,4.0,0.0,0.0,0.0,510.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,5
17101086,1,557.4,5.0,3,1,1.0,1,3,20.33333333333333,1.0,5.0,1.0,0.0,5.0796216258665545,819.8888888888888,2.2828282828282833,0.7142857142857143,0.040816326530612235,0.09183673469387756,0.0,0.15306122448979592,16.818181818181817,0.25274725274725274,0.10989010989010987,0.10989010989010987,0.3516483516483517,0.17582417582417584,0
17101128,0,14.450000000000301,5.0,2,2,0.0,1,2,59.5,1.0,2.5,1.0,0.0,5.01492999825,500.0,1.0,0.5,0.0,0.5,0.0,0.0,15.0,0.5,0.5,0.0,0.0,0.0,3
17101130,0,212.6,5.0,1,1,0.0,0,2,39.5,1.0,4.0,1.0,0.0,4.980730243710067,842.0208333333335,1.5416666666666667,0.7708333333333334,0.0,0.0,0.0,0.22916666666666666,17.5625,0.2826086956521739,0.021739130434782608,0.3043478260869565,0.39130434782608703,0.0,2
17101179,0,24.703791140844697,2.0,2,2,0.0,3,3,29.5,0.5,5.0,0.5,0.5,2.56375,794.375,1.0,0.5,0.0,0.25,0.0,0.25,9.5,0.375,0.25,0.25,0.125,0.0,2
17101223,3,346.8,5.0,5,4,1.0,2,4,26.8,1.0,6.0,1.0,0.0,4.998771425578844,836.0985915492959,1.887323943661972,0.8169014084507042,0.028169014084507043,0.09859154929577464,0.0,0.056338028169014086,17.830985915492953,0.39436619718309857,0.22535211267605634,0.14084507042253522,0.028169014084507043,0.2112676056338028,0
17101236,0,9.79291285882856,2.0,1,0,1.0,2,4,69.5,1.0,1.0,0.0,0.0,1.6547109730000005,472.1428571428572,1.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,7.428571428571429,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,5
17101250,0,9.18955127823097,3.0,2,2,0.0,0,1,29.5,1.0,6.0,1.0,0.0,8.930712761799999,668.0,1.0,0.2,0.0,0.2,0.0,0.6,16.7,0.4,0.2,0.3,0.1,0.0,2
17101263,0,102.157037175368,4.0,1,0,0.0,10,1,29.5,1.0,6.0,1.0,0.0,25.24913398107991,865.4117647058823,2.588235294117647,0.3939393939393939,0.030303030303030307,0.060606060606060615,0.0,0.5151515151515151,23.058823529411764,0.3333333333333333,0.18181818181818185,0.18181818181818185,0.30303030303030304,0.0,2
17101275,0,98.93044353507031,1.0,1,1,0.0,1,2,59.5,1.0,4.0,0.0,0.0,3.0230734768333334,578.3333333333334,1.0,1.0,0.0,0.0,0.0,0.0,8.166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,5
17101319,0,12.3054716603466,2.0,1,0,0.0,10,1,29.5,0.0,4.0,1.0,0.0,1.4369204375,637.5,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.5,0.5,0.0,0.0,0.0,3
17101375,2,7.840109055047519,4.0,4,2,1.0,1,3,24.75,1.0,5.0,1.0,0.5,1.9790638406083476,781.2421875,2.4765625,0.7096774193548387,0.0,0.0,0.0,0.2903225806451613,13.9609375,0.36,0.16,0.256,0.064,0.16,0
17101385,0,23.2474390620224,2.0,1,1,0.0,0,4,49.5,1.0,2.0,1.0,0.0,7.5705589482,459.0,1.0,1.0,0.0,0.0,0.0,0.0,19.2,0.2,0.4,0.4,0.0,0.0,1
17101391,0,6.775000000000089,2.0,2,0,0.0,10,2,59.5,0.0,2.5,0.5,0.0,5.682748480500001,507.5,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.5,0.5,0.0,0.0,0.0,3
17101436,0,6.1029119941735805,2.0,2,1,0.0,1,3,69.5,0.0,4.0,0.0,0.0,0.76009207575,633.75,1.0,1.0,0.0,0.0,0.0,0.0,3.25,0.5,0.0,0.5,0.0,0.0,5
17101504,2,15.732281935528901,5.0,4,1,1.0,3,2,22.25,1.0,6.0,1.0,0.0,2.518298306619048,530.4761904761905,1.5714285714285714,0.4761904761904762,0.047619047619047616,0.047619047619047616,0.0,0.42857142857142855,7.571428571428571,0.2380952380952381,0.3333333333333333,0.047619047619047616,0.2380952380952381,0.14285714285714285,0
17101619,0,195.36451980897598,5.0,1,1,0.0,1,2,29.5,0.0,6.0,1.0,0.0,7.199029098635398,880.3571428571429,1.2142857142857142,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,21.642857142857146,0.2307692307692308,0.2307692307692308,0.4615384615384616,0.07692307692307693,0.0,2
17101626,0,23.0550557995088,3.0,2,1,0.0,1,1,29.5,0.0,6.0,0.5,0.0,3.0669678886622878,841.8301886792453,1.6792452830188682,0.9622641509433962,0.0,0.0,0.0,0.03773584905660377,12.849056603773587,0.4150943396226415,0.09433962264150944,0.3018867924528302,0.05660377358490566,0.1320754716981132,1
17101635,0,15.9473638350496,1.0,1,0,0.0,10,3,69.5,1.0,1.0,1.0,0.0,9.513811381,345.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.5,0.5,0.0,0.0,0.0,3
17101657,0,49.558993212505705,3.0,1,1,1.0,1,4,79.5,1.0,6.0,0.0,0.0,0.9209960962,800.0,1.4,0.4,0.0,0.0,0.0,0.6,5.2,0.4,0.0,0.0,0.6,0.0,5
17101667,0,557.4,5.0,4,4,1.0,3,4,42.375,1.0,3.5,1.0,0.25,6.405391447037036,739.6296296296298,1.2962962962962965,0.925925925925926,0.0,0.0,0.0,0.07407407407407407,11.703703703703706,0.2962962962962963,0.4074074074074074,0.1111111111111111,0.1851851851851852,0.0,1
17101681,3,542.7589357199599,5.0,5,1,1.0,1,2,20.6,0.0,6.0,1.0,0.0,1.6282462172272734,570.9090909090909,2.5,0.7272727272727273,0.0,0.045454545454545456,0.0,0.2272727272727273,7.0,0.3181818181818182,0.2272727272727273,0.09090909090909093,0.0,0.3636363636363637,0
17101692,0,13.0004299206795,4.0,2,2,0.0,1,3,29.5,0.5,4.0,1.0,0.0,11.302738489444444,783.3333333333335,1.4444444444444444,1.0,0.0,0.0,0.0,0.0,19.33333333333333,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.0,1
17101697,2,29.7563694931415,5.0,4,1,0.0,1,1,17.25,1.0,4.0,0.5,0.0,1.0241994064,578.5,3.6,0.631578947368421,0.0,0.05263157894736842,0.0,0.3157894736842105,4.3,0.3,0.25,0.0,0.15,0.3,0
17101698,0,12.975000000000101,1.0,2,1,0.0,0,4,39.5,0.0,3.0,0.5,0.0,2.7175,570.0,1.0,0.0,0.0,0.5,0.0,0.5,11.25,0.5,0.25,0.25,0.0,0.0,3
17101714,0,235.82349435894798,5.0,1,1,0.0,10,1,39.5,1.0,6.0,1.0,0.0,0.2551763573333333,775.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3
17101745,1,13.9905811210265,2.0,3,2,0.0,1,3,29.0,0.0,2.0,1.0,0.5,6.664386731588236,774.4117647058823,2.176470588235294,0.8823529411764706,0.0,0.1176470588235294,0.0,0.0,13.294117647058822,0.35294117647058826,0.1176470588235294,0.17647058823529413,0.2352941176470588,0.1176470588235294,0
17101785,0,89.00838576244291,1.0,1,0,0.0,0,1,49.5,1.0,4.0,1.0,0.0,0.8686766579999999,615.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.5,0.0,0.5,0.0,0.0,2
17101852,2,14.085385649872501,5.0,4,1,0.0,0,1,20.75,1.0,6.0,1.0,0.0,1.4898405343333332,689.3333333333335,1.6666666666666667,0.8,0.0,0.06666666666666668,0.0,0.13333333333333333,6.066666666666666,0.4,0.26666666666666666,0.2,0.13333333333333333,0.0,0
17101853,0,101.99999999684,5.0,3,2,0.0,2,3,49.5,1.0,3.0,1.0,0.0,8.969490385,555.0,1.0,1.0,0.0,0.0,0.0,0.0,14.5,0.5,0.5,0.0,0.0,0.0,1
17101855,0,23.681471099998898,2.0,1,0,0.0,0,2,29.5,1.0,4.0,1.0,0.0,2.996250962,595.0,1.75,0.25,0.25,0.0,0.0,0.5,10.75,0.25,0.5,0.0,0.25,0.0,2
17101867,0,25.374725140398002,1.0,1,0,0.0,0,1,29.5,1.0,6.0,1.0,0.0,3.4157799488333334,640.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,9.166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2
17101882,0,45.812538827304294,1.0,1,0,0.0,10,4,59.5,1.0,2.0,1.0,0.0,1.9147547365000002,480.0,1.0,0.0,0.0,1.0,0.0,0.0,8.5,0.5,0.0,0.5,0.0,0.0,5
17101886,0,24.799462460098,5.0,1,1,1.0,0,4,49.5,1.0,4.0,1.0,0.0,7.3318900951774975,840.2666666666668,1.4,0.8666666666666667,0.0,0.0,0.0,0.13333333333333333,19.8,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.0,1
17101898,0,8.8359763985925,5.0,3,2,1.0,2,4,52.83333333333334,0.6666666666666666,2.333333333333333,0.6666666666666666,0.3333333333333333,5.87825842642857,696.4285714285713,1.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,11.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,1
17101909,1,23.9147296054765,4.0,3,2,1.0,1,2,23.66666666666667,1.0,6.0,1.0,0.0,2.299664481904762,619.7619047619047,2.333333333333333,0.8095238095238095,0.0,0.0,0.19047619047619047,0.0,9.380952380952381,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.2857142857142857,0
17101944,0,13.5304365399094,5.0,2,0,1.0,1,2,29.5,0.5,5.0,0.5,0.0,6.085707574,691.25,1.0,0.0,0.0,0.5,0.5,0.0,14.25,0.5,0.25,0.0,0.25,0.0,3
17101949,0,45.849106800775296,5.0,2,2,0.0,0,3,44.5,0.5,4.0,1.0,0.0,7.408598281832416,885.2016806722688,1.5966386554621852,0.7966101694915254,0.0,0.0,0.0,0.2033898305084746,21.134453781512605,0.2543859649122807,0.18421052631578946,0.30701754385964913,0.20175438596491227,0.05263157894736842,1
17101953,0,15.4295902066056,5.0,2,1,0.0,1,1,25.25,0.5,6.0,1.0,0.0,7.902241309714285,705.0,1.4285714285714286,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,17.428571428571427,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,1
17101956,0,20.7750000000002,5.0,2,2,0.0,10,2,39.5,0.0,6.0,1.0,0.0,2.4625,576.25,1.0,1.0,0.0,0.0,0.0,0.0,9.5,0.5,0.5,0.0,0.0,0.0,1
17101985,0,24.9123046554885,3.0,2,1,1.0,1,3,49.5,1.0,5.0,0.5,0.0,0.34868186100000004,900.0,2.5,0.0,0.0,0.0,0.0,1.0,2.5,0.5,0.0,0.25,0.0,0.25,5
17102003,0,24.9135266366707,3.0,1,1,1.0,1,4,59.5,1.0,4.0,1.0,0.0,2.937037363714285,596.4285714285714,1.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,7.7142857142857135,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,5
17102061,0,20.775,5.0,2,1,1.0,3,2,39.5,1.0,5.0,1.0,0.0,131.70054028155556,641.6666666666666,1.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,125.77777777777777,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,1
17102109,0,20.8242231592878,4.0,1,1,1.0,2,4,59.5,0.0,6.0,0.0,0.0,1.152698843,667.5,1.8,0.0,0.3,0.0,0.0,0.7,4.7,0.4,0.0,0.4,0.2,0.0,5
17102166,2,50.646666126002906,4.0,4,1,0.0,1,2,17.25,1.0,4.0,0.5,0.0,1.1581112697999996,579.0,2.0,0.2,0.0,0.1,0.0,0.7,5.45,0.4,0.4,0.1,0.0,0.1,0
17102227,0,7.24075530690818,2.0,1,1,0.0,10,2,29.5,1.0,4.0,1.0,0.0,4.243726254060898,885.3461538461537,1.4230769230769231,0.3877551020408163,0.08163265306122447,0.12244897959183673,0.2653061224489796,0.14285714285714285,17.48076923076923,0.3,0.12,0.18,0.4,0.0,2
17102252,0,4.63237658314708,1.0,1,0,0.0,0,2,39.5,1.0,4.0,1.0,0.0,0.80918038475,720.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,0.5,0.25,0.0,0.25,0.0,2
17102269,0,13.9128490183495,3.0,2,2,0.0,2,2,39.5,1.0,4.0,1.0,0.0,17.00007787852276,887.08,1.7794117647058822,0.36666666666666653,0.5333333333333333,0.016666666666666666,0.0,0.08333333333333333,14.226666666666668,0.20634920634920634,0.42857142857142855,0.12698412698412698,0.2222222222222222,0.015873015873015872,2
17102273,0,8.54395289306589,2.0,1,1,0.0,0,2,29.5,0.0,4.0,1.0,0.0,3.2677900889999996,655.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1
17102275,0,0.0,3.0,2,1,0.0,1,2,29.5,0.5,4.0,0.5,0.5,3.546419757941275,781.5421686746988,1.6172839506172842,0.75,0.125,0.0,0.0,0.125,19.03614457831325,0.3076923076923077,0.19230769230769232,0.1794871794871795,0.20512820512820512,0.1153846153846154,2
17102276,0,15.7087707527773,2.0,1,1,0.0,4,1,29.5,1.0,1.0,1.0,0.0,6.250370889,695.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1
17102289,0,242.69547315407502,5.0,4,2,1.0,1,3,49.5,1.0,5.0,0.5,0.0,3.26173172175,636.875,1.75,0.875,0.0,0.125,0.0,0.0,11.375,0.375,0.0625,0.4375,0.125,0.0,1
17102313,0,20.668047093403,2.0,1,1,1.0,10,3,69.5,1.0,2.0,0.0,0.0,0.398920182,792.5,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5,0.0,0.0,5
17102387,1,90.9934813459417,2.0,2,1,0.0,10,3,18.75,0.0,1.0,1.0,0.0,3.5908201607333337,668.3333333333334,1.8,1.0,0.0,0.0,0.0,0.0,7.466666666666668,0.13333333333333333,0.2,0.06666666666666668,0.26666666666666666,0.3333333333333333,0
17102398,0,1486.5131502316,2.0,1,0,0.0,0,3,29.5,1.0,6.0,1.0,0.0,12.403736153088186,917.1388888888887,1.6666666666666667,0.2222222222222222,0.027777777777777776,0.08333333333333333,0.3888888888888889,0.2777777777777778,63.75,0.24242424242424246,0.18181818181818185,0.30303030303030304,0.2727272727272727,0.0,2
17102408,0,46.3227456173334,3.0,2,1,0.0,10,1,29.5,0.5,2.0,1.0,0.0,2.6312942007716047,876.0410958904109,1.7534246575342465,0.859375,0.0,0.0,0.0,0.140625,12.67123287671233,0.3333333333333333,0.3055555555555556,0.2222222222222222,0.125,0.013888888888888888,2
