OOO--0,"[(47.695226472663656, -122.27397895293998), (47.6952639921772, -122.27409168130465), (47.69530636757674, -122.27416596165186), (47.69532597510108, -122.27422133445985), (47.69533227627196, -122.27428547630623), (47.69533682149507, -122.27435972282612), (47.69535235337489, -122.27452057906403), (47.695367708543564, -122.27462761674825), (47.69540084625938, -122.27476154688902), (47.69542614611331, -122.27486479955861), (47.69545330420073, -122.27494982717457), (47.69550752552892, -122.27504271399823), (47.69554947187938, -122.27508652283421), (47.69556437585359, -122.27505647571276), (47.695514214768735, -122.27496776311975), (47.695467856678164, -122.27488321789812), (47.69545236062945, -122.27480765198857), (47.6954345597865, -122.274697499836), (47.69540804826702, -122.27462569008328), (47.69538278704797, -122.27451939278762), (47.69537018544236, -122.27441141568602), (47.69536286057417, -122.27434013838447), (47.69535980177168, -122.27427710171263), (47.69535765067783, -122.2742100290861), (47.69534218004714, -122.2741527404166), (47.695293842824675, -122.27407220246528), (47.695226472663656, -122.27397895293998)]"
OOO--2,"[(47.6452274048213, -122.2875597861966), (47.64526771717981, -122.28753656857259), (47.64529918877242, -122.28752121868493), (47.645338851154946, -122.28750863387421), (47.645403748134285, -122.28749269695844), (47.64549112340994, -122.28747789601795), (47.645552111649074, -122.28746945785933), (47.645576249912345, -122.28746810372353), (47.64560857213991, -122.28747002191734), (47.64565401395932, -122.28747788652544), (47.64574374838853, -122.28749307570632), (47.64580773640322, -122.28750805183057), (47.64583175811041, -122.28751582437677), (47.64589244849785, -122.28753070885261), (47.6459478989922, -122.2875231301469), (47.645975092828536, -122.28750055963283), (47.645993056371054, -122.2874660654606), (47.64600967072838, -122.287409724256), (47.646012655070265, -122.2873504658143), (47.64600431570376, -122.28731574351063), (47.645977268272595, -122.28728658458297), (47.64593413743053, -122.28727219135034), (47.645870660518426, -122.28726077963874), (47.64581486327624, -122.2872485683613), (47.64578601345476, -122.28723305328406), (47.64572357238035, -122.28718413873074), (47.64570126238675, -122.28716982088142), (47.64566741900943, -122.2871561949054), (47.64561140527391, -122.28716426511208), (47.64555696732873, -122.28717643714141), (47.64551363830133, -122.28717421139451), (47.64544896759271, -122.28717240327771), (47.645408325435135, -122.28717786078634), (47.645320995513885, -122.28718911312531), (47.64524566764961, -122.28720323702873), (47.645213202998775, -122.28721247295213), (47.64518440141061, -122.28723347660957), (47.64516413954442, -122.28727348501637), (47.64515252166937, -122.28732438610291), (47.645154211482286, -122.28736652999231), (47.64516511971361, -122.28741146717212), (47.645175980075926, -122.28746350423076), (47.64518155232624, -122.28750017724133), (47.645185940443746, -122.28754239662193), (47.6452274048213, -122.2875597861966)]"
OOO--4,"[(47.66513504453929, -122.39529085821225), (47.66510170129691, -122.39520410652254), (47.66508584680542, -122.39511990987302), (47.66506846819013, -122.395046830492), (47.66503459563637, -122.39491744165956), (47.665003734391625, -122.39478712925703), (47.66497655385917, -122.39466961186484), (47.66495555213376, -122.3946233159249), (47.66493184319598, -122.3946307220722), (47.66492721032672, -122.39466863731003), (47.66493663058673, -122.39478156166254), (47.66494996752108, -122.39490881035331), (47.664965551937456, -122.39503460481535), (47.66497967440656, -122.395104542044), (47.665012440497215, -122.39523338999867), (47.66505905782521, -122.39541440842518), (47.6650914481458, -122.39555187143054), (47.66512736552204, -122.39569146955898), (47.66516701840291, -122.39583980613108), (47.66521578400113, -122.3960422010915), (47.66524828491211, -122.39617154938544), (47.665278107558535, -122.39629625129156), (47.66531369654636, -122.39645968855099), (47.66534564093456, -122.39657024681821), (47.66538006764517, -122.39671842752733), (47.66541576123095, -122.39685548397873), (47.66544661952368, -122.39696398058082), (47.66547609340928, -122.39707345091823), (47.66548420386668, -122.39714117856322), (47.66543777573083, -122.39714942247328), (47.66541216056085, -122.39717706638358), (47.66540446718275, -122.39713827252135), (47.665374790380355, -122.39710287674512), (47.66531951243961, -122.39713470187543), (47.665260978743426, -122.39716338479907), (47.665158458224816, -122.39722220233381), (47.66505012597298, -122.39727678587428), (47.66507502285302, -122.39742315764654), (47.66512337272838, -122.3973997499338), (47.665165892739644, -122.39737971908002), (47.665199333076615, -122.39735941446831), (47.66523774162161, -122.39733925932121), (47.66527585018967, -122.39731909563795), (47.66531811200766, -122.39729601218197), (47.665351309442855, -122.39727468541844), (47.66537432862032, -122.3972956736845), (47.66539013345334, -122.39734282998818), (47.665405542170646, -122.39740012223754), (47.66542314091406, -122.39747574663835), (47.66544204067765, -122.39755648442575), (47.66545868034901, -122.39762396221055), (47.665479020037935, -122.39769966926181), (47.66549663251344, -122.39777427955673), (47.66551091352373, -122.39783255284871), (47.66552122236536, -122.39788055875087), (47.66553154511913, -122.39792755035721), (47.665538424643216, -122.39796631942122), (47.66556949941465, -122.39799972842208), (47.6655910644734, -122.3980267627799), (47.66561165471737, -122.39808421144842), (47.6656219355846, -122.39813424612657), (47.66562943651654, -122.39817455635946), (47.6656356808877, -122.39821279930108), (47.66564875020933, -122.39827814007087), (47.66566518039705, -122.39836083415373), (47.66567955067196, -122.3984312878591), (47.66569542397651, -122.3985139647541), (47.66570899449557, -122.39858338024378), (47.66572184896577, -122.3986456700011), (47.66575610953979, -122.39868729390409), (47.66574123840504, -122.3986127654628), (47.66569291643107, -122.39835659506105), (47.665669906436165, -122.39823514074826), (47.66564483776066, -122.39810449142328), (47.665628777018725, -122.39801673490007), (47.66561270828471, -122.39794825973155), (47.66559437160315, -122.39788580475384), (47.66557954812317, -122.3978265002899), (47.66556894029463, -122.39778153007067), (47.66555491642935, -122.39772326394815), (47.66554319535236, -122.39767826026802), (47.6655273285234, -122.39761689453765), (47.66551116203892, -122.39755552034752), (47.665498279466455, -122.39749525975138), (47.66548048538785, -122.3974338361392), (47.665465605962815, -122.39737858918886), (47.66545307080633, -122.39733356117264), (47.66543956170443, -122.39727835551243), (47.665429684045726, -122.39723949589391), (47.66544158695128, -122.39719012902552), (47.66549928534101, -122.39718171712741), (47.66551542416724, -122.39724512033605), (47.6655330790791, -122.39731668707529), (47.665556222890466, -122.39740973053263), (47.66557565162311, -122.39749251388926), (47.66559777925136, -122.3975784227369), (47.665618536435986, -122.39766429093444), (47.66563363109482, -122.39772258881962), (47.665648781447885, -122.39777682946996), (47.665666137059624, -122.3978514323047), (47.66568040409821, -122.39791072012564), (47.665695074610454, -122.39798118327619), (47.665711525545284, -122.39804053691007), (47.665722689699926, -122.39808552405626), (47.6657419726038, -122.39816018564795), (47.665751307111066, -122.39819801407387), (47.66577070108758, -122.39826456014377), (47.66578754175947, -122.39833610360363), (47.66580301166421, -122.39840760583695), (47.66582009477121, -122.39848017143044), (47.6658342161785, -122.39853133678213), (47.66585378313624, -122.39860397726125), (47.665888216434574, -122.39869228766439), (47.665918808959965, -122.39877946725028), (47.66594108310178, -122.39883595256485), (47.66595242817924, -122.39886775336477), (47.66597045850574, -122.39891193297397), (47.66599220275884, -122.39900696529318), (47.666007658299804, -122.39907948233146), (47.66602707152462, -122.3991632813446), (47.666043201461534, -122.39924596676327), (47.66606438865691, -122.39934098258028), (47.66608275786665, -122.39941967608563), (47.666098268929844, -122.399488136071), (47.6661167430826, -122.39958104032924), (47.666135487920435, -122.39967293806637), (47.66615520638953, -122.39977501372202), (47.66617397897005, -122.39986488294339), (47.66619177838357, -122.39994761914708), (47.666208492432126, -122.40002829319845), (47.6662235440262, -122.40008963541489), (47.666234679460274, -122.40013665261954), (47.66624352723185, -122.40017243812837), (47.6662650359713, -122.40020353053283), (47.66630210819884, -122.40019957433239), (47.66629717054391, -122.40015984764744), (47.666290235958975, -122.40012513504358), (47.6662709905185, -122.40002916225328), (47.6662534911302, -122.39994643493661), (47.666235621617055, -122.3998687702648), (47.66621291926805, -122.39976559026037), (47.66619044575013, -122.39966444622016), (47.66617114412653, -122.39957253161153), (47.66615107068234, -122.39947754905776), (47.666129083947084, -122.39938149470697), (47.66610643659747, -122.3992742567747), (47.66608397657953, -122.39917209934814), (47.66606218480302, -122.399061843144), (47.66605096491507, -122.39902091278252), (47.666047891406194, -122.39896399086776), (47.666032644016546, -122.39891685076424), (47.666013313909, -122.39882696536021), (47.66599637631107, -122.39876252222638), (47.665978979478844, -122.39869096158364), (47.665961409068544, -122.39861330730619), (47.66594365775756, -122.39854883980651), (47.66593222170196, -122.39850181417255), (47.66592020195764, -122.39845984521355), (47.66593033883343, -122.3984205729078), (47.665956871119754, -122.39836048309732), (47.66589045695475, -122.39838892772056), (47.66587680863946, -122.39834386556447), (47.665863906243914, -122.3982663515874), (47.66584411773494, -122.39817239397034), (47.66582079999054, -122.39807021122465), (47.66579626604637, -122.39795987404835), (47.6657704730908, -122.39784138013367), (47.6657370699326, -122.39771859834246), (47.66570975311595, -122.39761122198267), (47.665671556139486, -122.39745683731196), (47.66564383550237, -122.3973382864632), (47.665608727128806, -122.39719921719775), (47.665577194730425, -122.39708055144256), (47.665550676980914, -122.3969742145387), (47.66551378024418, -122.3968249441326), (47.66548394424823, -122.39670125619146), (47.665454539957864, -122.39658671449065), (47.665434484189085, -122.39650898648776), (47.66541831085207, -122.39642934635557), (47.66539081152673, -122.3963351579033), (47.665343674730366, -122.39615462893848), (47.66529076264173, -122.39593282782374), (47.66524680339759, -122.39575797688786), (47.66520159979047, -122.39557699997319), (47.665159817014036, -122.39540272216533), (47.66513504453929, -122.39529085821225)]"
OOO--6,"[(47.66608770690771, -122.39832078586775), (47.666100356204126, -122.39823896714879), (47.666073874386804, -122.3981519108246), (47.666041903667804, -122.39804337868624), (47.66601140110141, -122.39792778715321), (47.665976349179395, -122.39778465869273), (47.665938480263854, -122.39762825348477), (47.665908088712094, -122.3975045473275), (47.66587783595645, -122.39737069756752), (47.665843799402964, -122.397234704122), (47.665810131250396, -122.39709060402737), (47.66578796113839, -122.39700773746681), (47.66576880314104, -122.3969239473695), (47.66573594150033, -122.3968021972279), (47.66570360762786, -122.39667944838062), (47.66567674916198, -122.39657919012672), (47.665641626649084, -122.39642236171021), (47.66559947004465, -122.396256696496), (47.665568074781866, -122.39612484341895), (47.665522794872885, -122.39594944404958), (47.66548819288249, -122.39581394314344), (47.66545990680331, -122.39569588375059), (47.665422632820956, -122.39553341067662), (47.665387063905484, -122.39539027052498), (47.66535593248726, -122.39526096303388), (47.66533911109312, -122.39518789996674), (47.66530349981609, -122.39518530756301), (47.665278687962655, -122.39518253255905), (47.66525148509007, -122.39517917808884), (47.66520591183986, -122.39516258676456), (47.6651890640388, -122.39519455386561), (47.6651735357711, -122.3952240235205), (47.66513504453929, -122.39529085821225), (47.665159817014036, -122.39540272216533), (47.66520159979047, -122.39557699997319), (47.66524680339759, -122.39575797688786), (47.66529076264173, -122.39593282782374), (47.665343674730366, -122.39615462893848), (47.66539081152673, -122.3963351579033), (47.66541831085207, -122.39642934635557), (47.665434484189085, -122.39650898648776), (47.665454539957864, -122.39658671449065), (47.66548394424823, -122.39670125619146), (47.66551378024418, -122.3968249441326), (47.665550676980914, -122.3969742145387), (47.665577194730425, -122.39708055144256), (47.665608727128806, -122.39719921719775), (47.66564383550237, -122.3973382864632), (47.665671556139486, -122.39745683731196), (47.66570975311595, -122.39761122198267), (47.6657370699326, -122.39771859834246), (47.6657704730908, -122.39784138013367), (47.66579626604637, -122.39795987404835), (47.66582079999054, -122.39807021122465), (47.66584411773494, -122.39817239397034), (47.665863906243914, -122.3982663515874), (47.66587680863946, -122.39834386556447), (47.66589045695475, -122.39838892772056), (47.665956871119754, -122.39836048309732), (47.66598069278172, -122.39834800817631), (47.66599329231671, -122.39828851352594), (47.66603713006835, -122.3983035337459), (47.66608770690771, -122.39832078586775)]"
OOO--8,"[(47.65630022774356, -122.28851276641055), (47.65635643146113, -122.28846969779937), (47.656385445440186, -122.28845224683846), (47.65641105742616, -122.28844281790195), (47.65645010478886, -122.28843477952722), (47.65647814929484, -122.28842947677065), (47.656505907134125, -122.28842315145513), (47.656547721230424, -122.28841316142713), (47.65655779424972, -122.28837590312216), (47.656536203178426, -122.28834891948632), (47.656489051600055, -122.28832730821087), (47.65645476332413, -122.28832837764453), (47.65642073418986, -122.28830916272932), (47.6563923013399, -122.2883012647799), (47.65635903560243, -122.28830946505336), (47.65633573490221, -122.28832910451456), (47.65630575219021, -122.28835870324417), (47.65628209099194, -122.28838644981575), (47.656273984052994, -122.28842071885413), (47.6562763082118, -122.28847354233504), (47.65630022774356, -122.28851276641055)]"
OOO--10,"[(47.655376618112236, -122.28725420899013), (47.655342470160626, -122.28730804102031), (47.65534165440228, -122.28737193628766), (47.65535764714106, -122.28745152031945), (47.65535958507938, -122.28751447760173), (47.65537144058677, -122.28759597499477), (47.655372795742416, -122.28766094553325), (47.65538508928917, -122.28772825161019), (47.65540157397663, -122.28776929568518), (47.65544024567734, -122.28779066876598), (47.65548177269668, -122.28777965589475), (47.655516838452826, -122.28771773309765), (47.655545789535275, -122.28764143497865), (47.655574015411254, -122.28757830617721), (47.65561007561807, -122.28750220726522), (47.65563885821196, -122.28743909388338), (47.65564326979719, -122.28735196347024), (47.65561561556536, -122.28726292177812), (47.65557371301655, -122.28721609432813), (47.65552403838136, -122.28719745746051), (47.65547788152885, -122.28720529780321), (47.65544633408373, -122.2872064446026), (47.655421883267834, -122.28720880436495), (47.655376618112236, -122.28725420899013)]"
OOO--12,"[(47.6550635059116, -122.28675846087253), (47.655036794305516, -122.28672981353692), (47.65498980919598, -122.28668842497176), (47.65494807458594, -122.28667203977513), (47.65489884017454, -122.28666254696098), (47.654844136709166, -122.28665188678683), (47.654808439211216, -122.28665596138651), (47.654782868035475, -122.28672930995319), (47.65476782607005, -122.28683034522652), (47.654813387115304, -122.28686915794948), (47.65487026217242, -122.28692451954551), (47.65489524196267, -122.28698812098682), (47.65490721214351, -122.28703715470743), (47.65489914455245, -122.28711200665869), (47.654943542589976, -122.28713455418546), (47.654977183433466, -122.28714056790822), (47.655015430043115, -122.28713149136837), (47.65505963344291, -122.28712562540797), (47.65511410593484, -122.28713425066263), (47.655163573345554, -122.28712548838219), (47.655207312680815, -122.28709221625485), (47.655233403562534, -122.28704526098957), (47.655247007119804, -122.28698983996513), (47.65523060154662, -122.286922419804), (47.65520890657311, -122.28690355111712), (47.65518198678009, -122.28688453584853), (47.6551438863634, -122.28684187340785), (47.65512498432804, -122.28681902434032), (47.65509734115435, -122.28679288741016), (47.6550635059116, -122.28675846087253)]"
OOO--14,"[(47.65422097669956, -122.28311601036391), (47.65418017138678, -122.28309052333803), (47.65414420392735, -122.28309560780107), (47.654114997458954, -122.28312827335435), (47.65409539747851, -122.28316019227891), (47.65408479519033, -122.2831954060601), (47.654082209480194, -122.28324707560847), (47.65408502934422, -122.28328469265124), (47.65412517560091, -122.28329798658041), (47.65415804177336, -122.28330093214839), (47.65419103598587, -122.28331402716297), (47.654218394334755, -122.283318848103), (47.65424451103943, -122.28331348957576), (47.65424513083764, -122.2832648084957), (47.65423577109077, -122.28322599447246), (47.654247689492365, -122.28317154105524), (47.65422097669956, -122.28311601036391)]"
OOO--16,"[(47.653547646445666, -122.29418003703778), (47.653540013122374, -122.29424069459238), (47.65353639099605, -122.29428929064717), (47.653549044584, -122.29432819880496), (47.65357505807853, -122.29433095875386), (47.65360767942187, -122.2943095559614), (47.653625046466324, -122.29428163660619), (47.6536216660731, -122.29418110236684), (47.65361194131432, -122.29406415673778), (47.65360510448442, -122.29401932517438), (47.653578378094984, -122.29402871955907), (47.653562603450034, -122.29406277055372), (47.65355830381228, -122.29414076941796), (47.653547646445666, -122.29418003703778)]"
OOO--18,"[(47.65342477020025, -122.29446065456207), (47.6534244900671, -122.29441905077604), (47.65339653942296, -122.29439695985319), (47.6533750351033, -122.2944267917202), (47.65335216001656, -122.29445658503981), (47.65333930480526, -122.29449680514372), (47.65330061861796, -122.2945200667177), (47.65324533375394, -122.29453474549415), (47.653204189592614, -122.29455590846344), (47.65314657376479, -122.29460197217806), (47.653097321118814, -122.2946574015554), (47.65307090420296, -122.29468608060002), (47.653034119152494, -122.29471142427829), (47.65300439159859, -122.2947410246671), (47.65297633094699, -122.29479096216551), (47.65297354787807, -122.2948375523231), (47.65293209477475, -122.29486276462512), (47.65289833370198, -122.29488616419765), (47.65287112915115, -122.29491279143582), (47.65282018368948, -122.29497324545648), (47.652797787151044, -122.29500913894913), (47.652781556035585, -122.29505535033442), (47.65277933650427, -122.29516485674608), (47.65277452193083, -122.29521950577941), (47.65277676482007, -122.2952784110841), (47.65280205241946, -122.29531767418503), (47.65283830074579, -122.29537753577992), (47.65287631949263, -122.29542628765965), (47.65290059797713, -122.29545740580227), (47.652931715466515, -122.29548973128738), (47.65295449330637, -122.29553095295114), (47.65297862816745, -122.29557322727959), (47.65300064409763, -122.29561036973642), (47.6530004127122, -122.29573514998901), (47.652995031698765, -122.29577050743895), (47.652972966986916, -122.29584394724618), (47.6529440137369, -122.29589994631561), (47.652904441547605, -122.29599216928062), (47.65288709681186, -122.29606168381693), (47.65286254791886, -122.2961583876124), (47.65285504416649, -122.29620890262869), (47.65284630954599, -122.29626851417895), (47.65282167611672, -122.29630840203993), (47.652801333250785, -122.29635449735352), (47.65279956467498, -122.29647213267205), (47.65280889384944, -122.29651297619289), (47.652831153538244, -122.29657447387596), (47.65285456216099, -122.29662991718587), (47.652881877290135, -122.29668141213438), (47.652899572536086, -122.29671133163991), (47.65292371113205, -122.29673331631152), (47.65295648190753, -122.29676365967586), (47.6529860760602, -122.29678782688426), (47.65300931877732, -122.2968128298018), (47.653033043576364, -122.29682364277576), (47.65305531976646, -122.29684050228963), (47.65310452726089, -122.29685203312069), (47.65313517914648, -122.2968772446896), (47.653154840647574, -122.29690417584062), (47.65319363730842, -122.29695903785444), (47.65322188355688, -122.29700142931857), (47.653250168554315, -122.29704077747608), (47.65328393551235, -122.29708028053325), (47.65330367552405, -122.29710112723325), (47.653326634931744, -122.2971281514088), (47.653354945955705, -122.29716547150765), (47.65338206906299, -122.29718855508717), (47.65340993147027, -122.29719745586642), (47.653430213593175, -122.29711280609342), (47.653427505933394, -122.29702345062505), (47.65342423243118, -122.29693813712595), (47.6534243420235, -122.29673624735206), (47.65342574726554, -122.29652019092825), (47.65342812238234, -122.2963153209837), (47.653427891818744, -122.29613979999388), (47.6534262843091, -122.29605149002471), (47.65342944938978, -122.29580504637043), (47.6534368524205, -122.29574235372998), (47.653443203311504, -122.29569484907583), (47.653449004621265, -122.29545659577254), (47.65345992283205, -122.2953970453318), (47.65346434050519, -122.29530991924544), (47.653468269054336, -122.29517408213161), (47.65347243568609, -122.29512651597312), (47.653466741333425, -122.29490924481672), (47.65346508649134, -122.29473774161727), (47.653456901881164, -122.29460765085537), (47.65345230478011, -122.29453853289792), (47.6534472912413, -122.29450186893834), (47.65342477020025, -122.29446065456207)]"
