block_group,mode,departure_time,distance,duration,destination,lat,lon,address,class,type,city,rating
530330007003,bicycling,2018-07-26 07:00:00-07:00,7.521441889372281,45.65,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330007003,bicycling,2018-07-26 07:00:00-07:00,7.521441889372281,45.65,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330042003,bicycling,2018-07-26 07:00:00-07:00,5.3188315724052195,36.63333333333333,Seattle Central College,47.616587,-122.321611,,citywide,College,,
530330019003,bicycling,2018-07-26 07:00:00-07:00,0.8999378495960224,5.2,Robert Eagle Staff Middle School,47.694691,-122.34120220000001,1330 North 90th Street,school,,Seattle,3.5
530330049002,bicycling,2018-07-26 07:00:00-07:00,1.288377874456184,11.816666666666665,Walgreens Pharmacy,47.661173,-122.3417847,4468 Stone Way North,pharmacy,,Seattle,4.0
530330033003,bicycling,2018-07-26 07:00:00-07:00,11.471100062150404,69.73333333333333,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330075005,bicycling,2018-07-26 07:00:00-07:00,2.191423244251088,12.616666666666667,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330017024,bicycling,2018-07-26 07:00:00-07:00,1.4437538844002489,10.5,North Seattle College,47.699252,-122.33352,,citywide,College,,
530330086002,bicycling,2018-07-26 07:00:00-07:00,1.8931013051584835,12.25,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330086002,bicycling,2018-07-26 07:00:00-07:00,1.8931013051584835,12.25,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330121001,bicycling,2018-07-26 07:00:00-07:00,17.4213797389683,116.86666666666666,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330033004,bicycling,2018-07-26 07:00:00-07:00,5.220633934120571,31.41666666666667,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330033004,bicycling,2018-07-26 07:00:00-07:00,5.220633934120571,31.41666666666667,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330074013,bicycling,2018-07-26 07:00:00-07:00,1.0459912989434432,5.666666666666668,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330074013,bicycling,2018-07-26 07:00:00-07:00,1.0459912989434432,5.666666666666668,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330082003,bicycling,2018-07-26 07:00:00-07:00,0.9465506525792418,10.566666666666666,Seattle Central College,47.616587,-122.321611,,citywide,College,,
530330098005,bicycling,2018-07-26 07:00:00-07:00,5.146053449347421,32.766666666666666,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330070005,bicycling,2018-07-26 07:00:00-07:00,0.5860783095090119,3.716666666666667,Myrtle Edwards Park,47.619871,-122.36160500000001,,destination_park,,,
530330057001,bicycling,2018-07-26 07:00:00-07:00,1.6811684275947794,10.133333333333333,Discovery Espresso,47.659872,-122.39802399999999,3103 West Jameson Street,cafe,,Seattle,4.3
530330089003,bicycling,2018-07-26 07:00:00-07:00,1.7209446861404598,10.066666666666666,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330117001,bicycling,2018-07-26 07:00:00-07:00,0.5295214418893723,3.533333333333333,Dunlap Elementary School,47.524971,-122.27473799999999,4525 South Cloverdale Street,school,,Seattle,4.6
530330041002,bicycling,2018-07-26 07:00:00-07:00,4.392169049098819,26.86666666666667,H Mart,47.6588898,-122.31286429999999,4216 University Way Northeast,supermarket,,Seattle,4.4
530330052005,bicycling,2018-07-26 07:00:00-07:00,4.311995027967682,32.36666666666667,First Hill,47.60790794,-122.3260425,,urban_village,,,
530330052005,bicycling,2018-07-26 07:00:00-07:00,4.311995027967682,32.36666666666667,First Hill,47.609421999999995,-122.32512,,citywide,Major Employment Area,,
530330016003,bicycling,2018-07-26 07:00:00-07:00,2.7190801740211312,15.866666666666667,Carkeek Park,47.711609,-122.37221699999999,,destination_park,,,
530330033005,bicycling,2018-07-26 07:00:00-07:00,6.3903045369794915,43.46666666666667,Downtown Commercial Core,47.608001,-122.334658,,citywide,Major Employment Area,,
530330100022,bicycling,2018-07-26 07:00:00-07:00,5.61466749533872,40.48333333333333,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330031001,bicycling,2018-07-26 07:00:00-07:00,12.611559975139839,75.35,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330035002,bicycling,2018-07-26 07:00:00-07:00,4.4804226227470485,29.28333333333333,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330035002,bicycling,2018-07-26 07:00:00-07:00,4.4804226227470485,29.28333333333333,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330014003,bicycling,2018-07-26 07:00:00-07:00,2.9484151646985706,20.483333333333334,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330095004,bicycling,2018-07-26 07:00:00-07:00,1.4723430702299565,14.283333333333333,Jefferson Park,47.568994,-122.308655,,destination_park,,,
530330088003,bicycling,2018-07-26 07:00:00-07:00,1.7911746426351771,14.316666666666665,Downtown Pioneer Square,47.601651000000004,-122.334226,,citywide,Major Employment Area,,
530330048003,bicycling,2018-07-26 07:00:00-07:00,1.0453697949036669,8.533333333333333,West Woodland Elementary,47.6704983,-122.36206229999999,5601 4th Avenue Northwest,school,,Seattle,4.3
530330030003,bicycling,2018-07-26 07:00:00-07:00,6.183343691733996,32.666666666666664,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330057002,bicycling,2018-07-26 07:00:00-07:00,5.3312616532007455,32.56666666666667,Westlake Center,47.611603,-122.33691,,citywide,Transit Hub,,
530330026003,bicycling,2018-07-26 07:00:00-07:00,11.463020509633312,79.46666666666667,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330103001,bicycling,2018-07-26 07:00:00-07:00,0.5282784338098198,2.8833333333333333,PCC Community Markets - Columbia City,47.558888700000004,-122.286923,3610 South Edmunds Street,supermarket,,Seattle,4.5
530330006006,bicycling,2018-07-26 07:00:00-07:00,0.3555003107520199,1.7166666666666666,Bark Espresso,47.7113985,-122.31808659999999,11335 Roosevelt Way Northeast,cafe,,Seattle,4.5
530330119001,bicycling,2018-07-26 07:00:00-07:00,1.2486016159105031,7.45,Safeway,47.5209927,-122.26808359999998,9262 Rainier Avenue South,supermarket,,Seattle,3.7
530330021003,bicycling,2018-07-26 07:00:00-07:00,1.4176507147296458,5.9,Nathan Hale High School,47.7075329,-122.2956588,10750 30th Avenue Northeast,school,,Seattle,4.2
530330117002,bicycling,2018-07-26 07:00:00-07:00,1.6482287134866376,10.216666666666667,Sunset Cafe,47.5299419,-122.27023940000001,8115 Rainier Avenue South,cafe,,Seattle,4.6
530330040001,bicycling,2018-07-26 07:00:00-07:00,11.523927905531385,70.88333333333334,SODO,47.583574,-122.333555,,citywide,Major Employment Area,,
530330103002,bicycling,2018-07-26 07:00:00-07:00,6.7750155376009955,47.7,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330094004,bicycling,2018-07-26 07:00:00-07:00,6.008701056556867,40.63333333333333,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330040001,bicycling,2018-07-26 07:00:00-07:00,7.868241143567432,51.15,Seattle Central College,47.616587,-122.321611,,citywide,College,,
530330114021,bicycling,2018-07-26 07:00:00-07:00,12.153511497824733,77.26666666666667,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330041003,bicycling,2018-07-26 07:00:00-07:00,3.172156619018024,18.733333333333334,Higher Education Tutors,47.653353700000004,-122.31196000000001,4000 15th Avenue Northeast,school,,Seattle,
530330119001,bicycling,2018-07-26 07:00:00-07:00,14.065257924176507,82.35,Bellevue-Square,47.615522999999996,-122.199049,,citywide,Major Employment Area,,
530330116003,bicycling,2018-07-26 07:00:00-07:00,1.3119950279676815,10.533333333333333,Roxhill Elementary School,47.518267,-122.37090790000002,9430 30th Avenue Southwest,school,,Seattle,4.1
530330116005,bicycling,2018-07-26 07:00:00-07:00,7.588564325668117,46.98333333333333,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330091001,bicycling,2018-07-26 07:00:00-07:00,0.2846488502175264,1.05,Golden Hong Market,47.5978465,-122.32361909999999,516 7th Avenue South,supermarket,,Seattle,2.8
530330079005,bicycling,2018-07-26 07:00:00-07:00,0.6631448104412678,3.35,Edmond S Meany Middle School,47.622209000000005,-122.3049332,301 21st Avenue East,school,,Seattle,3.3
530330073003,bicycling,2018-07-26 07:00:00-07:00,1.6904909881914232,14.9,Downtown Pioneer Square,47.601651000000004,-122.334226,,citywide,Major Employment Area,,
530330032005,bicycling,2018-07-26 07:00:00-07:00,5.5407085146053445,32.65,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330032005,bicycling,2018-07-26 07:00:00-07:00,5.5407085146053445,32.65,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330089002,bicycling,2018-07-26 07:00:00-07:00,4.843380981976383,31.316666666666666,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330118005,bicycling,2018-07-26 07:00:00-07:00,8.525792417650715,57.2,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330118005,bicycling,2018-07-26 07:00:00-07:00,8.525792417650715,57.2,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330017011,bicycling,2018-07-26 07:00:00-07:00,2.0944686140459914,13.55,Greenlake Park,47.68025,-122.328499,,destination_park,,,
530330025001,bicycling,2018-07-26 07:00:00-07:00,2.551274083281541,18.866666666666667,North Seattle College,47.699252,-122.33352,,citywide,College,,
530330114013,bicycling,2018-07-26 07:00:00-07:00,0.31261653200745804,1.8333333333333333,The Dutchboy Coffee,47.5334585,-122.3546858,1513 Southwest Holden Street,cafe,,Seattle,4.7
530330084003,bicycling,2018-07-26 07:00:00-07:00,0.3374766935985084,3.25,Hillcrest Market,47.618849600000004,-122.32500470000001,110 Summit Avenue East,supermarket,,Seattle,3.5
530330097012,bicycling,2018-07-26 07:00:00-07:00,16.90553138595401,87.23333333333332,Tukwila,47.455556,-122.254492,,citywide,Major Employment Area,,
530330013002,bicycling,2018-07-26 07:00:00-07:00,1.2977004350528278,7.216666666666668,North Seattle College,47.699252,-122.33352,,citywide,College,,
530330115001,bicycling,2018-07-26 07:00:00-07:00,0.3685518955873213,1.7833333333333334,Denny International Middle School,47.5317486,-122.3657493,2601 Southwest Kenyon Street,school,,Seattle,3.8
530330043021,bicycling,2018-07-26 07:00:00-07:00,1.0944686140459914,6.066666666666666,Higher Education Tutors,47.653353700000004,-122.31196000000001,4000 15th Avenue Northeast,school,,Seattle,
530330026003,bicycling,2018-07-26 07:00:00-07:00,0.3927905531385954,2.8666666666666667,Wayward Coffeehouse,47.6756495,-122.3176851,6417 Roosevelt Way Northeast,cafe,,Seattle,4.5
530330116004,bicycling,2018-07-26 07:00:00-07:00,10.535736482287136,65.46666666666667,Tukwila,47.455556,-122.254492,,citywide,Major Employment Area,,
530330021002,bicycling,2018-07-26 07:00:00-07:00,1.1000621504039776,3.95,High School Parking Lot,47.7067092,-122.2936335,,school,,Seattle,
530330007004,bicycling,2018-07-26 07:00:00-07:00,7.419515226848974,50.25,Seattle Central College,47.616587,-122.321611,,citywide,College,,
530330032007,bicycling,2018-07-26 07:00:00-07:00,7.507147296457428,41.85,Downtown Pioneer Square,47.601651000000004,-122.334226,,citywide,Major Employment Area,,
530330098002,bicycling,2018-07-26 07:00:00-07:00,6.223119950279678,42.38333333333333,Westlake Center,47.611603,-122.33691,,citywide,Transit Hub,,
530330006006,bicycling,2018-07-26 07:00:00-07:00,0.5351149782473587,3.933333333333333,Elevated Natural Health,47.7160344,-122.31222959999998,12000 15th Avenue Northeast Suite C,hospital,,Seattle,5.0
530330052004,bicycling,2018-07-26 07:00:00-07:00,0.7197016780609073,5.933333333333334,General Internal Medicine Center at UWMC-Roosevelt,47.658839,-122.318284,3rd floor,hospital,,Seattle,5.0
530330101004,bicycling,2018-07-26 07:00:00-07:00,0.8203853325046613,4.766666666666667,Maxine Mimms High School,47.5590973,-122.2928125,3019 South Angeline Street,school,,Seattle,
530330108002,bicycling,2018-07-26 07:00:00-07:00,1.2299564947172157,7.883333333333334,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330101004,bicycling,2018-07-26 07:00:00-07:00,9.702299564947172,70.53333333333333,Bellevue-Square,47.615522999999996,-122.199049,,citywide,Major Employment Area,,
530330027004,bicycling,2018-07-26 07:00:00-07:00,5.7029210689869485,34.583333333333336,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330027004,bicycling,2018-07-26 07:00:00-07:00,5.7029210689869485,34.583333333333336,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330042003,bicycling,2018-07-26 07:00:00-07:00,2.1429459291485395,11.633333333333333,Higher Education Tutors,47.653353700000004,-122.31196000000001,4000 15th Avenue Northeast,school,,Seattle,
530330019001,bicycling,2018-07-26 07:00:00-07:00,0.5910503418272218,4.45,Northgate,47.70609738,-122.3266853,,urban_village,,,
530330098003,bicycling,2018-07-26 07:00:00-07:00,4.5320074580484775,27.9,Downtown Pioneer Square,47.601651000000004,-122.334226,,citywide,Major Employment Area,,
530330002003,bicycling,2018-07-26 07:00:00-07:00,0.995649471721566,6.7333333333333325,QFC Pharmacy,47.733211700000005,-122.3104852,1531 Northeast 145th Street,pharmacy,,Seattle,4.0
530330067003,bicycling,2018-07-26 07:00:00-07:00,0.9838408949658172,7.583333333333332,United States Postal Service,47.622890000000005,-122.35580800000001,415 1st Avenue North,post_office,,Seattle,2.6
530330097012,bicycling,2018-07-26 07:00:00-07:00,12.883157240522065,83.8,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330007002,bicycling,2018-07-26 07:00:00-07:00,4.104412678682412,22.13333333333333,Magnusan Park,47.680326,-122.253198,,destination_park,,,
530330096001,bicycling,2018-07-26 07:00:00-07:00,14.19763828464885,97.55,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330087001,bicycling,2018-07-26 07:00:00-07:00,3.875699192044748,23.6,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330115003,bicycling,2018-07-26 07:00:00-07:00,1.307644499689248,5.8,United States Postal Service,47.5240893,-122.3671603,2721 Southwest Trenton Street,post_office,,Seattle,2.3
530330054002,bicycling,2018-07-26 07:00:00-07:00,4.2150403977625865,33.35,Downtown Commercial Core,47.608001,-122.334658,,citywide,Major Employment Area,,
530330031004,bicycling,2018-07-26 07:00:00-07:00,7.175885643256682,49.93333333333333,First Hill,47.60790794,-122.3260425,,urban_village,,,
530330031004,bicycling,2018-07-26 07:00:00-07:00,7.175885643256682,49.93333333333333,First Hill,47.609421999999995,-122.32512,,citywide,Major Employment Area,,
530330004023,bicycling,2018-07-26 07:00:00-07:00,0.9018023617153512,6.0,Krispy Kreme Doughnuts,47.71979279999999,-122.3455014,12505 Aurora Avenue North,cafe,,Seattle,4.1
530330030002,bicycling,2018-07-26 07:00:00-07:00,7.7284027346177755,42.13333333333333,Downtown Pioneer Square,47.601651000000004,-122.334226,,citywide,Major Employment Area,,
530330006005,bicycling,2018-07-26 07:00:00-07:00,7.837787445618397,47.03333333333333,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330006005,bicycling,2018-07-26 07:00:00-07:00,7.837787445618397,47.03333333333333,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330052005,bicycling,2018-07-26 07:00:00-07:00,3.184586699813549,23.23333333333333,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330030004,bicycling,2018-07-26 07:00:00-07:00,7.52330640149161,42.48333333333333,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330099001,bicycling,2018-07-26 07:00:00-07:00,4.391547545059043,28.98333333333333,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330006004,bicycling,2018-07-26 07:00:00-07:00,5.21255438160348,31.78333333333333,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330058023,bicycling,2018-07-26 07:00:00-07:00,8.46674953387197,54.33333333333334,South Seattle College,47.54841,-122.352194,,citywide,College,,
530330111011,bicycling,2018-07-26 07:00:00-07:00,8.206960845245494,55.21666666666667,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330111011,bicycling,2018-07-26 07:00:00-07:00,8.206960845245494,55.21666666666667,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330020001,bicycling,2018-07-26 07:00:00-07:00,1.2007458048477315,8.433333333333334,Swedish Primary Care Greenlake,47.681259000000004,-122.31711399999999,7210 Roosevelt Way Northeast,hospital,,Seattle,3.8
530330113003,bicycling,2018-07-26 07:00:00-07:00,8.405220633934121,48.66666666666666,Tukwila,47.455556,-122.254492,,citywide,Major Employment Area,,
530330053022,bicycling,2018-07-26 07:00:00-07:00,0.5954008701056557,6.133333333333334,H Mart,47.6588898,-122.31286429999999,4216 University Way Northeast,supermarket,,Seattle,4.4
530330119001,bicycling,2018-07-26 07:00:00-07:00,9.057799875699194,62.3,Seattle Central College,47.616587,-122.321611,,citywide,College,,
530330094005,bicycling,2018-07-26 07:00:00-07:00,0.9254195152268492,8.35,Beacon Hill Branch - The Seattle Public Library,47.5779907,-122.31140330000001,2821 Beacon Avenue South,library,,Seattle,4.5
530330264004,bicycling,2018-07-26 07:00:00-07:00,17.28899937849596,108.7,North Seattle College,47.699252,-122.33352,,citywide,College,,
530330087002,bicycling,2018-07-26 07:00:00-07:00,0.7806090739589807,5.966666666666668,United States Postal Service,47.6125599,-122.3021842,1150 23rd Avenue,post_office,,Seattle,2.2
530330038002,bicycling,2018-07-26 07:00:00-07:00,9.43505282784338,58.3,SODO,47.583574,-122.333555,,citywide,Major Employment Area,,
530330073002,bicycling,2018-07-26 07:00:00-07:00,5.76072094468614,33.13333333333333,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330062001,bicycling,2018-07-26 07:00:00-07:00,0.5804847731510255,5.7,Montlake Elementary School,47.6406408,-122.3046676,2409 22nd Avenue East,school,,Seattle,4.3
530330080012,bicycling,2018-07-26 07:00:00-07:00,1.4928527035425732,15.85,First Hill,47.60790794,-122.3260425,,urban_village,,,
530330080012,bicycling,2018-07-26 07:00:00-07:00,1.4928527035425732,15.85,First Hill,47.609421999999995,-122.32512,,citywide,Major Employment Area,,
530330097021,bicycling,2018-07-26 07:00:00-07:00,0.8191423244251088,5.566666666666666,Metropolitan Market,47.5816325,-122.3846293,2320 42nd Avenue Southwest,supermarket,,Seattle,4.6
530330110023,bicycling,2018-07-26 07:00:00-07:00,10.21255438160348,52.41666666666666,Tukwila,47.455556,-122.254492,,citywide,Major Employment Area,,
530330089003,bicycling,2018-07-26 07:00:00-07:00,0.2579241765071473,1.7833333333333334,Starbucks,47.5994735,-122.3019692,2300 South Jackson A,cafe,,Seattle,4.2
530330043021,bicycling,2018-07-26 07:00:00-07:00,7.8520820385332515,50.4,SODO,47.583574,-122.333555,,citywide,Major Employment Area,,
530330099004,bicycling,2018-07-26 07:00:00-07:00,4.478558110627718,33.45,First Hill,47.60790794,-122.3260425,,urban_village,,,
530330099004,bicycling,2018-07-26 07:00:00-07:00,4.478558110627718,33.45,First Hill,47.609421999999995,-122.32512,,citywide,Major Employment Area,,
530330101005,bicycling,2018-07-26 07:00:00-07:00,10.977625854568057,76.33333333333333,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330116001,bicycling,2018-07-26 07:00:00-07:00,0.6587942821628341,3.95,West Seattle Thriftway,47.544589,-122.386274,4201 Southwest Morgan Street,supermarket,,Seattle,4.4
530330053014,bicycling,2018-07-26 07:00:00-07:00,0.2454940957116221,2.2333333333333334,United States Postal Service,47.6595724,-122.3128135,4244 University Way Northeast,post_office,,Seattle,2.4
530330085002,bicycling,2018-07-26 07:00:00-07:00,7.686140459912988,55.53333333333333,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330070001,bicycling,2018-07-26 07:00:00-07:00,0.7078931013051585,5.616666666666666,Queen Anne Branch - The Seattle Public Library,47.633813599999996,-122.36266499999999,400 West Garfield Street,library,,Seattle,4.4
530330046001,bicycling,2018-07-26 07:00:00-07:00,6.101926662523306,48.23333333333333,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330057002,bicycling,2018-07-26 07:00:00-07:00,5.45680546923555,30.53333333333333,Downtown Pioneer Square,47.601651000000004,-122.334226,,citywide,Major Employment Area,,
530330064003,bicycling,2018-07-26 07:00:00-07:00,6.424487259167185,45.06666666666667,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330099003,bicycling,2018-07-26 07:00:00-07:00,6.798632691112492,46.06666666666667,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330099003,bicycling,2018-07-26 07:00:00-07:00,6.798632691112492,46.06666666666667,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330056001,bicycling,2018-07-26 07:00:00-07:00,7.2287134866376626,41.333333333333336,King Street Station,47.598939,-122.329158,,citywide,Transit Hub,,
530330098004,bicycling,2018-07-26 07:00:00-07:00,5.331883157240521,37.31666666666667,Downtown Commercial Core,47.608001,-122.334658,,citywide,Major Employment Area,,
530330042003,bicycling,2018-07-26 07:00:00-07:00,1.9695463020509636,17.216666666666665,Roosevelt High School Library,47.677026500000004,-122.3126731,,school,,Seattle,
530330101002,bicycling,2018-07-26 07:00:00-07:00,4.136109384710999,30.55,SODO,47.583574,-122.333555,,citywide,Major Employment Area,,
530330112003,bicycling,2018-07-26 07:00:00-07:00,8.679303915475451,53.06666666666667,Westlake Center,47.611603,-122.33691,,citywide,Transit Hub,,
530330025002,bicycling,2018-07-26 07:00:00-07:00,0.9993784959602238,9.416666666666666,Swedish Primary Care Greenlake,47.681259000000004,-122.31711399999999,7210 Roosevelt Way Northeast,hospital,,Seattle,3.8
530330064002,bicycling,2018-07-26 07:00:00-07:00,6.481665630826599,45.25,North Seattle College,47.699252,-122.33352,,citywide,College,,
530330045001,bicycling,2018-07-26 07:00:00-07:00,0.31385954008701056,2.1333333333333333,University Branch - The Seattle Public Library,47.665244200000004,-122.31788279999999,5009 Roosevelt Way Northeast,library,,Seattle,4.3
530330026002,bicycling,2018-07-26 07:00:00-07:00,1.0211311373523928,7.3,Greenlake Park,47.68025,-122.328499,,destination_park,,,
530330048004,bicycling,2018-07-26 07:00:00-07:00,0.44748290863890616,3.1333333333333333,US Post Office,47.6617343,-122.369676,4501 9th Avenue Northwest,post_office,,Seattle,1.4
530330105001,bicycling,2018-07-26 07:00:00-07:00,3.643878185208204,21.78333333333333,SODO,47.583574,-122.333555,,citywide,Major Employment Area,,
530330114011,bicycling,2018-07-26 07:00:00-07:00,0.3896830329397141,2.9833333333333334,Denny International Middle School,47.5317486,-122.3657493,2601 Southwest Kenyon Street,school,,Seattle,3.8
530330062002,bicycling,2018-07-26 07:00:00-07:00,3.4816656308266003,28.11666666666667,First Hill,47.60790794,-122.3260425,,urban_village,,,
530330062002,bicycling,2018-07-26 07:00:00-07:00,3.4816656308266003,28.11666666666667,First Hill,47.609421999999995,-122.32512,,citywide,Major Employment Area,,
530330017021,bicycling,2018-07-26 07:00:00-07:00,0.9465506525792418,6.683333333333334,Greenwood Branch - The Seattle Public Library,47.6874519,-122.3547574,8016 Greenwood Avenue North,library,,Seattle,4.5
530330042004,bicycling,2018-07-26 07:00:00-07:00,1.132380360472343,8.7,United States Postal Service,47.6854665,-122.29012709999999,7724 35th Avenue Northeast,post_office,,Seattle,2.6
530330099001,bicycling,2018-07-26 07:00:00-07:00,0.7184586699813549,8.0,Swedish West Seattle Primary Care,47.572901,-122.38641100000001,3400 California Avenue Southwest #300,hospital,,Seattle,3.3
530330115002,bicycling,2018-07-26 07:00:00-07:00,0.5947793660658794,2.6666666666666665,United States Postal Service,47.5240893,-122.3671603,2721 Southwest Trenton Street,post_office,,Seattle,2.3
530330094001,bicycling,2018-07-26 07:00:00-07:00,1.5450590428837787,14.75,Maleng Building HMC (Harborview Medical Center),47.60466029999999,-122.32346740000001,410 9th Avenue,hospital,,Seattle,5.0
530330066002,bicycling,2018-07-26 07:00:00-07:00,5.248601615910504,37.98333333333333,Northgate Transit Center,47.702358000000004,-122.32721000000001,,citywide,Transit Hub,,
530330092002,bicycling,2018-07-26 07:00:00-07:00,0.9378495960223742,10.716666666666667,Bailey Gatzert Elementary School,47.6011701,-122.31556880000001,1301 East Yesler Way,school,,Seattle,4.3
530330047003,bicycling,2018-07-26 07:00:00-07:00,0.037290242386575516,0.18333333333333326,United States Postal Service,47.6703893,-122.37841409999999,5706 17th Avenue Northwest,post_office,,Seattle,3.4
530330018003,bicycling,2018-07-26 07:00:00-07:00,0.6681168427594779,3.066666666666667,Safeway,47.6927906,-122.35451029999999,8704 Greenwood Avenue North,supermarket,,Seattle,3.6
530330100024,bicycling,2018-07-26 07:00:00-07:00,0.9142324425108764,6.033333333333332,Beacon Hill Elementary School,47.585077399999996,-122.3153293,2025 14th Avenue South,school,,Seattle,4.3
530330087002,bicycling,2018-07-26 07:00:00-07:00,3.2137973896830334,18.383333333333333,SODO,47.583574,-122.333555,,citywide,Major Employment Area,,
530330004013,bicycling,2018-07-26 07:00:00-07:00,14.138595400870106,83.35,Bellevue-Square,47.615522999999996,-122.199049,,citywide,Major Employment Area,,
530330082003,bicycling,2018-07-26 07:00:00-07:00,0.5046612802983219,6.066666666666666,O'Dea High School,47.6079995,-122.3252348,802 Terry Avenue,school,,Seattle,3.8
530330041003,bicycling,2018-07-26 07:00:00-07:00,9.863890615289,59.3,Bellevue-Square,47.615522999999996,-122.199049,,citywide,Major Employment Area,,
530330118002,bicycling,2018-07-26 07:00:00-07:00,0.32442510876320696,1.3,Redwing Cafe,47.5195336,-122.2614145,9272 57th Avenue South,cafe,,Seattle,4.8
530330009001,bicycling,2018-07-26 07:00:00-07:00,10.26227470478558,57.2,South Lake Union,47.61880896,-122.3379719,,urban_village,,,
530330009001,bicycling,2018-07-26 07:00:00-07:00,10.26227470478558,57.2,South Lake Union,47.622933,-122.33710500000001,,citywide,Major Employment Area,,
530330121002,bicycling,2018-07-26 07:00:00-07:00,1.3996270975761342,10.933333333333335,Southwest Branch - The Seattle Public Library,47.5224353,-122.3762737,9010 35th Avenue Southwest,library,,Seattle,4.5
530330101003,bicycling,2018-07-26 07:00:00-07:00,1.1224362958359229,8.116666666666667,Hawthorne Elementary School,47.5656102,-122.2835196,4100 39th Avenue South,school,,Seattle,4.9
530330265001,bicycling,2018-07-26 07:00:00-07:00,8.211311373523928,53.96666666666667,Downtown Commercial Core,47.608001,-122.334658,,citywide,Major Employment Area,,
530330014002,bicycling,2018-07-26 07:00:00-07:00,1.3039154754505904,7.183333333333334,Fred Meyer,47.691995500000004,-122.3587811,100 Northwest 85th Street,supermarket,,Seattle,4.2
530330063002,bicycling,2018-07-26 07:00:00-07:00,4.231199502796768,28.516666666666666,University of Washington,47.655614,-122.30521100000001,,citywide,Major Employment Area,,
530330009002,bicycling,2018-07-26 07:00:00-07:00,9.89372280919826,62.01666666666666,First Hill,47.60790794,-122.3260425,,urban_village,,,
530330009002,bicycling,2018-07-26 07:00:00-07:00,9.89372280919826,62.01666666666666,First Hill,47.609421999999995,-122.32512,,citywide,Major Employment Area,,
530330017024,bicycling,2018-07-26 07:00:00-07:00,0.5195773772529522,2.816666666666667,Fred Meyer,47.691995500000004,-122.3587811,100 Northwest 85th Street,supermarket,,Seattle,4.2
